会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
唐津,2026/4/2,4,6,5,3826,村田修次,finish,19,7,6.73,5,0.08,1.54.9,1-4-2,1630,1-2-4,690,1-4,480,1-4,350
唐津,2026/4/2,5,1,1,3961,谷村一哉,finish,54,53,6.73,1,0.15,1.48.9,1-5-3,2130,1-3-5,620,1-5,780,1-5,730
唐津,2026/4/2,5,2,5,4417,服部剛,finish,48,38,6.66,5,0.21,1.50.0,1-5-3,2130,1-3-5,620,1-5,780,1-5,730
唐津,2026/4/2,5,3,3,3784,中島友和,finish,14,37,6.69,3,0.15,1.52.2,1-5-3,2130,1-3-5,620,1-5,780,1-5,730
唐津,2026/4/2,5,4,2,4081,樋口範政,finish,58,5,6.71,2,0.16,1.52.6,1-5-3,2130,1-3-5,620,1-5,780,1-5,730
唐津,2026/4/2,5,5,6,4598,加藤政彦,finish,47,19,6.67,6,0.24,1.54.4,1-5-3,2130,1-3-5,620,1-5,780,1-5,730
唐津,2026/4/2,5,6,4,5417,小柳勝希,finish,59,43,6.69,4,0.19,1.55.8,1-5-3,2130,1-3-5,620,1-5,780,1-5,730
唐津,2026/4/2,6,1,2,4648,木村亮太,finish,22,23,6.70,2,0.14,1.49.2,2-1-5,10610,1-2-5,920,2-1,3650,1-2,600
唐津,2026/4/2,6,2,1,3838,伊藤啓三,finish,43,39,6.71,1,0.12,1.50.5,2-1-5,10610,1-2-5,920,2-1,3650,1-2,600
唐津,2026/4/2,6,3,5,4179,広次修,finish,45,52,6.78,5,0.16,1.51.8,2-1-5,10610,1-2-5,920,2-1,3650,1-2,600
唐津,2026/4/2,6,4,4,4330,奈須啓太,finish,25,40,6.75,3,0.13,1.52.6,2-1-5,10610,1-2-5,920,2-1,3650,1-2,600
唐津,2026/4/2,6,5,6,4215,吉島祥之,finish,37,27,6.83,6,0.16,1.52.8,2-1-5,10610,1-2-5,920,2-1,3650,1-2,600
唐津,2026/4/2,6,6,3,5210,藤井公人,finish,49,16,6.79,4,0.16,1.55.8,2-1-5,10610,1-2-5,920,2-1,3650,1-2,600
唐津,2026/4/2,7,1,5,3686,鳥居塚孝博,finish,55,56,6.70,5,0.11,1.49.6,5-3-1,10670,1-3-5,440,5-3,4440,3-5,1510
唐津,2026/4/2,7,2,3,3616,中村真,finish,38,45,6.78,3,0.11,1.50.4,5-3-1,10670,1-3-5,440,5-3,4440,3-5,1510
唐津,2026/4/2,7,3,1,4652,酒見峻介,finish,51,58,6.67,1,0.15,1.51.6,5-3-1,10670,1-3-5,440,5-3,4440,3-5,1510
唐津,2026/4/2,7,4,2,5261,岡暢祐,finish,29,44,6.78,2,0.19,1.53.1,5-3-1,10670,1-3-5,440,5-3,4440,3-5,1510
唐津,2026/4/2,7,5,4,5270,小玉啓太,finish,36,12,6.72,4,0.07,1.55.3,5-3-1,10670,1-3-5,440,5-3,4440,3-5,1510
唐津,2026/4/2,7,6,6,5404,内田壮,finish,4,11,6.66,6,0.14,1.56.8,5-3-1,10670,1-3-5,440,5-3,4440,3-5,1510
唐津,2026/4/2,8,1,3,4787,椎名豊,finish,17,10,6.84,3,0.11,1.48.8,3-1-4,880,1-3-4,290,3-1,400,1-3,140
唐津,2026/4/2,8,2,1,5014,梶山涼斗,finish,52,60,6.66,1,0.09,1.49.4,3-1-4,880,1-3-4,290,3-1,400,1-3,140
唐津,2026/4/2,8,3,4,4651,佐藤大騎,finish,12,30,6.69,4,0.16,1.51.7,3-1-4,880,1-3-4,290,3-1,400,1-3,140
唐津,2026/4/2,8,4,2,4565,西村豪洋,finish,56,25,6.73,2,0.19,1.52.7,3-1-4,880,1-3-4,290,3-1,400,1-3,140
唐津,2026/4/2,8,5,5,5312,川辺郭人,finish,6,49,6.76,5,0.19,1.53.6,3-1-4,880,1-3-4,290,3-1,400,1-3,140
唐津,2026/4/2,8,6,6,4406,幸野史明,finish,33,46,6.65,6,0.19,1.57.3,3-1-4,880,1-3-4,290,3-1,400,1-3,140
唐津,2026/4/2,9,1,4,3784,中島友和,finish,14,37,6.74,4,0.15,1.49.5,4-3-5,13940,3-4-5,3030,4-3,3380,3-4,2250
唐津,2026/4/2,9,2,3,3535,渡修平,finish,44,15,6.67,3,0.16,1.51.1,4-3-5,13940,3-4-5,3030,4-3,3380,3-4,2250
唐津,2026/4/2,9,3,5,3563,堤昇,finish,9,31,6.77,5,0.17,1.51.3,4-3-5,13940,3-4-5,3030,4-3,3380,3-4,2250
唐津,2026/4/2,9,4,2,4521,小池公生,finish,30,42,6.70,2,0.25,1.53.3,4-3-5,13940,3-4-5,3030,4-3,3380,3-4,2250
唐津,2026/4/2,9,5,1,5219,森口和紀,finish,53,29,6.75,1,0.21,1.54.2,4-3-5,13940,3-4-5,3030,4-3,3380,3-4,2250
唐津,2026/4/2,9,6,6,3615,横田茂,finish,42,57,6.74,6,0.19,1.56.9,4-3-5,13940,3-4-5,3030,4-3,3380,3-4,2250
唐津,2026/4/2,10,1,3,4330,奈須啓太,finish,25,40,6.80,3,0.08,1.47.3,3-1-4,3940,1-3-4,470,3-1,1400,1-3,350
唐津,2026/4/2,10,2,1,3826,村田修次,finish,19,7,6.77,1,0.05,1.48.9,3-1-4,3940,1-3-4,470,3-1,1400,1-3,350
唐津,2026/4/2,10,3,4,4598,加藤政彦,finish,47,19,6.74,4,0.12,1.50.5,3-1-4,3940,1-3-4,470,3-1,1400,1-3,350
唐津,2026/4/2,10,4,2,4911,片岡大地,finish,8,26,6.74,2,0.09,1.51.7,3-1-4,3940,1-3-4,470,3-1,1400,1-3,350
唐津,2026/4/2,10,5,5,3838,伊藤啓三,finish,43,39,6.76,5,0.11,1.53.1,3-1-4,3940,1-3-4,470,3-1,1400,1-3,350
唐津,2026/4/2,10,6,6,4047,吉永浩則,finish,1,3,6.74,6,0.25,1.56.3,3-1-4,3940,1-3-4,470,3-1,1400,1-3,350
唐津,2026/4/2,11,1,1,4417,服部剛,finish,48,38,6.64,1,0.13,1.56.4,1-4-2,5080,1-2-4,1050,1-4,1260,1-4,1250
唐津,2026/4/2,11,2,4,4607,鶴田勇雄,finish,26,6,6.75,4,0.16,1.58.8,1-4-2,5080,1-2-4,1050,1-4,1260,1-4,1250
唐津,2026/4/2,11,3,2,4179,広次修,finish,45,52,6.73,2,0.14,2.01.5,1-4-2,5080,1-2-4,1050,1-4,1260,1-4,1250
唐津,2026/4/2,11,4,6,3961,谷村一哉,finish,54,53,6.74,6,0.11,2.02.8,1-4-2,5080,1-2-4,1050,1-4,1260,1-4,1250
唐津,2026/4/2,11,5,5,4953,尾上雅也,finish,39,14,6.73,5,0.12,2.06.0,1-4-2,5080,1-2-4,1050,1-4,1260,1-4,1250
唐津,2026/4/2,11,,3,4652,酒見峻介,S0,,,,,,,,,,,,,,
唐津,2026/4/2,12,1,1,4083,福島勇樹,finish,13,54,6.66,1,0.17,1.47.7,1-6-2,6290,1-2-6,1130,1-6,2160,1-6,1340
唐津,2026/4/2,12,2,6,5234,塚越海斗,finish,24,1,6.68,6,0.13,1.49.3,1-6-2,6290,1-2-6,1130,1-6,2160,1-6,1340
唐津,2026/4/2,12,3,2,4529,嶋義信,finish,18,50,6.65,2,0.14,1.50.4,1-6-2,6290,1-2-6,1130,1-6,2160,1-6,1340
唐津,2026/4/2,12,4,3,4877,鈴谷一平,finish,46,2,6.70,3,0.17,1.52.7,1-6-2,6290,1-2-6,1130,1-6,2160,1-6,1340
唐津,2026/4/2,12,5,5,4259,真庭明志,finish,32,36,6.62,5,0.14,1.53.4,1-6-2,6290,1-2-6,1130,1-6,2160,1-6,1340
唐津,2026/4/2,12,6,4,3841,佐々木和伸,finish,23,18,6.67,4,0.26,1.54.7,1-6-2,6290,1-2-6,1130,1-6,2160,1-6,1340
福岡,2026/4/2,1,1,1,4117,廣中智紗衣,finish,56,105,6.79,1,0.22,1.50.2,1-3-2,1380,1-2-3,660,1-3,240,1-3,250
福岡,2026/4/2,1,2,3,5153,佐藤ほのか,finish,49,174,6.89,3,0.21,1.52.7,1-3-2,1380,1-2-3,660,1-3,240,1-3,250
福岡,2026/4/2,1,3,2,5113,黒明花夢,finish,60,164,6.92,2,0.22,1.53.9,1-3-2,1380,1-2-3,660,1-3,240,1-3,250
福岡,2026/4/2,1,4,5,5250,嶋田有里,finish,72,148,6.89,5,0.23,1.55.7,1-3-2,1380,1-2-3,660,1-3,240,1-3,250
福岡,2026/4/2,1,5,4,5069,山崎小葉音,finish,48,146,6.91,4,0.24,. .,1-3-2,1380,1-2-3,660,1-3,240,1-3,250
福岡,2026/4/2,1,6,6,5413,宮城那菜,finish,17,106,6.84,6,0.15,. .,1-3-2,1380,1-2-3,660,1-3,240,1-3,250
福岡,2026/4/2,2,1,1,5198,奥村明日香,finish,47,163,6.88,1,0.17,1.51.2,1-4-2,4080,1-2-4,230,1-4,2570,1-4,1770
福岡,2026/4/2,2,2,4,5108,柴田愛梨,finish,12,157,6.86,4,0.25,1.53.6,1-4-2,4080,1-2-4,230,1-4,2570,1-4,1770
福岡,2026/4/2,2,3,2,4885,大山千広,finish,73,166,6.91,2,0.18,1.54.8,1-4-2,4080,1-2-4,230,1-4,2570,1-4,1770
福岡,2026/4/2,2,4,6,5390,高橋涼夏,finish,64,149,6.93,5,0.25,1.56.6,1-4-2,4080,1-2-4,230,1-4,2570,1-4,1770
福岡,2026/4/2,2,5,3,3943,三松直美,finish,41,142,6.99,3,0.25,. .,1-4-2,4080,1-2-4,230,1-4,2570,1-4,1770
福岡,2026/4/2,2,6,5,5399,長野未来,finish,51,171,6.90,6,0.30,. .,1-4-2,4080,1-2-4,230,1-4,2570,1-4,1770
福岡,2026/4/2,3,1,1,4987,島倉都,finish,44,155,6.92,1,0.13,1.50.1,1-2-5,10370,1-2-5,6000,1-2,960,1-2,740
福岡,2026/4/2,3,2,2,5140,吉田彩乃,finish,70,147,6.93,2,0.16,1.52.0,1-2-5,10370,1-2-5,6000,1-2,960,1-2,740
福岡,2026/4/2,3,3,5,5297,南彩寧,finish,57,143,6.81,5,0.28,1.53.1,1-2-5,10370,1-2-5,6000,1-2,960,1-2,740
福岡,2026/4/2,3,4,3,5193,米丸乃絵,finish,13,159,6.88,3,0.19,1.53.4,1-2-5,10370,1-2-5,6000,1-2,960,1-2,740
福岡,2026/4/2,3,5,4,4246,喜多那由夏,finish,32,153,6.97,4,0.24,. .,1-2-5,10370,1-2-5,6000,1-2,960,1-2,740
福岡,2026/4/2,3,6,6,4882,瀧川千依,finish,42,172,6.91,6,0.37,. .,1-2-5,10370,1-2-5,6000,1-2,960,1-2,740
福岡,2026/4/2,4,1,1,4720,西澤日花里,finish,26,101,6.93,1,0.18,1.50.4,1-2-6,3560,1-2-6,1450,1-2,440,1-2,210
福岡,2026/4/2,4,2,2,4373,若狭奈美子,finish,62,144,6.94,2,0.15,1.51.9,1-2-6,3560,1-2-6,1450,1-2,440,1-2,210
福岡,2026/4/2,4,3,6,5346,中村紋夕梨,finish,14,103,6.93,5,0.18,1.53.2,1-2-6,3560,1-2-6,1450,1-2,440,1-2,210
福岡,2026/4/2,4,4,4,4589,塩崎桐加,finish,50,107,6.86,4,0.19,1.54.8,1-2-6,3560,1-2-6,1450,1-2,440,1-2,210
福岡,2026/4/2,4,5,3,4854,大橋由珠,finish,24,104,6.90,3,0.19,. .,1-2-6,3560,1-2-6,1450,1-2,440,1-2,210
福岡,2026/4/2,4,6,5,5410,今泉澪,finish,33,150,6.93,6,0.20,. .,1-2-6,3560,1-2-6,1450,1-2,440,1-2,210
福岡,2026/4/2,5,1,2,4525,真子奈津実,finish,74,102,6.88,2,0.08,1.50.4,2-3-1,2410,1-2-3,230,2-3,1020,2-3,730
福岡,2026/4/2,5,2,3,3993,永井聖美,finish,63,161,6.95,3,0.11,1.51.9,2-3-1,2410,1-2-3,230,2-3,1020,2-3,730
福岡,2026/4/2,5,3,1,5151,山下奈緒,finish,29,154,6.86,1,0.12,1.53.8,2-3-1,2410,1-2-3,230,2-3,1020,2-3,730
福岡,2026/4/2,5,4,6,4773,中川りな,finish,46,152,6.86,6,0.07,1.53.9,2-3-1,2410,1-2-3,230,2-3,1020,2-3,730
福岡,2026/4/2,5,5,5,5365,石村日奈那,finish,30,169,6.92,5,0.05,. .,2-3-1,2410,1-2-3,230,2-3,1020,2-3,730
福岡,2026/4/2,5,6,4,5113,黒明花夢,finish,60,164,6.99,4,0.05,. .,2-3-1,2410,1-2-3,230,2-3,1020,2-3,730
福岡,2026/4/2,6,1,2,3232,山川美由紀,finish,15,139,6.90,2,0.12,1.50.6,2-1-3,1350,1-2-3,410,2-1,520,1-2,170
福岡,2026/4/2,6,2,1,4844,村上奈穂,finish,58,120,6.84,1,0.12,1.51.8,2-1-3,1350,1-2-3,410,2-1,520,1-2,170
