会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
大村,2026/2/19,5,5,4,4988,牟田奨太,finish,68,53,6.86,4,0.12,. .,逃げ,1-3-6,440,1-3-6,230,1-3,200,1-3,240
大村,2026/2/19,5,6,5,5380,野田亜湖,finish,18,18,6.83,5,0.26,. .,逃げ,1-3-6,440,1-3-6,230,1-3,200,1-3,240
大村,2026/2/19,6,1,3,5047,國分将太郎,finish,74,63,6.83,3,0.13,1.47.8,まくり差し,3-1-2,8830,1-2-3,330,3-1,3900,1-3,630
大村,2026/2/19,6,2,1,5252,荒木颯斗,finish,32,72,6.80,1,0.10,1.50.0,まくり差し,3-1-2,8830,1-2-3,330,3-1,3900,1-3,630
大村,2026/2/19,6,3,2,4451,松崎祐太郎,finish,29,65,6.79,2,0.12,1.50.2,まくり差し,3-1-2,8830,1-2-3,330,3-1,3900,1-3,630
大村,2026/2/19,6,4,4,3744,徳増秀樹,finish,50,76,6.76,4,0.18,1.53.0,まくり差し,3-1-2,8830,1-2-3,330,3-1,3900,1-3,630
大村,2026/2/19,6,5,5,3282,池本輝明,finish,53,61,6.85,5,0.28,. .,まくり差し,3-1-2,8830,1-2-3,330,3-1,3900,1-3,630
大村,2026/2/19,6,6,6,3973,崎利仁,finish,25,58,6.83,6,0.25,. .,まくり差し,3-1-2,8830,1-2-3,330,3-1,3900,1-3,630
大村,2026/2/19,7,1,1,4171,榎幸司,finish,12,47,6.86,1,0.09,1.49.1,逃げ,1-2-4,940,1-2-4,470,1-2,330,1-2,330
大村,2026/2/19,7,2,2,4661,中島昂章,finish,58,45,6.83,2,0.09,1.50.2,逃げ,1-2-4,940,1-2-4,470,1-2,330,1-2,330
大村,2026/2/19,7,3,4,4812,西野雄貴,finish,27,31,6.78,4,0.10,1.51.2,逃げ,1-2-4,940,1-2-4,470,1-2,330,1-2,330
大村,2026/2/19,7,4,3,4761,山田晃大,finish,60,68,6.78,3,0.07,1.52.5,逃げ,1-2-4,940,1-2-4,470,1-2,330,1-2,330
大村,2026/2/19,7,5,5,4752,西尾亮輔,finish,39,33,6.84,5,0.15,. .,逃げ,1-2-4,940,1-2-4,470,1-2,330,1-2,330
大村,2026/2/19,7,6,6,5373,諏訪玲奈,finish,48,24,6.74,6,0.14,. .,逃げ,1-2-4,940,1-2-4,470,1-2,330,1-2,330
大村,2026/2/19,8,1,1,4754,松尾充,finish,26,70,6.78,1,0.18,1.48.2,逃げ,1-2-4,420,1-2-4,190,1-2,260,1-2,130
大村,2026/2/19,8,2,2,4685,島村隆幸,finish,44,69,6.77,2,0.12,1.49.9,逃げ,1-2-4,420,1-2-4,190,1-2,260,1-2,130
大村,2026/2/19,8,3,4,3986,沖島広和,finish,43,21,6.77,4,0.23,1.52.0,逃げ,1-2-4,420,1-2-4,190,1-2,260,1-2,130
大村,2026/2/19,8,4,3,4213,重富伸也,finish,72,78,6.83,3,0.16,1.53.3,逃げ,1-2-4,420,1-2-4,190,1-2,260,1-2,130
大村,2026/2/19,8,5,6,4817,渡邉翼,finish,31,38,6.87,6,0.19,. .,逃げ,1-2-4,420,1-2-4,190,1-2,260,1-2,130
大村,2026/2/19,8,6,5,3773,津留浩一郎,finish,40,32,6.79,5,0.28,. .,逃げ,1-2-4,420,1-2-4,190,1-2,260,1-2,130
大村,2026/2/19,9,1,5,3482,金子猛志,finish,11,66,6.72,5,0.12,1.48.0,まくり差し,5-1-3,10140,1-3-5,360,5-1,3820,1-5,1000
大村,2026/2/19,9,2,1,3576,白水勝也,finish,73,49,6.78,1,0.06,1.49.4,まくり差し,5-1-3,10140,1-3-5,360,5-1,3820,1-5,1000
大村,2026/2/19,9,3,3,4518,大須賀友,finish,62,54,6.70,3,0.11,1.49.6,まくり差し,5-1-3,10140,1-3-5,360,5-1,3820,1-5,1000
大村,2026/2/19,9,4,4,3769,佐竹恒彦,finish,71,20,6.78,4,0.17,1.52.1,まくり差し,5-1-3,10140,1-3-5,360,5-1,3820,1-5,1000
大村,2026/2/19,9,5,6,4769,馬場剛,finish,21,34,6.80,6,0.18,. .,まくり差し,5-1-3,10140,1-3-5,360,5-1,3820,1-5,1000
大村,2026/2/19,9,6,2,5145,島川海輝,finish,54,37,6.83,2,0.13,. .,まくり差し,5-1-3,10140,1-3-5,360,5-1,3820,1-5,1000
大村,2026/2/19,10,1,1,5250,嶋田有里,finish,15,22,6.82,1,0.12,1.49.1,抜き,1-3-6,1310,1-3-6,530,1-3,400,1-3,200
大村,2026/2/19,10,2,3,5254,羽田妃希,finish,14,17,6.80,3,0.19,1.50.2,抜き,1-3-6,1310,1-3-6,530,1-3,400,1-3,200
大村,2026/2/19,10,3,6,4065,金田幸子,finish,49,15,6.86,6,0.15,1.52.3,抜き,1-3-6,1310,1-3-6,530,1-3,400,1-3,200
大村,2026/2/19,10,4,5,5326,三嶌さらら,finish,41,64,6.87,5,0.17,1.54.0,抜き,1-3-6,1310,1-3-6,530,1-3,400,1-3,200
大村,2026/2/19,10,5,2,5200,筒井美琴,finish,22,46,6.77,2,0.17,. .,抜き,1-3-6,1310,1-3-6,530,1-3,400,1-3,200
大村,2026/2/19,10,6,4,5380,野田亜湖,finish,18,18,6.81,4,0.24,. .,抜き,1-3-6,1310,1-3-6,530,1-3,400,1-3,200
大村,2026/2/19,11,1,1,4772,石丸海渡,finish,33,11,6.81,1,0.12,1.48.8,逃げ,1-2-3,510,1-2-3,260,1-2,260,1-2,230
大村,2026/2/19,11,2,2,4607,鶴田勇雄,finish,38,41,6.78,2,0.16,1.49.8,逃げ,1-2-3,510,1-2-3,260,1-2,260,1-2,230
大村,2026/2/19,11,3,3,4075,中野次郎,finish,57,36,6.80,3,0.19,1.50.6,逃げ,1-2-3,510,1-2-3,260,1-2,260,1-2,230
大村,2026/2/19,11,4,4,4623,中北将史,finish,13,35,6.79,4,0.17,1.50.8,逃げ,1-2-3,510,1-2-3,260,1-2,260,1-2,230
大村,2026/2/19,11,5,6,4388,是澤孝宏,finish,28,43,6.84,6,0.22,. .,逃げ,1-2-3,510,1-2-3,260,1-2,260,1-2,230
大村,2026/2/19,11,6,5,5252,荒木颯斗,finish,32,72,6.81,5,0.17,. .,逃げ,1-2-3,510,1-2-3,260,1-2,260,1-2,230
大村,2026/2/19,12,1,1,3623,深川真二,finish,24,19,6.80,1,0.16,1.48.2,逃げ,1-3-4,2670,1-3-4,1130,1-3,520,1-3,560
大村,2026/2/19,12,2,3,3744,徳増秀樹,finish,50,76,6.86,3,0.04,1.49.1,逃げ,1-3-4,2670,1-3-4,1130,1-3,520,1-3,560
大村,2026/2/19,12,3,4,4264,長尾章平,finish,36,57,6.81,4,0.10,1.50.2,逃げ,1-3-4,2670,1-3-4,1130,1-3,520,1-3,560
大村,2026/2/19,12,4,5,4685,島村隆幸,finish,44,69,6.79,5,0.11,1.50.9,逃げ,1-3-4,2670,1-3-4,1130,1-3,520,1-3,560
大村,2026/2/19,12,5,6,4856,豊田健士郎,finish,67,14,6.80,6,0.13,. .,逃げ,1-3-4,2670,1-3-4,1130,1-3,520,1-3,560
大村,2026/2/19,12,6,2,4812,西野雄貴,finish,27,31,6.80,2,0.10,. .,逃げ,1-3-4,2670,1-3-4,1130,1-3,520,1-3,560
唐津,2026/2/19,1,1,1,4039,村上功祐,finish,21,29,6.72,1,0.16,1.48.7,抜き,1-3-6,1190,1-3-6,560,1-3,290,1-3,250
唐津,2026/2/19,1,2,3,4945,上村宏太,finish,7,23,6.67,3,0.17,1.49.4,抜き,1-3-6,1190,1-3-6,560,1-3,290,1-3,250
唐津,2026/2/19,1,3,6,4951,新田洋一,finish,55,6,6.60,6,0.17,1.51.3,抜き,1-3-6,1190,1-3-6,560,1-3,290,1-3,250
唐津,2026/2/19,1,4,5,3869,井芹大志,finish,28,8,6.72,5,0.17,1.51.7,抜き,1-3-6,1190,1-3-6,560,1-3,290,1-3,250
唐津,2026/2/19,1,5,4,3714,梶原正,finish,25,40,6.67,4,0.14,1.54.0,抜き,1-3-6,1190,1-3-6,560,1-3,290,1-3,250
唐津,2026/2/19,1,6,2,5312,川辺郭人,finish,45,2,6.70,2,0.17,1.55.2,抜き,1-3-6,1190,1-3-6,560,1-3,290,1-3,250
唐津,2026/2/19,2,1,1,4456,鎌倉涼,finish,24,21,6.66,1,0.13,1.47.5,逃げ,1-2-3,1280,1-2-3,570,1-2,500,1-2,700
唐津,2026/2/19,2,2,2,3458,東健介,finish,60,15,6.70,2,0.13,1.49.2,逃げ,1-2-3,1280,1-2-3,570,1-2,500,1-2,700
唐津,2026/2/19,2,3,3,3703,鳥飼眞,finish,44,20,6.70,3,0.16,1.50.6,逃げ,1-2-3,1280,1-2-3,570,1-2,500,1-2,700
唐津,2026/2/19,2,4,6,5098,大江純,finish,4,26,6.58,6,0.11,1.50.6,逃げ,1-2-3,1280,1-2-3,570,1-2,500,1-2,700
唐津,2026/2/19,2,5,5,3543,福田雅一,finish,17,42,6.80,5,0.13,1.51.9,逃げ,1-2-3,1280,1-2-3,570,1-2,500,1-2,700
唐津,2026/2/19,2,6,4,4964,土屋南,finish,50,53,6.67,4,0.11,1.53.9,逃げ,1-2-3,1280,1-2-3,570,1-2,500,1-2,700
唐津,2026/2/19,3,1,1,4241,大串重幸,finish,23,24,6.69,1,0.22,1.49.4,逃げ,1-4-6,3030,1-4-6,1790,1-4,240,1-4,220
唐津,2026/2/19,3,2,4,4684,楠原翔太,finish,11,50,6.68,4,0.23,1.51.1,逃げ,1-4-6,3030,1-4-6,1790,1-4,240,1-4,220
唐津,2026/2/19,3,3,6,4567,上村慎太郎,finish,15,43,6.71,6,0.29,1.52.6,逃げ,1-4-6,3030,1-4-6,1790,1-4,240,1-4,220
唐津,2026/2/19,3,4,3,3656,伯母芳恒,finish,38,52,6.71,3,0.26,1.53.1,逃げ,1-4-6,3030,1-4-6,1790,1-4,240,1-4,220
唐津,2026/2/19,3,5,5,3619,長谷川充,finish,6,37,6.74,5,0.25,1.53.3,逃げ,1-4-6,3030,1-4-6,1790,1-4,240,1-4,220
唐津,2026/2/19,3,6,2,5244,黒田剛,finish,47,60,6.63,2,0.23,1.55.6,逃げ,1-4-6,3030,1-4-6,1790,1-4,240,1-4,220
唐津,2026/2/19,4,1,1,3946,赤岩善生,finish,32,48,6.73,1,0.14,1.48.7,逃げ,1-3-6,1980,1-3-6,1090,1-3,390,1-3,400
唐津,2026/2/19,4,2,3,4023,柴田友和,finish,16,59,6.61,3,0.17,1.49.8,逃げ,1-3-6,1980,1-3-6,1090,1-3,390,1-3,400
唐津,2026/2/19,4,3,6,4450,平高奈菜,finish,40,32,6.66,6,0.13,1.51.0,逃げ,1-3-6,1980,1-3-6,1090,1-3,390,1-3,400
唐津,2026/2/19,4,4,2,4376,藤田靖弘,finish,12,17,6.67,2,0.17,1.51.5,逃げ,1-3-6,1980,1-3-6,1090,1-3,390,1-3,400
唐津,2026/2/19,4,5,4,3527,中嶋誠一郎,finish,8,30,6.71,4,0.31,1.53.1,逃げ,1-3-6,1980,1-3-6,1090,1-3,390,1-3,400
唐津,2026/2/19,4,6,5,3866,木山誠一,finish,18,16,6.68,5,0.12,1.54.6,逃げ,1-3-6,1980,1-3-6,1090,1-3,390,1-3,400
唐津,2026/2/19,5,1,1,4482,守屋美穂,finish,46,31,6.64,1,0.15,1.48.3,逃げ,1-3-4,1700,1-3-4,660,1-3,450,1-3,550
唐津,2026/2/19,5,2,3,5195,北村寧々,finish,29,33,6.69,3,0.11,1.49.3,逃げ,1-3-4,1700,1-3-4,660,1-3,450,1-3,550
唐津,2026/2/19,5,3,4,4509,平見真彦,finish,54,56,6.65,5,0.12,1.51.1,逃げ,1-3-4,1700,1-3-4,660,1-3,450,1-3,550
唐津,2026/2/19,5,4,6,4475,末永祐輝,finish,1,58,6.73,4,0.10,1.51.2,逃げ,1-3-4,1700,1-3-4,660,1-3,450,1-3,550
唐津,2026/2/19,5,5,5,4039,村上功祐,finish,21,29,6.67,6,0.15,1.52.9,逃げ,1-3-4,1700,1-3-4,660,1-3,450,1-3,550
唐津,2026/2/19,5,6,2,3869,井芹大志,finish,28,8,6.69,2,0.27,1.54.2,逃げ,1-3-4,1700,1-3-4,660,1-3,450,1-3,550
唐津,2026/2/19,6,1,4,4934,佐々木翔斗,finish,41,34,6.62,4,0.13,1.48.6,差し,4-2-1,18600,1-2-4,550,4-2,4170,2-4,1850
唐津,2026/2/19,6,2,2,4951,新田洋一,finish,55,6,6.69,2,0.15,1.49.7,差し,4-2-1,18600,1-2-4,550,4-2,4170,2-4,1850
唐津,2026/2/19,6,3,1,4894,原村拓也,finish,10,13,6.64,1,0.23,1.50.8,差し,4-2-1,18600,1-2-4,550,4-2,4170,2-4,1850
唐津,2026/2/19,6,4,5,4434,田中辰彦,finish,53,27,6.73,5,0.16,1.52.0,差し,4-2-1,18600,1-2-4,550,4-2,4170,2-4,1850
唐津,2026/2/19,6,5,6,4945,上村宏太,finish,7,23,6.58,6,0.15,1.53.2,差し,4-2-1,18600,1-2-4,550,4-2,4170,2-4,1850
唐津,2026/2/19,6,6,3,4964,土屋南,finish,50,53,6.68,3,0.13,1.54.2,差し,4-2-1,18600,1-2-4,550,4-2,4170,2-4,1850
唐津,2026/2/19,7,1,1,5335,森陽多,finish,59,18,6.59,1,0.06,1.47.8,逃げ,1-5-4,3920,1-4-5,630,1-5,2090,1-5,1020
唐津,2026/2/19,7,2,5,4055,吉田俊彦,finish,49,1,6.73,5,0.07,1.49.5,逃げ,1-5-4,3920,1-4-5,630,1-5,2090,1-5,1020
唐津,2026/2/19,7,3,4,4241,大串重幸,finish,23,24,6.71,4,0.09,1.51.2,逃げ,1-5-4,3920,1-4-5,630,1-5,2090,1-5,1020
唐津,2026/2/19,7,4,3,3226,浦田信義,finish,19,55,6.70,3,0.09,1.52.2,逃げ,1-5-4,3920,1-4-5,630,1-5,2090,1-5,1020
唐津,2026/2/19,7,5,2,3619,長谷川充,finish,6,37,6.71,2,0.07,1.52.3,逃げ,1-5-4,3920,1-4-5,630,1-5,2090,1-5,1020
唐津,2026/2/19,7,6,6,4449,中嶋達也,finish,20,44,6.65,6,0.07,1.55.7,逃げ,1-5-4,3920,1-4-5,630,1-5,2090,1-5,1020
唐津,2026/2/19,8,1,4,3703,鳥飼眞,finish,44,20,6.63,4,0.32,1.49.1,まくり差し,4-3-6,28860,3-4-6,8080,4-3,2760,3-4,1470
唐津,2026/2/19,8,2,3,3866,木山誠一,finish,18,16,6.68,3,0.13,1.50.1,まくり差し,4-3-6,28860,3-4-6,8080,4-3,2760,3-4,1470
唐津,2026/2/19,8,3,6,5312,川辺郭人,finish,45,2,6.67,6,0.19,1.52.3,まくり差し,4-3-6,28860,3-4-6,8080,4-3,2760,3-4,1470
唐津,2026/2/19,8,4,5,3458,東健介,finish,60,15,6.63,5,0.21,1.52.7,まくり差し,4-3-6,28860,3-4-6,8080,4-3,2760,3-4,1470
唐津,2026/2/19,8,5,1,3527,中嶋誠一郎,finish,8,30,6.66,1,0.26,1.54.2,まくり差し,4-3-6,28860,3-4-6,8080,4-3,2760,3-4,1470
唐津,2026/2/19,8,6,2,4567,上村慎太郎,finish,15,43,6.62,2,0.46,1.57.1,まくり差し,4-3-6,28860,3-4-6,8080,4-3,2760,3-4,1470
唐津,2026/2/19,9,1,1,4509,平見真彦,finish,54,56,6.60,1,0.19,1.48.8,逃げ,1-4-5,2430,1-4-5,1480,1-4,510,1-4,440
唐津,2026/2/19,9,2,4,5195,北村寧々,finish,29,33,6.69,4,0.21,1.50.1,逃げ,1-4-5,2430,1-4-5,1480,1-4,510,1-4,440
唐津,2026/2/19,9,3,5,4173,岡谷健吾,finish,57,22,6.70,5,0.18,1.52.3,逃げ,1-4-5,2430,1-4-5,1480,1-4,510,1-4,440
唐津,2026/2/19,9,4,6,5244,黒田剛,finish,47,60,6.61,6,0.16,1.52.9,逃げ,1-4-5,2430,1-4-5,1480,1-4,510,1-4,440
唐津,2026/2/19,9,5,2,4023,柴田友和,finish,16,59,6.61,2,0.27,1.54.1,逃げ,1-4-5,2430,1-4-5,1480,1-4,510,1-4,440
唐津,2026/2/19,9,6,3,3714,梶原正,finish,25,40,6.64,3,0.26,1.54.9,逃げ,1-4-5,2430,1-4-5,1480,1-4,510,1-4,440
唐津,2026/2/19,10,1,2,4450,平高奈菜,finish,40,32,6.66,2,0.21,1.48.3,まくり,2-4-6,4730,2-4-6,1100,2-4,1330,2-4,490
唐津,2026/2/19,10,2,4,3946,赤岩善生,finish,32,48,6.74,3,0.21,1.49.8,まくり,2-4-6,4730,2-4-6,1100,2-4,1330,2-4,490
唐津,2026/2/19,10,3,6,4456,鎌倉涼,finish,24,21,6.63,6,0.21,1.51.4,まくり,2-4-6,4730,2-4-6,1100,2-4,1330,2-4,490
唐津,2026/2/19,10,4,3,4684,楠原翔太,finish,11,50,6.71,4,0.24,1.52.0,まくり,2-4-6,4730,2-4-6,1100,2-4,1330,2-4,490
唐津,2026/2/19,10,5,5,4475,末永祐輝,finish,1,58,6.75,5,0.22,1.54.4,まくり,2-4-6,4730,2-4-6,1100,2-4,1330,2-4,490
唐津,2026/2/19,10,6,1,3656,伯母芳恒,finish,38,52,6.69,1,0.31,1.57.6,まくり,2-4-6,4730,2-4-6,1100,2-4,1330,2-4,490
唐津,2026/2/19,11,1,2,4055,吉田俊彦,finish,49,1,6.75,2,0.17,1.49.7,差し,2-3-5,6390,2-3-5,1150,2-3,2870,2-3,1280
唐津,2026/2/19,11,2,3,4434,田中辰彦,finish,53,27,6.71,3,0.15,1.50.3,差し,2-3-5,6390,2-3-5,1150,2-3,2870,2-3,1280
唐津,2026/2/19,11,3,5,4482,守屋美穂,finish,46,31,6.61,5,0.18,1.52.1,差し,2-3-5,6390,2-3-5,1150,2-3,2870,2-3,1280
唐津,2026/2/19,11,4,1,5098,大江純,finish,4,26,6.58,1,0.14,1.52.3,差し,2-3-5,6390,2-3-5,1150,2-3,2870,2-3,1280
唐津,2026/2/19,11,5,4,4376,藤田靖弘,finish,12,17,6.66,4,0.18,1.53.4,差し,2-3-5,6390,2-3-5,1150,2-3,2870,2-3,1280
唐津,2026/2/19,11,6,6,4894,原村拓也,finish,10,13,6.60,6,0.20,1.53.5,差し,2-3-5,6390,2-3-5,1150,2-3,2870,2-3,1280
唐津,2026/2/19,12,1,1,4513,河野真也,finish,52,57,6.64,1,0.16,1.47.3,逃げ,1-4-6,4110,1-4-6,1890,1-4,500,1-4,370
唐津,2026/2/19,12,2,4,4718,北川太一,finish,2,10,6.71,4,0.14,1.47.4,逃げ,1-4-6,4110,1-4-6,1890,1-4,500,1-4,370
唐津,2026/2/19,12,3,6,3999,大瀧明日香,finish,51,5,6.68,6,0.16,1.51.4,逃げ,1-4-6,4110,1-4-6,1890,1-4,500,1-4,370
唐津,2026/2/19,12,4,2,4189,川上剛,finish,37,3,6.66,2,0.21,1.52.6,逃げ,1-4-6,4110,1-4-6,1890,1-4,500,1-4,370
唐津,2026/2/19,12,5,5,4515,藤田浩人,finish,34,38,6.63,5,0.15,1.53.2,逃げ,1-4-6,4110,1-4-6,1890,1-4,500,1-4,370
唐津,2026/2/19,12,6,3,4965,福岡泉水,finish,14,41,6.65,3,0.18,1.53.5,逃げ,1-4-6,4110,1-4-6,1890,1-4,500,1-4,370
福岡,2026/2/19,1,1,4,5194,大久保佑香,finish,37,140,6.96,4,0.15,1.50.4,まくり,4-5-1,1740,1-4-5,310,4-5,1090,4-5,560
福岡,2026/2/19,1,2,5,5230,石原凪紗,finish,19,112,6.80,5,0.23,1.51.8,まくり,4-5-1,1740,1-4-5,310,4-5,1090,4-5,560
福岡,2026/2/19,1,3,1,5192,中尾優香,finish,18,139,6.85,1,0.24,1.53.2,まくり,4-5-1,1740,1-4-5,310,4-5,1090,4-5,560
福岡,2026/2/19,1,4,2,5162,松尾怜実,finish,11,116,6.91,2,0.21,1.55.1,まくり,4-5-1,1740,1-4-5,310,4-5,1090,4-5,560
福岡,2026/2/19,1,5,3,3289,高橋淳美,finish,28,117,7.01,3,0.23,. .,まくり,4-5-1,1740,1-4-5,310,4-5,1090,4-5,560
福岡,2026/2/19,1,6,6,5438,星田夢結,finish,33,124,6.96,6,0.20,. .,まくり,4-5-1,1740,1-4-5,310,4-5,1090,4-5,560
福岡,2026/2/19,2,1,1,3604,武藤綾子,finish,66,111,6.90,1,0.17,1.51.1,逃げ,1-4-2,1390,1-2-4,350,1-4,570,1-4,230
福岡,2026/2/19,2,2,4,4313,西村美智子,finish,21,122,6.86,4,0.16,1.52.4,逃げ,1-4-2,1390,1-2-4,350,1-4,570,1-4,230
福岡,2026/2/19,2,3,2,4897,深見亜由美,finish,49,104,6.88,2,0.22,1.54.1,逃げ,1-4-2,1390,1-2-4,350,1-4,570,1-4,230
福岡,2026/2/19,2,4,3,4990,田中博子,finish,61,118,6.97,3,0.21,1.54.9,逃げ,1-4-2,1390,1-2-4,350,1-4,570,1-4,230
福岡,2026/2/19,2,5,5,5213,湯淺紀香,finish,62,130,6.88,5,0.25,. .,逃げ,1-4-2,1390,1-2-4,350,1-4,570,1-4,230
福岡,2026/2/19,2,6,6,5397,寺田夢生,finish,31,106,6.89,6,0.21,. .,逃げ,1-4-2,1390,1-2-4,350,1-4,570,1-4,230
福岡,2026/2/19,3,1,1,5164,森田梨湖,finish,20,105,6.90,1,0.22,1.50.9,逃げ,1-3-5,2510,1-3-5,970,1-3,830,1-3,560
福岡,2026/2/19,3,2,3,4443,津田裕絵,finish,67,101,6.92,3,0.20,1.51.7,逃げ,1-3-5,2510,1-3-5,970,1-3,830,1-3,560
福岡,2026/2/19,3,3,5,4714,喜多須杏奈,finish,27,127,6.86,5,0.35,1.54.1,逃げ,1-3-5,2510,1-3-5,970,1-3,830,1-3,560
福岡,2026/2/19,3,4,4,4909,薮内瑞希,finish,53,141,6.88,4,0.24,1.54.5,逃げ,1-3-5,2510,1-3-5,970,1-3,830,1-3,560
福岡,2026/2/19,3,5,2,5320,岩崎麗子,finish,64,144,6.92,2,0.20,. .,逃げ,1-3-5,2510,1-3-5,970,1-3,830,1-3,560
福岡,2026/2/19,3,6,6,5437,中澤里桜,finish,48,113,6.95,6,0.45,. .,逃げ,1-3-5,2510,1-3-5,970,1-3,830,1-3,560
福岡,2026/2/19,4,1,3,4408,仁科さやか,finish,13,102,6.89,3,0.14,1.50.3,まくり差し,3-1-6,5080,1-3-6,950,3-1,2320,1-3,800
福岡,2026/2/19,4,2,1,3357,福島陽子,finish,51,125,6.88,1,0.15,1.51.8,まくり差し,3-1-6,5080,1-3-6,950,3-1,2320,1-3,800
福岡,2026/2/19,4,3,6,4347,魚谷香織,finish,50,133,6.89,6,0.08,1.53.3,まくり差し,3-1-6,5080,1-3-6,950,3-1,2320,1-3,800
