会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
若松,2025/8/29,6,4,6,4688,永井彪也,finish,55,58,6.91,6,0.17,1.53.1,逃げ,1-3-2,790,1-2-3,300,1-3,280,1-3,230
若松,2025/8/29,6,5,5,4932,新開航,finish,58,30,6.90,5,0.17,. .,逃げ,1-3-2,790,1-2-3,300,1-3,280,1-3,230
若松,2025/8/29,6,6,4,4061,萩原秀人,finish,4,59,6.86,4,0.18,. .,逃げ,1-3-2,790,1-2-3,300,1-3,280,1-3,230
若松,2025/8/29,7,1,2,3897,白井英治,finish,57,71,6.81,2,0.09,1.50.6,まくり,2-5-3,19000,2-3-5,2830,2-5,3800,2-5,2380
若松,2025/8/29,7,2,5,4504,前田将太,finish,53,13,6.90,5,0.17,1.51.7,まくり,2-5-3,19000,2-3-5,2830,2-5,3800,2-5,2380
若松,2025/8/29,7,3,3,4371,西山貴浩,finish,7,75,6.95,3,0.16,1.53.8,まくり,2-5-3,19000,2-3-5,2830,2-5,3800,2-5,2380
若松,2025/8/29,7,4,4,4266,長田頼宗,finish,2,62,6.94,4,0.17,1.53.9,まくり,2-5-3,19000,2-3-5,2830,2-5,3800,2-5,2380
若松,2025/8/29,7,5,1,4418,茅原悠紀,finish,16,50,6.87,1,0.11,. .,まくり,2-5-3,19000,2-3-5,2830,2-5,3800,2-5,2380
若松,2025/8/29,7,6,6,4502,遠藤エミ,finish,59,65,6.96,6,0.16,. .,まくり,2-5-3,19000,2-3-5,2830,2-5,3800,2-5,2380
若松,2025/8/29,8,1,1,4013,中島孝平,finish,46,38,6.88,1,0.15,1.50.4,逃げ,1-2-5,1830,1-2-5,920,1-2,590,1-2,340
若松,2025/8/29,8,2,2,4831,羽野直也,finish,43,16,6.89,2,0.14,1.51.4,逃げ,1-2-5,1830,1-2-5,920,1-2,590,1-2,340
若松,2025/8/29,8,3,5,4848,仲谷颯仁,finish,12,28,6.84,5,0.09,1.52.7,逃げ,1-2-5,1830,1-2-5,920,1-2,590,1-2,340
若松,2025/8/29,8,4,6,4571,菅章哉,finish,3,49,6.71,6,0.09,1.54.5,逃げ,1-2-5,1830,1-2-5,920,1-2,590,1-2,340
若松,2025/8/29,8,5,4,4262,馬場貴也,finish,44,33,6.83,4,0.13,. .,逃げ,1-2-5,1830,1-2-5,920,1-2,590,1-2,340
若松,2025/8/29,8,6,3,4324,海野康志郎,finish,35,11,6.89,3,0.14,. .,逃げ,1-2-5,1830,1-2-5,920,1-2,590,1-2,340
若松,2025/8/29,9,1,1,3590,濱野谷憲吾,finish,34,36,6.83,1,0.13,1.50.1,逃げ,1-2-6,1680,1-2-6,1060,1-2,380,1-2,250
若松,2025/8/29,9,2,2,4362,土屋智則,finish,17,54,6.90,2,0.13,1.51.4,逃げ,1-2-6,1680,1-2-6,1060,1-2,380,1-2,250
若松,2025/8/29,9,3,6,4350,篠崎元志,finish,32,48,6.87,6,0.09,1.52.9,逃げ,1-2-6,1680,1-2-6,1060,1-2,380,1-2,250
若松,2025/8/29,9,4,3,4444,桐生順平,finish,51,31,6.88,3,0.11,1.54.0,逃げ,1-2-6,1680,1-2-6,1060,1-2,380,1-2,250
若松,2025/8/29,9,5,4,4500,山田康二,finish,39,25,6.87,4,0.10,. .,逃げ,1-2-6,1680,1-2-6,1060,1-2,380,1-2,250
若松,2025/8/29,9,6,5,3388,今垣光太郎,finish,37,63,6.93,5,0.10,. .,逃げ,1-2-6,1680,1-2-6,1060,1-2,380,1-2,250
若松,2025/8/29,10,1,1,4205,山口剛,finish,33,70,6.85,1,0.11,1.55.0,逃げ,1-4-6,1990,1-4-6,1170,1-4,560,1-4,490
若松,2025/8/29,10,2,4,3854,吉川元浩,finish,54,15,6.86,3,0.13,1.57.2,逃げ,1-4-6,1990,1-4-6,1170,1-4,560,1-4,490
若松,2025/8/29,10,3,6,4524,深谷知博,finish,30,18,6.84,5,0.22,1.58.9,逃げ,1-4-6,1990,1-4-6,1170,1-4,560,1-4,490
若松,2025/8/29,10,4,2,4445,宮地元輝,finish,61,21,6.83,2,0.12,2.01.5,逃げ,1-4-6,1990,1-4-6,1170,1-4,560,1-4,490
若松,2025/8/29,10,5,3,3716,石渡鉄兵,finish,56,47,6.88,6,0.21,. .,逃げ,1-4-6,1990,1-4-6,1170,1-4,560,1-4,490
若松,2025/8/29,10,,5,4719,上條暢嵩,S1,,,,,,,,,,,,,,,
若松,2025/8/29,11,1,1,3415,松井繁,finish,45,64,6.83,1,0.17,1.49.9,逃げ,1-2-6,970,1-2-6,580,1-2,270,1-2,260
若松,2025/8/29,11,2,2,3941,池田浩二,finish,24,17,6.84,2,0.19,1.51.3,逃げ,1-2-6,970,1-2-6,580,1-2,270,1-2,260
若松,2025/8/29,11,3,6,4344,新田雄史,finish,6,55,6.88,6,0.16,1.52.1,逃げ,1-2-6,970,1-2-6,580,1-2,270,1-2,260
若松,2025/8/29,11,4,3,3719,辻栄蔵,finish,48,35,6.84,3,0.17,1.52.9,逃げ,1-2-6,970,1-2-6,580,1-2,270,1-2,260
若松,2025/8/29,11,5,4,3942,寺田祥,finish,1,34,6.84,4,0.21,. .,逃げ,1-2-6,970,1-2-6,580,1-2,270,1-2,260
若松,2025/8/29,11,6,5,4573,佐藤翼,finish,47,67,6.84,5,0.22,. .,逃げ,1-2-6,970,1-2-6,580,1-2,270,1-2,260
若松,2025/8/29,12,1,1,4482,守屋美穂,finish,41,68,6.81,1,0.09,1.49.6,逃げ,1-3-2,1000,1-2-3,360,1-3,360,1-3,270
若松,2025/8/29,12,2,3,4168,石野貴之,finish,29,12,6.80,3,0.11,1.51.6,逃げ,1-3-2,1000,1-2-3,360,1-3,360,1-3,270
若松,2025/8/29,12,3,2,4024,井口佳典,finish,9,56,6.85,2,0.13,1.53.1,逃げ,1-3-2,1000,1-2-3,360,1-3,360,1-3,270
若松,2025/8/29,12,4,5,4337,平本真之,finish,23,69,6.85,5,0.16,1.54.3,逃げ,1-3-2,1000,1-2-3,360,1-3,360,1-3,270
若松,2025/8/29,12,5,4,4847,佐藤隆太郎,finish,27,60,6.87,4,0.11,. .,逃げ,1-3-2,1000,1-2-3,360,1-3,360,1-3,270
若松,2025/8/29,12,6,6,4459,片岡雅裕,finish,28,37,6.98,6,0.15,. .,逃げ,1-3-2,1000,1-2-3,360,1-3,360,1-3,270
徳山,2025/8/29,1,1,1,5205,刑部亜里紗,finish,39,25,6.97,1,0.12,1.52.9,逃げ,1-2-4,810,1-2-4,420,1-2,280,1-2,190
徳山,2025/8/29,1,2,2,5123,福山恵里奈,finish,12,37,6.98,2,0.15,1.53.9,逃げ,1-2-4,810,1-2-4,420,1-2,280,1-2,190
徳山,2025/8/29,1,3,4,4479,矢野真梨菜,finish,19,75,6.96,4,0.12,1.55.5,逃げ,1-2-4,810,1-2-4,420,1-2,280,1-2,190
徳山,2025/8/29,1,4,5,5045,平川香織,finish,37,53,6.98,5,0.19,1.57.0,逃げ,1-2-4,810,1-2-4,420,1-2,280,1-2,190
徳山,2025/8/29,1,5,3,4244,鈴木成美,finish,20,52,7.01,3,0.11,. .,逃げ,1-2-4,810,1-2-4,420,1-2,280,1-2,190
徳山,2025/8/29,1,6,6,5397,寺田夢生,finish,22,32,6.98,6,0.16,. .,逃げ,1-2-4,810,1-2-4,420,1-2,280,1-2,190
徳山,2025/8/29,2,1,1,4045,佐々木裕美,finish,29,70,6.98,1,0.05,1.52.6,逃げ,1-2-5,1220,1-2-5,670,1-2,290,1-2,260
徳山,2025/8/29,2,2,2,4941,孫崎百世,finish,65,57,7.03,2,0.14,1.54.8,逃げ,1-2-5,1220,1-2-5,670,1-2,290,1-2,260
徳山,2025/8/29,2,3,5,5231,寺田空詩,finish,72,19,7.01,5,0.01,1.56.4,逃げ,1-2-5,1220,1-2-5,670,1-2,290,1-2,260
徳山,2025/8/29,2,4,3,4884,勝浦真帆,finish,51,34,7.04,3,0.08,1.56.4,逃げ,1-2-5,1220,1-2-5,670,1-2,290,1-2,260
徳山,2025/8/29,2,,4,3900,香川素子,F,,,,,,,,,,,,,,,
徳山,2025/8/29,2,,6,5406,小畑楓夏,F,,,,,,,,,,,,,,,
徳山,2025/8/29,3,1,1,4456,鎌倉涼,finish,11,11,7.01,1,0.13,1.53.1,逃げ,1-2-3,450,1-2-3,250,1-2,170,1-2,130
徳山,2025/8/29,3,2,2,4938,小芦るり華,finish,23,29,7.08,2,0.14,1.54.9,逃げ,1-2-3,450,1-2-3,250,1-2,170,1-2,130
徳山,2025/8/29,3,3,3,4726,島田なぎさ,finish,69,41,7.06,3,0.11,1.55.6,逃げ,1-2-3,450,1-2-3,250,1-2,170,1-2,130
徳山,2025/8/29,3,4,4,4714,喜多須杏奈,finish,26,58,7.05,4,0.11,1.55.9,逃げ,1-2-3,450,1-2-3,250,1-2,170,1-2,130
徳山,2025/8/29,3,5,5,4819,蜂須瑞生,finish,63,13,7.05,5,0.08,. .,逃げ,1-2-3,450,1-2-3,250,1-2,170,1-2,130
徳山,2025/8/29,3,6,6,5387,戸田海咲音,finish,59,18,7.02,6,0.09,. .,逃げ,1-2-3,450,1-2-3,250,1-2,170,1-2,130
徳山,2025/8/29,4,1,1,4764,小池礼乃,finish,18,27,6.97,1,0.19,1.53.0,逃げ,1-4-2,2550,1-2-4,730,1-4,950,1-4,890
徳山,2025/8/29,4,2,4,5146,野田彩加,finish,67,43,7.06,4,0.12,1.54.3,逃げ,1-4-2,2550,1-2-4,730,1-4,950,1-4,890
徳山,2025/8/29,4,3,2,5317,長尾萌加,finish,32,51,7.02,2,0.20,1.55.9,逃げ,1-4-2,2550,1-2-4,730,1-4,950,1-4,890
徳山,2025/8/29,4,4,5,4433,川野芽唯,finish,48,21,7.05,5,0.08,1.56.8,逃げ,1-4-2,2550,1-2-4,730,1-4,950,1-4,890
徳山,2025/8/29,4,5,3,5296,永田楽,finish,16,73,7.02,3,0.33,. .,逃げ,1-4-2,2550,1-2-4,730,1-4,950,1-4,890
徳山,2025/8/29,4,6,6,5342,原村百那,finish,61,15,7.07,6,0.06,. .,逃げ,1-4-2,2550,1-2-4,730,1-4,950,1-4,890
徳山,2025/8/29,5,1,1,4974,安井瑞紀,finish,14,62,6.96,1,0.10,1.52.3,逃げ,1-2-3,2190,1-2-3,740,1-2,920,1-2,800
