会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
唐津,2026/5/14,7,5,4,3974,深山祐二,finish,59,45,6.84,4,0.07,1.54.8,差し,3-6-1,21420,1-3-6,2250,3-6,9720,3-6,8200
唐津,2026/5/14,7,6,5,5429,吉川颯汰,finish,51,43,6.78,6,0.12,1.56.2,差し,3-6-1,21420,1-3-6,2250,3-6,9720,3-6,8200
唐津,2026/5/14,8,1,2,4119,泥谷一毅,finish,14,12,6.77,2,0.07,1.50.1,差し,2-4-3,3430,2-3-4,770,2-4,1430,2-4,890
唐津,2026/5/14,8,2,4,4785,木幡純也,finish,52,4,6.87,4,0.06,1.52.3,差し,2-4-3,3430,2-3-4,770,2-4,1430,2-4,890
唐津,2026/5/14,8,3,3,5398,鐘ヶ江真司,finish,42,14,6.76,3,0.07,1.53.3,差し,2-4-3,3430,2-3-4,770,2-4,1430,2-4,890
唐津,2026/5/14,8,4,5,5232,樅山拓馬,finish,15,25,6.77,5,0.07,1.54.0,差し,2-4-3,3430,2-3-4,770,2-4,1430,2-4,890
唐津,2026/5/14,8,5,1,5086,本村大,finish,3,5,6.83,1,0.07,1.54.0,差し,2-4-3,3430,2-3-4,770,2-4,1430,2-4,890
唐津,2026/5/14,8,6,6,5469,今泉博人,finish,58,46,6.76,6,0.15,1.56.8,差し,2-4-3,3430,2-3-4,770,2-4,1430,2-4,890
唐津,2026/5/14,9,1,2,4728,山口亮,finish,12,28,6.87,2,0.15,1.50.1,差し,2-1-3,6640,1-2-3,380,2-1,1650,1-2,270
唐津,2026/5/14,9,2,1,4314,青木幸太郎,finish,44,59,6.80,1,0.15,1.51.7,差し,2-1-3,6640,1-2-3,380,2-1,1650,1-2,270
唐津,2026/5/14,9,3,3,4226,村田浩司,finish,53,15,6.80,3,0.18,1.53.0,差し,2-1-3,6640,1-2-3,380,2-1,1650,1-2,270
唐津,2026/5/14,9,4,4,3951,石川吉鎬,finish,56,2,6.94,4,0.19,1.54.4,差し,2-1-3,6640,1-2-3,380,2-1,1650,1-2,270
唐津,2026/5/14,9,5,5,5000,岡本翔太郎,finish,25,11,6.83,5,0.21,1.56.2,差し,2-1-3,6640,1-2-3,380,2-1,1650,1-2,270
唐津,2026/5/14,9,6,6,3578,塩田雄一,finish,21,13,6.93,6,0.24,1.58.2,差し,2-1-3,6640,1-2-3,380,2-1,1650,1-2,270
唐津,2026/5/14,10,1,1,4978,山田和佐,finish,40,22,6.85,1,0.08,1.50.0,抜き,1-6-2,13290,1-2-6,1480,1-6,3410,1-6,2520
唐津,2026/5/14,10,2,6,4684,楠原翔太,finish,46,6,6.92,6,0.12,1.51.6,抜き,1-6-2,13290,1-2-6,1480,1-6,3410,1-6,2520
唐津,2026/5/14,10,3,2,4588,田中京介,finish,27,31,6.92,2,0.09,1.52.4,抜き,1-6-2,13290,1-2-6,1480,1-6,3410,1-6,2520
唐津,2026/5/14,10,4,3,4895,門間雄大,finish,4,20,6.88,3,0.15,1.54.0,抜き,1-6-2,13290,1-2-6,1480,1-6,3410,1-6,2520
唐津,2026/5/14,10,5,5,4263,武重雄介,finish,13,16,6.91,5,0.13,1.55.4,抜き,1-6-2,13290,1-2-6,1480,1-6,3410,1-6,2520
唐津,2026/5/14,10,6,4,4396,大田直弥,finish,9,19,6.95,4,0.16,1.59.0,抜き,1-6-2,13290,1-2-6,1480,1-6,3410,1-6,2520
唐津,2026/5/14,11,1,1,4137,君島秀三,finish,38,23,6.88,1,0.11,1.50.0,逃げ,1-5-3,7000,1-3-5,800,1-5,3680,1-5,1970
唐津,2026/5/14,11,2,5,4195,前川守嗣,finish,37,47,6.88,6,0.22,1.51.4,逃げ,1-5-3,7000,1-3-5,800,1-5,3680,1-5,1970
唐津,2026/5/14,11,3,3,4475,末永祐輝,finish,55,27,6.77,4,0.14,1.52.9,逃げ,1-5-3,7000,1-3-5,800,1-5,3680,1-5,1970
唐津,2026/5/14,11,4,2,3974,深山祐二,finish,59,45,6.87,2,0.21,1.53.9,逃げ,1-5-3,7000,1-3-5,800,1-5,3680,1-5,1970
唐津,2026/5/14,11,5,4,3696,白井友晴,finish,20,10,6.84,5,0.17,1.54.9,逃げ,1-5-3,7000,1-3-5,800,1-5,3680,1-5,1970
唐津,2026/5/14,11,6,6,3574,大神康司,finish,57,34,6.91,3,0.26,1.54.9,逃げ,1-5-3,7000,1-3-5,800,1-5,3680,1-5,1970
唐津,2026/5/14,12,1,1,4448,青木玄太,finish,32,21,6.77,1,0.03,1.48.9,逃げ,1-2-5,780,1-2-5,420,1-2,330,1-2,350
唐津,2026/5/14,12,2,2,4822,百武翔,finish,19,8,6.89,2,0.12,1.50.4,逃げ,1-2-5,780,1-2-5,420,1-2,330,1-2,350
唐津,2026/5/14,12,3,5,3737,上平真二,finish,35,53,6.82,5,0.18,1.51.7,逃げ,1-2-5,780,1-2-5,420,1-2,330,1-2,350
唐津,2026/5/14,12,4,4,4086,寺本重宣,finish,6,30,6.86,4,0.12,1.52.7,逃げ,1-2-5,780,1-2-5,420,1-2,330,1-2,350
唐津,2026/5/14,12,5,3,4661,中島昂章,finish,49,7,6.89,3,0.09,1.54.6,逃げ,1-2-5,780,1-2-5,420,1-2,330,1-2,350
唐津,2026/5/14,12,6,6,4679,植田太一,finish,8,3,6.80,6,0.27,1.56.8,逃げ,1-2-5,780,1-2-5,420,1-2,330,1-2,350
下関,2026/5/14,1,1,1,5176,石倉拓美,finish,51,19,7.00,1,0.15,2.04.2,逃げ,1-6-3,14430,1-3-6,2900,1-6,2140,1-6,1200
下関,2026/5/14,1,2,6,5275,松田淳平,finish,27,36,6.93,6,0.26,2.06.0,逃げ,1-6-3,14430,1-3-6,2900,1-6,2140,1-6,1200
下関,2026/5/14,1,3,3,5382,山下心一,finish,72,54,6.97,3,0.16,2.09.2,逃げ,1-6-3,14430,1-3-6,2900,1-6,2140,1-6,1200
下関,2026/5/14,1,4,4,5130,上野拓馬,finish,37,58,7.01,4,0.18,2.11.3,逃げ,1-6-3,14430,1-3-6,2900,1-6,2140,1-6,1200
下関,2026/5/14,1,5,5,5328,井上慧人,finish,26,12,7.02,5,0.14,. .,逃げ,1-6-3,14430,1-3-6,2900,1-6,2140,1-6,1200
下関,2026/5/14,1,,2,5246,楠将太郎,S0,,,,,,,,,,,,,,,
下関,2026/5/14,2,1,1,5131,江藤敦宏,finish,14,73,6.99,1,0.17,1.51.0,逃げ,1-3-5,1450,1-3-5,230,1-3,760,1-3,340
下関,2026/5/14,2,2,3,5137,川原涼,finish,30,28,6.92,3,0.11,1.52.3,逃げ,1-3-5,1450,1-3-5,230,1-3,760,1-3,340
下関,2026/5/14,2,3,5,5012,加倉侑征,finish,28,59,7.02,5,0.20,1.53.2,逃げ,1-3-5,1450,1-3-5,230,1-3,760,1-3,340
下関,2026/5/14,2,4,4,5332,村松遥輝,finish,44,48,7.01,4,0.15,1.56.0,逃げ,1-3-5,1450,1-3-5,230,1-3,760,1-3,340
下関,2026/5/14,2,5,2,5187,小坂風太,finish,66,71,6.93,2,0.14,. .,逃げ,1-3-5,1450,1-3-5,230,1-3,760,1-3,340
下関,2026/5/14,2,6,6,5404,内田壮,finish,38,13,6.98,6,0.16,. .,逃げ,1-3-5,1450,1-3-5,230,1-3,760,1-3,340
下関,2026/5/14,3,1,3,5125,高井雄基,finish,35,37,7.12,3,0.18,1.51.5,差し,3-4-2,5450,2-3-4,1030,3-4,1540,3-4,640
下関,2026/5/14,3,2,4,5185,加藤優弥,finish,17,67,7.06,4,0.07,1.53.3,差し,3-4-2,5450,2-3-4,1030,3-4,1540,3-4,640
下関,2026/5/14,3,3,2,5133,堀越雄貴,finish,69,26,7.02,2,0.13,1.54.1,差し,3-4-2,5450,2-3-4,1030,3-4,1540,3-4,640
下関,2026/5/14,3,4,5,5375,庄島潤成,finish,32,32,7.08,5,0.12,1.55.5,差し,3-4-2,5450,2-3-4,1030,3-4,1540,3-4,640
下関,2026/5/14,3,5,6,5212,西川拓利,finish,20,38,7.00,6,0.12,. .,差し,3-4-2,5450,2-3-4,1030,3-4,1540,3-4,640
下関,2026/5/14,3,6,1,5313,鈴木唯央,finish,65,16,7.02,1,0.11,. .,差し,3-4-2,5450,2-3-4,1030,3-4,1540,3-4,640
下関,2026/5/14,4,1,1,5201,村上宗太郎,finish,40,65,6.92,1,0.19,1.51.7,逃げ,1-2-3,700,1-2-3,310,1-2,250,1-2,150
下関,2026/5/14,4,2,2,5145,島川海輝,finish,67,57,6.95,2,0.13,1.53.6,逃げ,1-2-3,700,1-2-3,310,1-2,250,1-2,150
下関,2026/5/14,4,3,3,5263,花田凱成,finish,16,30,6.99,3,0.21,1.55.1,逃げ,1-2-3,700,1-2-3,310,1-2,250,1-2,150
下関,2026/5/14,4,4,4,5282,中本大樹,finish,60,60,6.95,4,0.25,1.56.9,逃げ,1-2-3,700,1-2-3,310,1-2,250,1-2,150
下関,2026/5/14,4,5,6,5244,黒田剛,finish,15,70,7.05,6,0.24,. .,逃げ,1-2-3,700,1-2-3,310,1-2,250,1-2,150
下関,2026/5/14,4,6,5,5214,田中宏典,finish,33,44,6.99,5,0.18,. .,逃げ,1-2-3,700,1-2-3,310,1-2,250,1-2,150
下関,2026/5/14,5,1,1,5221,竹間隆晟,finish,45,17,6.97,1,0.19,1.50.2,逃げ,1-4-3,640,1-3-4,290,1-4,200,1-4,250
下関,2026/5/14,5,2,4,5222,津田陸翔,finish,43,14,6.88,4,0.34,1.52.4,逃げ,1-4-3,640,1-3-4,290,1-4,200,1-4,250
下関,2026/5/14,5,3,3,5271,杉山太陽,finish,70,72,6.90,3,0.25,1.53.4,逃げ,1-4-3,640,1-3-4,290,1-4,200,1-4,250
下関,2026/5/14,5,4,2,5377,鳥居塚嶺王,finish,73,49,6.89,2,0.21,1.54.0,逃げ,1-4-3,640,1-3-4,290,1-4,200,1-4,250
下関,2026/5/14,5,5,5,5178,成貞琳平,finish,23,63,7.01,5,0.37,. .,逃げ,1-4-3,640,1-3-4,290,1-4,200,1-4,250
下関,2026/5/14,5,6,6,5270,小玉啓太,finish,68,35,6.97,6,0.34,. .,逃げ,1-4-3,640,1-3-4,290,1-4,200,1-4,250
下関,2026/5/14,6,1,1,5114,小林孝彰,finish,57,24,6.92,1,0.10,1.51.5,逃げ,1-2-4,1600,1-2-4,580,1-2,340,1-2,310
下関,2026/5/14,6,2,2,5266,石田勇斗,finish,25,29,6.97,2,0.10,1.52.9,逃げ,1-2-4,1600,1-2-4,580,1-2,340,1-2,310
下関,2026/5/14,6,3,4,5246,楠将太郎,finish,21,18,6.98,4,0.23,1.54.0,逃げ,1-2-4,1600,1-2-4,580,1-2,340,1-2,310
下関,2026/5/14,6,4,3,5273,山下拓巳,finish,64,62,6.94,3,0.14,1.54.8,逃げ,1-2-4,1600,1-2-4,580,1-2,340,1-2,310
下関,2026/5/14,6,5,6,5018,竹下大樹,finish,11,21,6.86,6,0.18,. .,逃げ,1-2-4,1600,1-2-4,580,1-2,340,1-2,310
下関,2026/5/14,6,6,5,5336,瀬川大地,finish,29,64,6.91,5,0.22,. .,逃げ,1-2-4,1600,1-2-4,580,1-2,340,1-2,310
下関,2026/5/14,7,1,3,5330,安河内鈴之介,finish,54,27,6.88,3,0.07,1.50.3,まくり,3-1-2,1770,1-2-3,170,3-1,870,1-3,530
下関,2026/5/14,7,2,1,5190,大月遊雅,finish,48,34,6.86,1,0.04,1.51.8,まくり,3-1-2,1770,1-2-3,170,3-1,870,1-3,530
下関,2026/5/14,7,3,2,5132,中野希一,finish,12,20,6.97,2,0.08,1.52.8,まくり,3-1-2,1770,1-2-3,170,3-1,870,1-3,530
下関,2026/5/14,7,4,4,5343,小林礼央,finish,56,61,6.95,4,0.06,1.54.0,まくり,3-1-2,1770,1-2-3,170,3-1,870,1-3,530
下関,2026/5/14,7,5,6,5137,川原涼,finish,30,28,6.91,6,0.16,. .,まくり,3-1-2,1770,1-2-3,170,3-1,870,1-3,530
下関,2026/5/14,7,6,5,5382,山下心一,finish,72,54,6.91,5,0.13,. .,まくり,3-1-2,1770,1-2-3,170,3-1,870,1-3,530
下関,2026/5/14,8,1,3,5034,若林義人,finish,59,22,6.94,3,0.14,1.49.8,まくり,3-6-2,4750,2-3-6,910,3-6,2110,3-6,1700
下関,2026/5/14,8,2,6,5133,堀越雄貴,finish,69,26,6.88,6,0.15,1.52.1,まくり,3-6-2,4750,2-3-6,910,3-6,2110,3-6,1700
下関,2026/5/14,8,3,2,5216,長谷川晴哉,finish,50,69,6.95,2,0.13,1.52.8,まくり,3-6-2,4750,2-3-6,910,3-6,2110,3-6,1700
下関,2026/5/14,8,4,1,5263,花田凱成,finish,16,30,6.92,1,0.14,1.54.5,まくり,3-6-2,4750,2-3-6,910,3-6,2110,3-6,1700
下関,2026/5/14,8,5,5,5404,内田壮,finish,38,13,6.93,5,0.22,. .,まくり,3-6-2,4750,2-3-6,910,3-6,2110,3-6,1700
下関,2026/5/14,8,6,4,5127,沼田大都,finish,58,66,6.98,4,0.27,. .,まくり,3-6-2,4750,2-3-6,910,3-6,2110,3-6,1700
下関,2026/5/14,9,1,1,5325,澁川夏,finish,41,68,6.80,1,0.10,1.48.1,逃げ,1-3-2,740,1-2-3,230,1-3,280,1-3,270
下関,2026/5/14,9,2,3,5220,青木蓮,finish,71,51,6.80,3,0.16,1.48.7,逃げ,1-3-2,740,1-2-3,230,1-3,280,1-3,270
下関,2026/5/14,9,3,2,5212,西川拓利,finish,20,38,6.83,2,0.11,1.51.5,逃げ,1-3-2,740,1-2-3,230,1-3,280,1-3,270
下関,2026/5/14,9,4,6,5016,宮田龍馬,finish,34,25,6.83,6,0.14,1.54.2,逃げ,1-3-2,740,1-2-3,230,1-3,280,1-3,270
下関,2026/5/14,9,5,5,5351,齊藤廉,finish,49,47,6.83,5,0.17,. .,逃げ,1-3-2,740,1-2-3,230,1-3,280,1-3,270
下関,2026/5/14,9,6,4,5176,石倉拓美,finish,51,19,6.90,4,0.15,. .,逃げ,1-3-2,740,1-2-3,230,1-3,280,1-3,270
下関,2026/5/14,10,1,1,5125,高井雄基,finish,35,37,6.97,1,0.11,1.49.0,逃げ,1-4-5,1300,1-4-5,770,1-4,280,1-4,290
下関,2026/5/14,10,2,4,5114,小林孝彰,finish,57,24,6.86,4,0.16,1.51.1,逃げ,1-4-5,1300,1-4-5,770,1-4,280,1-4,290
下関,2026/5/14,10,3,5,5377,鳥居塚嶺王,finish,73,49,6.80,5,0.18,1.52.3,逃げ,1-4-5,1300,1-4-5,770,1-4,280,1-4,290
下関,2026/5/14,10,4,2,5328,井上慧人,finish,26,12,6.85,2,0.15,1.53.9,逃げ,1-4-5,1300,1-4-5,770,1-4,280,1-4,290
下関,2026/5/14,10,5,3,5201,村上宗太郎,finish,40,65,6.80,3,0.19,. .,逃げ,1-4-5,1300,1-4-5,770,1-4,280,1-4,290
下関,2026/5/14,10,6,6,5332,村松遥輝,finish,44,48,6.94,6,0.17,. .,逃げ,1-4-5,1300,1-4-5,770,1-4,280,1-4,290
下関,2026/5/14,11,1,4,5275,松田淳平,finish,27,36,6.83,4,0.07,1.49.1,まくり,4-5-3,40150,3-4-5,4870,4-5,13280,4-5,10700
下関,2026/5/14,11,2,5,5131,江藤敦宏,finish,14,73,6.85,5,0.12,1.50.8,まくり,4-5-3,40150,3-4-5,4870,4-5,13280,4-5,10700
下関,2026/5/14,11,3,3,5221,竹間隆晟,finish,45,17,6.82,3,0.13,1.51.8,まくり,4-5-3,40150,3-4-5,4870,4-5,13280,4-5,10700
下関,2026/5/14,11,4,1,5132,中野希一,finish,12,20,6.82,1,0.11,1.52.6,まくり,4-5-3,40150,3-4-5,4870,4-5,13280,4-5,10700
下関,2026/5/14,11,5,6,5273,山下拓巳,finish,64,62,6.87,6,0.16,. .,まくり,4-5-3,40150,3-4-5,4870,4-5,13280,4-5,10700
下関,2026/5/14,11,6,2,5282,中本大樹,finish,60,60,6.80,2,0.21,. .,まくり,4-5-3,40150,3-4-5,4870,4-5,13280,4-5,10700
下関,2026/5/14,12,1,1,5034,若林義人,finish,59,22,6.82,1,0.02,1.49.6,逃げ,1-3-2,860,1-2-3,400,1-3,260,1-3,310
下関,2026/5/14,12,2,3,5185,加藤優弥,finish,17,67,6.79,3,0.10,1.50.5,逃げ,1-3-2,860,1-2-3,400,1-3,260,1-3,310
下関,2026/5/14,12,3,2,5012,加倉侑征,finish,28,59,6.86,2,0.06,1.52.3,逃げ,1-3-2,860,1-2-3,400,1-3,260,1-3,310
下関,2026/5/14,12,4,5,5222,津田陸翔,finish,43,14,6.81,5,0.10,1.53.6,逃げ,1-3-2,860,1-2-3,400,1-3,260,1-3,310
下関,2026/5/14,12,5,4,5214,田中宏典,finish,33,44,6.83,4,0.10,. .,逃げ,1-3-2,860,1-2-3,400,1-3,260,1-3,310
下関,2026/5/14,12,6,6,5266,石田勇斗,finish,25,29,6.90,6,0.12,. .,逃げ,1-3-2,860,1-2-3,400,1-3,260,1-3,310
徳山,2026/5/14,1,1,3,4944,田代達也,finish,29,56,6.94,3,0.21,1.51.0,抜き,3-5-1,11860,1-3-5,400,3-5,6270,3-5,2260
徳山,2026/5/14,1,2,5,5311,小林京平,finish,49,67,6.87,5,0.18,1.52.5,抜き,3-5-1,11860,1-3-5,400,3-5,6270,3-5,2260
徳山,2026/5/14,1,3,1,4345,西舘健,finish,48,27,6.97,1,0.13,1.54.3,抜き,3-5-1,11860,1-3-5,400,3-5,6270,3-5,2260
徳山,2026/5/14,1,4,2,3442,宮武英司,finish,21,69,6.99,2,0.28,1.55.3,抜き,3-5-1,11860,1-3-5,400,3-5,6270,3-5,2260
徳山,2026/5/14,1,5,4,3566,川添英正,finish,37,42,7.01,4,0.16,. .,抜き,3-5-1,11860,1-3-5,400,3-5,6270,3-5,2260
徳山,2026/5/14,1,6,6,5443,西村仁吾,finish,43,37,7.00,6,0.19,. .,抜き,3-5-1,11860,1-3-5,400,3-5,6270,3-5,2260
徳山,2026/5/14,2,1,1,4604,岩瀬裕亮,finish,75,60,6.95,1,0.13,1.50.7,逃げ,1-3-5,890,1-3-5,420,1-3,410,1-3,440
徳山,2026/5/14,2,2,3,5376,吉田一心,finish,12,19,6.91,3,0.14,1.52.2,逃げ,1-3-5,890,1-3-5,420,1-3,410,1-3,440
徳山,2026/5/14,2,3,5,4734,安河内将,finish,16,68,7.00,5,0.18,1.54.2,逃げ,1-3-5,890,1-3-5,420,1-3,410,1-3,440
徳山,2026/5/14,2,4,2,5102,原田雄次,finish,23,21,6.98,2,0.17,1.55.2,逃げ,1-3-5,890,1-3-5,420,1-3,410,1-3,440
徳山,2026/5/14,2,5,4,5280,廣瀬凜,finish,30,39,6.96,4,0.17,. .,逃げ,1-3-5,890,1-3-5,420,1-3,410,1-3,440
徳山,2026/5/14,2,6,6,4020,川上清人,finish,19,48,7.00,6,0.27,. .,逃げ,1-3-5,890,1-3-5,420,1-3,410,1-3,440
徳山,2026/5/14,3,1,1,4653,小野達哉,finish,44,36,6.89,1,0.16,1.51.0,抜き,1-4-6,710,1-4-6,400,1-4,260,1-4,260
徳山,2026/5/14,3,2,4,3874,山本寛久,finish,47,17,6.97,4,0.11,1.52.1,抜き,1-4-6,710,1-4-6,400,1-4,260,1-4,260
徳山,2026/5/14,3,3,6,4547,中田竜太,finish,41,58,6.95,6,0.14,1.52.6,抜き,1-4-6,710,1-4-6,400,1-4,260,1-4,260
徳山,2026/5/14,3,4,2,4861,田中宏樹,finish,28,65,6.93,2,0.16,1.53.9,抜き,1-4-6,710,1-4-6,400,1-4,260,1-4,260
徳山,2026/5/14,3,5,3,4410,井上大輔,finish,11,59,6.96,3,0.15,. .,抜き,1-4-6,710,1-4-6,400,1-4,260,1-4,260
徳山,2026/5/14,3,6,5,4954,内山峻輔,finish,42,11,6.97,5,0.12,. .,抜き,1-4-6,710,1-4-6,400,1-4,260,1-4,260
徳山,2026/5/14,4,1,1,4762,藤原啓史朗,finish,18,70,6.98,1,0.17,1.52.1,逃げ,1-2-3,660,1-2-3,330,1-2,240,1-2,250
徳山,2026/5/14,4,2,2,3911,鈴木猛,finish,22,61,7.02,2,0.18,1.52.9,逃げ,1-2-3,660,1-2-3,330,1-2,240,1-2,250
徳山,2026/5/14,4,3,3,4081,樋口範政,finish,50,13,7.01,3,0.16,1.53.9,逃げ,1-2-3,660,1-2-3,330,1-2,240,1-2,250
徳山,2026/5/14,4,4,6,3964,宮地博士,finish,32,43,7.00,6,0.34,1.56.2,逃げ,1-2-3,660,1-2-3,330,1-2,240,1-2,250
