会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
大村,2026/1/22,3,6,1,4875,大塚康雅,finish,44,13,6.75,1,0.30,. .,4-5-2,24390,2-4-5,3370,4-5,2760,4-5,820
大村,2026/1/22,4,1,6,4095,福来剛,finish,65,64,6.75,6,0.10,1.47.6,6-1-3,4050,1-3-6,430,6-1,1510,1-6,490
大村,2026/1/22,4,2,1,3784,中島友和,finish,60,25,6.80,1,0.05,1.50.3,6-1-3,4050,1-3-6,430,6-1,1510,1-6,490
大村,2026/1/22,4,3,3,4969,町田洸希,finish,63,51,6.79,3,0.12,1.51.6,6-1-3,4050,1-3-6,430,6-1,1510,1-6,490
大村,2026/1/22,4,4,4,5189,藤原早菜,finish,40,38,6.78,4,0.22,1.52.7,6-1-3,4050,1-3-6,430,6-1,1510,1-6,490
大村,2026/1/22,4,5,2,3867,松浦勝,finish,46,24,6.84,2,0.09,. .,6-1-3,4050,1-3-6,430,6-1,1510,1-6,490
大村,2026/1/22,4,6,5,5105,富田恕生,finish,47,21,6.76,5,0.29,. .,6-1-3,4050,1-3-6,430,6-1,1510,1-6,490
大村,2026/1/22,5,1,6,3349,吉田一郎,finish,76,52,6.86,3,0.27,1.48.6,6-1-3,4700,1-3-6,390,6-1,3080,1-6,1200
大村,2026/1/22,5,2,1,5007,近藤雄一郎,finish,68,36,6.81,1,0.21,1.50.2,6-1-3,4700,1-3-6,390,6-1,3080,1-6,1200
大村,2026/1/22,5,3,3,4933,板橋侑我,finish,48,39,6.83,4,0.15,1.51.8,6-1-3,4700,1-3-6,390,6-1,3080,1-6,1200
大村,2026/1/22,5,4,4,3401,上田隆章,finish,67,30,6.87,5,0.23,1.54.4,6-1-3,4700,1-3-6,390,6-1,3080,1-6,1200
大村,2026/1/22,5,5,5,5103,芝田京介,finish,26,56,6.82,6,0.22,. .,6-1-3,4700,1-3-6,390,6-1,3080,1-6,1200
大村,2026/1/22,5,6,2,4626,伊藤紘章,finish,12,35,6.86,2,0.27,. .,6-1-3,4700,1-3-6,390,6-1,3080,1-6,1200
大村,2026/1/22,6,1,5,4903,吉田凌太朗,finish,41,55,6.77,5,0.09,1.47.7,5-1-3,3030,1-3-5,300,5-1,1300,1-5,490
大村,2026/1/22,6,2,1,4865,立具敬司,finish,20,75,6.78,1,0.16,1.49.9,5-1-3,3030,1-3-5,300,5-1,1300,1-5,490
大村,2026/1/22,6,3,3,3613,角谷健吾,finish,45,12,6.86,3,0.17,1.50.8,5-1-3,3030,1-3-5,300,5-1,1300,1-5,490
大村,2026/1/22,6,4,2,4957,竹之内極,finish,75,32,6.79,2,0.19,1.54.1,5-1-3,3030,1-3-5,300,5-1,1300,1-5,490
大村,2026/1/22,6,5,6,4580,長谷川雅和,finish,33,26,6.83,6,0.14,. .,5-1-3,3030,1-3-5,300,5-1,1300,1-5,490
大村,2026/1/22,6,6,4,3701,大西隆洋,finish,51,70,6.88,4,0.12,. .,5-1-3,3030,1-3-5,300,5-1,1300,1-5,490
大村,2026/1/22,7,1,1,4513,河野真也,finish,15,37,6.75,1,0.11,1.48.2,1-2-4,790,1-2-4,360,1-2,270,1-2,200
大村,2026/1/22,7,2,2,4084,杉山正樹,finish,71,67,6.77,2,0.11,1.49.4,1-2-4,790,1-2-4,360,1-2,270,1-2,200
大村,2026/1/22,7,3,4,5208,屋良龍紀,finish,21,66,6.72,4,0.08,1.50.6,1-2-4,790,1-2-4,360,1-2,270,1-2,200
大村,2026/1/22,7,4,5,3976,内田圭,finish,56,77,6.83,5,0.14,1.52.8,1-2-4,790,1-2-4,360,1-2,270,1-2,200
大村,2026/1/22,7,5,3,4470,平田健之佑,finish,19,76,6.82,3,0.04,. .,1-2-4,790,1-2-4,360,1-2,270,1-2,200
大村,2026/1/22,7,6,6,5394,福西広太郎,finish,74,65,6.76,6,0.20,. .,1-2-4,790,1-2-4,360,1-2,270,1-2,200
大村,2026/1/22,8,1,2,4366,前沢丈史,finish,73,71,6.78,2,0.15,1.48.6,2-4-1,8590,1-2-4,790,2-4,2070,2-4,1870
大村,2026/1/22,8,2,4,4898,菊地敬介,finish,57,16,6.80,4,0.06,1.49.7,2-4-1,8590,1-2-4,790,2-4,2070,2-4,1870
大村,2026/1/22,8,3,1,4410,井上大輔,finish,34,33,6.75,1,0.29,1.51.7,2-4-1,8590,1-2-4,790,2-4,2070,2-4,1870
大村,2026/1/22,8,4,5,5192,中尾優香,finish,39,28,6.79,5,0.14,1.52.4,2-4-1,8590,1-2-4,790,2-4,2070,2-4,1870
大村,2026/1/22,8,5,6,4196,田中太一郎,finish,59,40,6.76,6,0.10,. .,2-4-1,8590,1-2-4,790,2-4,2070,2-4,1870
大村,2026/1/22,8,6,3,4630,岩永雅人,finish,28,48,6.69,3,0.17,. .,2-4-1,8590,1-2-4,790,2-4,2070,2-4,1870
大村,2026/1/22,9,1,3,5189,藤原早菜,finish,40,38,6.68,3,0.40,1.48.1,3-1-2,2220,1-2-3,160,3-1,890,1-3,360
大村,2026/1/22,9,2,1,4775,千葉真弥,finish,16,47,6.69,1,0.28,1.50.4,3-1-2,2220,1-2-3,160,3-1,890,1-3,360
大村,2026/1/22,9,3,2,4372,原田佑実,finish,58,17,6.70,2,0.30,1.51.9,3-1-2,2220,1-2-3,160,3-1,890,1-3,360
大村,2026/1/22,9,4,4,5358,増本杏珠,finish,50,18,6.76,4,0.30,1.53.0,3-1-2,2220,1-2-3,160,3-1,890,1-3,360
大村,2026/1/22,9,5,6,4853,前原哉,finish,30,54,6.68,6,0.28,. .,3-1-2,2220,1-2-3,160,3-1,890,1-3,360
大村,2026/1/22,9,6,5,5180,藤本紗弥香,finish,52,49,6.66,5,0.27,. .,3-1-2,2220,1-2-3,160,3-1,890,1-3,360
大村,2026/1/22,10,1,1,4737,竹井貴史,finish,36,29,6.66,1,0.28,1.46.9,1-5-4,1530,1-4-5,280,1-5,890,1-5,650
大村,2026/1/22,10,2,5,4156,浜野孝志,finish,70,34,6.69,5,0.21,1.49.8,1-5-4,1530,1-4-5,280,1-5,890,1-5,650
大村,2026/1/22,10,3,4,4074,柳沢一,finish,17,73,6.74,4,0.19,1.51.0,1-5-4,1530,1-4-5,280,1-5,890,1-5,650
大村,2026/1/22,10,4,3,4417,服部剛,finish,55,19,6.74,3,0.23,1.52.1,1-5-4,1530,1-4-5,280,1-5,890,1-5,650
大村,2026/1/22,10,5,6,4978,山田和佐,finish,37,62,6.69,6,0.19,. .,1-5-4,1530,1-4-5,280,1-5,890,1-5,650
大村,2026/1/22,10,6,2,3401,上田隆章,finish,67,30,6.75,2,0.23,. .,1-5-4,1530,1-4-5,280,1-5,890,1-5,650
大村,2026/1/22,11,1,5,3784,中島友和,finish,60,25,6.70,4,0.12,1.48.6,5-4-6,30900,4-5-6,4380,5-4,7310,4-5,2320
大村,2026/1/22,11,2,4,4251,川崎誠志,finish,11,23,6.63,5,0.21,1.49.6,5-4-6,30900,4-5-6,4380,5-4,7310,4-5,2320
大村,2026/1/22,11,3,6,4376,藤田靖弘,finish,32,22,6.78,6,0.22,1.51.3,5-4-6,30900,4-5-6,4380,5-4,7310,4-5,2320
大村,2026/1/22,11,4,2,4302,西野翔太,finish,69,27,6.77,2,0.18,1.52.3,5-4-6,30900,4-5-6,4380,5-4,7310,4-5,2320
大村,2026/1/22,11,5,1,3613,角谷健吾,finish,45,12,6.77,1,0.21,. .,5-4-6,30900,4-5-6,4380,5-4,7310,4-5,2320
大村,2026/1/22,11,6,3,3349,吉田一郎,finish,76,52,6.80,3,0.21,. .,5-4-6,30900,4-5-6,4380,5-4,7310,4-5,2320
大村,2026/1/22,12,1,1,4903,吉田凌太朗,finish,41,55,6.69,1,0.09,1.47.2,1-6-2,4310,1-2-6,790,1-6,2100,1-6,1910
大村,2026/1/22,12,2,6,4933,板橋侑我,finish,48,39,6.63,6,0.14,1.48.2,1-6-2,4310,1-2-6,790,1-6,2100,1-6,1910
大村,2026/1/22,12,3,2,4095,福来剛,finish,65,64,6.66,2,0.14,1.50.7,1-6-2,4310,1-2-6,790,1-6,2100,1-6,1910
大村,2026/1/22,12,4,4,4084,杉山正樹,finish,71,67,6.68,4,0.18,1.51.5,1-6-2,4310,1-2-6,790,1-6,2100,1-6,1910
大村,2026/1/22,12,5,3,4528,黒井達矢,finish,64,59,6.69,3,0.14,. .,1-6-2,4310,1-2-6,790,1-6,2100,1-6,1910
大村,2026/1/22,12,6,5,4261,岡祐臣,finish,18,78,6.70,5,0.22,. .,1-6-2,4310,1-2-6,790,1-6,2100,1-6,1910
唐津,2026/1/22,1,1,3,4162,竹本太樹,finish,11,17,6.80,3,0.11,1.48.9,3-4-6,42010,3-4-6,7420,3-4,10020,3-4,7040
唐津,2026/1/22,1,2,4,3680,森林太,finish,13,41,6.81,4,0.14,1.50.8,3-4-6,42010,3-4-6,7420,3-4,10020,3-4,7040
唐津,2026/1/22,1,3,6,3352,小川晃司,finish,56,23,6.83,6,0.22,1.52.3,3-4-6,42010,3-4-6,7420,3-4,10020,3-4,7040
唐津,2026/1/22,1,4,2,4778,堤啓輔,finish,8,34,6.84,1,0.17,1.52.8,3-4-6,42010,3-4-6,7420,3-4,10020,3-4,7040
唐津,2026/1/22,1,5,5,3470,新田芳美,finish,18,6,6.80,5,0.21,1.54.9,3-4-6,42010,3-4-6,7420,3-4,10020,3-4,7040
唐津,2026/1/22,1,6,1,5205,刑部亜里紗,finish,41,9,6.73,2,0.16,1.56.2,3-4-6,42010,3-4-6,7420,3-4,10020,3-4,7040
唐津,2026/1/22,2,1,3,4483,北野輝季,finish,60,50,6.71,3,0.11,1.49.5,3-1-4,1110,1-3-4,330,3-1,360,1-3,230
唐津,2026/1/22,2,2,1,5019,柴田百恵,finish,1,35,6.82,1,0.09,1.50.3,3-1-4,1110,1-3-4,330,3-1,360,1-3,230
唐津,2026/1/22,2,3,4,4727,安部慎一,finish,55,46,6.78,4,0.21,1.51.9,3-1-4,1110,1-3-4,330,3-1,360,1-3,230
唐津,2026/1/22,2,4,2,3459,中野和裕,finish,43,52,6.74,2,0.07,1.53.4,3-1-4,1110,1-3-4,330,3-1,360,1-3,230
唐津,2026/1/22,2,5,5,3577,向所浩二,finish,30,57,6.83,5,0.21,1.56.0,3-1-4,1110,1-3-4,330,3-1,360,1-3,230
唐津,2026/1/22,2,6,6,3233,小畑実成,finish,57,53,6.89,6,0.24,1.58.5,3-1-4,1110,1-3-4,330,3-1,360,1-3,230
唐津,2026/1/22,3,1,4,5036,福田翔吾,finish,23,10,6.76,4,0.09,1.48.7,4-5-6,6680,4-5-6,2910,4-5,1830,4-5,1110
唐津,2026/1/22,3,2,5,4910,中村泰平,finish,22,60,6.78,5,0.09,1.49.9,4-5-6,6680,4-5-6,2910,4-5,1830,4-5,1110
唐津,2026/1/22,3,3,6,3081,岡本慎治,finish,36,28,6.89,6,0.12,1.51.3,4-5-6,6680,4-5-6,2910,4-5,1830,4-5,1110
唐津,2026/1/22,3,4,1,4873,蒲原健太,finish,39,43,6.79,1,0.19,1.52.3,4-5-6,6680,4-5-6,2910,4-5,1830,4-5,1110
唐津,2026/1/22,3,5,3,5334,樫葉新心,finish,51,44,6.72,3,0.21,1.54.2,4-5-6,6680,4-5-6,2910,4-5,1830,4-5,1110
唐津,2026/1/22,3,6,2,4821,妻鳥晋也,finish,38,19,6.75,2,0.23,1.56.7,4-5-6,6680,4-5-6,2910,4-5,1830,4-5,1110
唐津,2026/1/22,4,1,1,5274,城間盛渚,finish,26,3,6.73,1,0.19,1.48.0,1-5-6,20020,1-5-6,6480,1-5,3700,1-5,2620
唐津,2026/1/22,4,2,5,3212,亀本勇樹,finish,2,37,6.86,4,0.14,1.49.6,1-5-6,20020,1-5-6,6480,1-5,3700,1-5,2620
唐津,2026/1/22,4,3,6,4942,柴田朋哉,finish,27,47,6.75,6,0.07,1.50.3,1-5-6,20020,1-5-6,6480,1-5,3700,1-5,2620
唐津,2026/1/22,4,4,4,5169,堀本翔太,finish,5,25,6.79,5,0.27,1.51.8,1-5-6,20020,1-5-6,6480,1-5,3700,1-5,2620
唐津,2026/1/22,4,5,2,4808,松尾拓,finish,33,40,6.79,2,0.22,1.53.1,1-5-6,20020,1-5-6,6480,1-5,3700,1-5,2620
唐津,2026/1/22,4,6,3,4588,田中京介,finish,58,54,6.80,3,0.21,1.54.1,1-5-6,20020,1-5-6,6480,1-5,3700,1-5,2620
唐津,2026/1/22,5,1,4,4752,西尾亮輔,finish,31,56,6.82,4,0.21,1.48.3,4-2-1,77650,1-2-4,1800,4-2,26780,2-4,8300
唐津,2026/1/22,5,2,2,5205,刑部亜里紗,finish,41,9,6.69,2,0.21,1.48.8,4-2-1,77650,1-2-4,1800,4-2,26780,2-4,8300
唐津,2026/1/22,5,3,1,4772,石丸海渡,finish,54,12,6.78,1,0.19,1.50.0,4-2-1,77650,1-2-4,1800,4-2,26780,2-4,8300
唐津,2026/1/22,5,4,5,4356,長岡良也,finish,10,39,6.80,5,0.18,1.52.0,4-2-1,77650,1-2-4,1800,4-2,26780,2-4,8300
唐津,2026/1/22,5,5,3,5130,上野拓馬,finish,48,45,6.68,3,0.18,1.53.3,4-2-1,77650,1-2-4,1800,4-2,26780,2-4,8300
唐津,2026/1/22,5,6,6,3928,林恵祐,finish,53,26,6.79,6,0.16,1.56.3,4-2-1,77650,1-2-4,1800,4-2,26780,2-4,8300
唐津,2026/1/22,6,1,3,4823,中村桃佳,finish,49,30,6.76,3,0.09,1.47.8,3-1-5,6530,1-3-5,2120,3-1,1570,1-3,630
唐津,2026/1/22,6,2,1,4727,安部慎一,finish,55,46,6.76,1,0.02,1.49.9,3-1-5,6530,1-3-5,2120,3-1,1570,1-3,630
唐津,2026/1/22,6,3,5,4435,服部達哉,finish,34,32,6.78,5,0.07,1.51.0,3-1-5,6530,1-3-5,2120,3-1,1570,1-3,630
唐津,2026/1/22,6,4,6,3680,森林太,finish,13,41,6.79,6,0.09,1.51.8,3-1-5,6530,1-3-5,2120,3-1,1570,1-3,630
唐津,2026/1/22,6,5,2,4295,小坂尚哉,finish,19,22,6.76,2,0.13,1.52.3,3-1-5,6530,1-3-5,2120,3-1,1570,1-3,630
唐津,2026/1/22,6,6,4,4708,半田尚也,finish,52,20,6.83,4,0.09,1.53.2,3-1-5,6530,1-3-5,2120,3-1,1570,1-3,630
唐津,2026/1/22,7,1,5,3717,立間充宏,finish,40,18,6.75,5,0.09,1.48.7,5-2-1,7260,1-2-5,560,5-2,2210,2-5,520
唐津,2026/1/22,7,2,2,4817,渡邉翼,finish,6,36,6.75,2,0.15,1.50.2,5-2-1,7260,1-2-5,560,5-2,2210,2-5,520
唐津,2026/1/22,7,3,1,3577,向所浩二,finish,30,57,6.77,1,0.14,1.52.0,5-2-1,7260,1-2-5,560,5-2,2210,2-5,520
唐津,2026/1/22,7,4,3,3470,新田芳美,finish,18,6,6.80,3,0.22,1.52.8,5-2-1,7260,1-2-5,560,5-2,2210,2-5,520
唐津,2026/1/22,7,5,6,3631,田添康介,finish,35,29,6.70,6,0.11,1.53.9,5-2-1,7260,1-2-5,560,5-2,2210,2-5,520
唐津,2026/1/22,7,6,4,4873,蒲原健太,finish,39,43,6.76,4,0.21,1.54.0,5-2-1,7260,1-2-5,560,5-2,2210,2-5,520
唐津,2026/1/22,8,1,2,5169,堀本翔太,finish,5,25,6.66,2,0.11,1.48.3,2-5-4,35590,2-4-5,2190,2-5,11060,2-5,7080
唐津,2026/1/22,8,2,5,3352,小川晃司,finish,56,23,6.75,6,0.13,1.50.2,2-5-4,35590,2-4-5,2190,2-5,11060,2-5,7080
唐津,2026/1/22,8,3,4,3908,重成一人,finish,12,21,6.68,4,0.09,1.50.4,2-5-4,35590,2-4-5,2190,2-5,11060,2-5,7080
唐津,2026/1/22,8,4,3,5162,松尾怜実,finish,59,24,6.70,3,0.11,1.51.8,2-5-4,35590,2-4-5,2190,2-5,11060,2-5,7080
唐津,2026/1/22,8,5,6,3459,中野和裕,finish,43,52,6.61,5,0.09,1.53.0,2-5-4,35590,2-4-5,2190,2-5,11060,2-5,7080
唐津,2026/1/22,8,6,1,5036,福田翔吾,finish,23,10,6.65,1,0.09,2.04.4,2-5-4,35590,2-4-5,2190,2-5,11060,2-5,7080
唐津,2026/1/22,9,1,6,4778,堤啓輔,finish,8,34,6.70,6,0.24,1.47.9,6-1-4,6120,1-4-6,330,6-1,3230,1-6,960
唐津,2026/1/22,9,2,1,4752,西尾亮輔,finish,31,56,6.68,1,0.27,1.50.0,6-1-4,6120,1-4-6,330,6-1,3230,1-6,960
唐津,2026/1/22,9,3,4,4363,大野芳顕,finish,46,51,6.69,4,0.17,1.50.7,6-1-4,6120,1-4-6,330,6-1,3230,1-6,960
唐津,2026/1/22,9,4,2,5334,樫葉新心,finish,51,44,6.68,2,0.25,1.53.2,6-1-4,6120,1-4-6,330,6-1,3230,1-6,960
唐津,2026/1/22,9,5,5,3568,木村光宏,finish,17,1,6.74,5,0.22,1.55.2,6-1-4,6120,1-4-6,330,6-1,3230,1-6,960
唐津,2026/1/22,10,1,1,3837,秋山広一,finish,21,8,6.75,1,0.09,1.47.2,1-2-3,700,1-2-3,240,1-2,360,1-2,260
唐津,2026/1/22,10,2,2,4276,鈴木勝博,finish,7,15,6.67,2,0.09,1.48.8,1-2-3,700,1-2-3,240,1-2,360,1-2,260
唐津,2026/1/22,10,3,3,4356,長岡良也,finish,10,39,6.74,3,0.15,1.50.8,1-2-3,700,1-2-3,240,1-2,360,1-2,260
唐津,2026/1/22,10,4,4,4588,田中京介,finish,58,54,6.79,4,0.16,1.52.5,1-2-3,700,1-2-3,240,1-2,360,1-2,260
唐津,2026/1/22,10,5,6,4243,西村歩,finish,3,48,6.76,6,0.31,1.54.3,1-2-3,700,1-2-3,240,1-2,360,1-2,260
唐津,2026/1/22,10,6,5,4821,妻鳥晋也,finish,38,19,6.84,5,0.23,1.58.0,1-2-3,700,1-2-3,240,1-2,360,1-2,260
唐津,2026/1/22,11,1,1,4215,吉島祥之,finish,9,42,6.75,1,0.13,1.47.9,1-5-2,13820,1-2-5,3380,1-5,2180,1-5,1420
唐津,2026/1/22,11,2,5,5130,上野拓馬,finish,48,45,6.73,5,0.15,1.49.5,1-5-2,13820,1-2-5,3380,1-5,2180,1-5,1420
唐津,2026/1/22,11,3,2,3233,小畑実成,finish,57,53,6.88,2,0.11,1.51.6,1-5-2,13820,1-2-5,3380,1-5,2180,1-5,1420
唐津,2026/1/22,11,4,3,4295,小坂尚哉,finish,19,22,6.74,3,0.09,1.52.4,1-5-2,13820,1-2-5,3380,1-5,2180,1-5,1420
唐津,2026/1/22,11,5,4,4942,柴田朋哉,finish,27,47,6.78,4,0.13,1.53.2,1-5-2,13820,1-2-5,3380,1-5,2180,1-5,1420
唐津,2026/1/22,11,6,6,4817,渡邉翼,finish,6,36,6.74,6,0.11,1.53.5,1-5-2,13820,1-2-5,3380,1-5,2180,1-5,1420
唐津,2026/1/22,12,1,1,3908,重成一人,finish,12,21,6.72,1,0.17,1.47.7,1-2-4,850,1-2-4,390,1-2,350,1-2,250
唐津,2026/1/22,12,2,2,4910,中村泰平,finish,22,60,6.73,2,0.17,1.48.8,1-2-4,850,1-2-4,390,1-2,350,1-2,250
唐津,2026/1/22,12,3,4,4483,北野輝季,finish,60,50,6.72,4,0.19,1.49.9,1-2-4,850,1-2-4,390,1-2,350,1-2,250
唐津,2026/1/22,12,4,6,4808,松尾拓,finish,33,40,6.81,6,0.26,1.51.4,1-2-4,850,1-2-4,390,1-2,350,1-2,250
唐津,2026/1/22,12,5,3,4772,石丸海渡,finish,54,12,6.77,3,0.12,1.52.3,1-2-4,850,1-2-4,390,1-2,350,1-2,250
唐津,2026/1/22,12,6,5,4823,中村桃佳,finish,49,30,6.79,5,0.17,1.54.4,1-2-4,850,1-2-4,390,1-2,350,1-2,250
若松,2026/1/22,1,1,4,3604,武藤綾子,finish,31,11,6.79,4,0.08,1.50.7,4-6-3,31660,3-4-6,2470,4-6,5110,4-6,2880
若松,2026/1/22,1,2,6,5120,山本稔太朗,finish,40,69,6.76,6,0.07,1.51.7,4-6-3,31660,3-4-6,2470,4-6,5110,4-6,2880
若松,2026/1/22,1,3,3,5179,藤本元輝,finish,62,56,6.78,3,0.27,1.53.3,4-6-3,31660,3-4-6,2470,4-6,5110,4-6,2880
若松,2026/1/22,1,4,1,4129,宇野博之,finish,13,48,6.90,1,0.33,1.57.1,4-6-3,31660,3-4-6,2470,4-6,5110,4-6,2880
若松,2026/1/22,1,5,5,5327,西田和加,finish,47,55,6.77,5,0.05,. .,4-6-3,31660,3-4-6,2470,4-6,5110,4-6,2880
若松,2026/1/22,1,,2,4843,深尾巴恵,S1,,,,,,,,,,,,,,
若松,2026/1/22,2,1,1,5124,上瀧絢也,finish,58,20,6.83,1,0.31,1.51.5,1-4-6,14290,1-4-6,4260,1-4,1970,1-4,750
若松,2026/1/22,2,2,4,5023,久永祥平,finish,27,26,6.83,4,0.25,1.51.9,1-4-6,14290,1-4-6,4260,1-4,1970,1-4,750
若松,2026/1/22,2,3,6,3873,別府昌樹,finish,23,13,6.85,6,0.22,1.52.6,1-4-6,14290,1-4-6,4260,1-4,1970,1-4,750
若松,2026/1/22,2,4,5,3866,木山誠一,finish,43,53,6.78,5,0.22,1.54.0,1-4-6,14290,1-4-6,4260,1-4,1970,1-4,750
若松,2026/1/22,2,5,2,4638,小林遼太,finish,25,67,6.81,2,0.28,. .,1-4-6,14290,1-4-6,4260,1-4,1970,1-4,750
若松,2026/1/22,2,6,3,3527,中嶋誠一郎,finish,48,37,6.80,3,0.29,. .,1-4-6,14290,1-4-6,4260,1-4,1970,1-4,750
若松,2026/1/22,3,1,4,4911,片岡大地,finish,33,44,6.74,4,0.22,1.49.7,4-2-1,14400,1-2-4,1650,4-2,3700,2-4,2540
若松,2026/1/22,3,2,2,4988,牟田奨太,finish,7,51,6.87,2,0.21,1.51.5,4-2-1,14400,1-2-4,1650,4-2,3700,2-4,2540
若松,2026/1/22,3,3,1,3863,海老澤泰行,finish,14,70,6.79,1,0.26,1.52.2,4-2-1,14400,1-2-4,1650,4-2,3700,2-4,2540
若松,2026/1/22,3,4,6,4097,貫地谷直人,finish,15,14,6.80,6,0.29,1.53.4,4-2-1,14400,1-2-4,1650,4-2,3700,2-4,2540
若松,2026/1/22,3,5,5,4058,野末智一,finish,3,66,6.77,5,0.28,. .,4-2-1,14400,1-2-4,1650,4-2,3700,2-4,2540
若松,2026/1/22,3,6,3,4315,山崎昂介,finish,42,24,6.76,3,0.20,. .,4-2-1,14400,1-2-4,1650,4-2,3700,2-4,2540
若松,2026/1/22,4,1,1,4108,吉村正明,finish,28,57,6.83,1,0.20,1.51.5,1-6-4,4710,1-4-6,850,1-6,900,1-6,1110
若松,2026/1/22,4,2,6,4373,若狭奈美子,finish,35,74,6.81,6,0.28,1.52.4,1-6-4,4710,1-4-6,850,1-6,900,1-6,1110
若松,2026/1/22,4,3,4,3535,渡修平,finish,26,19,6.78,4,0.32,1.53.6,1-6-4,4710,1-4-6,850,1-6,900,1-6,1110
若松,2026/1/22,4,4,3,4750,井上尚悟,finish,18,47,6.82,3,0.18,1.54.4,1-6-4,4710,1-4-6,850,1-6,900,1-6,1110
若松,2026/1/22,4,5,2,3617,竹田広樹,finish,56,12,6.84,2,0.18,. .,1-6-4,4710,1-4-6,850,1-6,900,1-6,1110
若松,2026/1/22,4,6,5,3772,一柳和孝,finish,1,30,6.90,5,0.27,. .,1-6-4,4710,1-4-6,850,1-6,900,1-6,1110
若松,2026/1/22,5,1,1,4645,上村純一,finish,37,41,6.81,1,0.18,1.49.7,1-3-2,1260,1-2-3,330,1-3,540,1-3,360
若松,2026/1/22,5,2,3,4139,丹下健,finish,36,28,6.81,3,0.23,1.51.0,1-3-2,1260,1-2-3,330,1-3,540,1-3,360
若松,2026/1/22,5,3,2,5150,坂本雄紀,finish,52,50,6.80,2,0.19,1.52.9,1-3-2,1260,1-2-3,330,1-3,540,1-3,360
若松,2026/1/22,5,4,6,5248,本田愛,finish,29,34,6.81,6,0.21,1.53.6,1-3-2,1260,1-2-3,330,1-3,540,1-3,360
若松,2026/1/22,5,5,4,4738,清埜翔子,finish,32,60,6.81,4,0.22,. .,1-3-2,1260,1-2-3,330,1-3,540,1-3,360
若松,2026/1/22,5,6,5,5179,藤本元輝,finish,62,56,6.79,5,0.17,. .,1-3-2,1260,1-2-3,330,1-3,540,1-3,360
若松,2026/1/22,6,1,1,4288,永田啓二,finish,24,75,6.91,1,0.15,1.49.5,1-2-5,2040,1-2-5,1420,1-2,280,1-2,250
