会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,距離,天候,風向,風速,波高,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
芦屋,2026/5/18,4,3,4,4939,宮之原輝紀,finish,10,119,6.73,4,0.15,1.50.3,逃げ,1800,晴,東,4,4,1-3-4,1520,1-3-4,910,1-3,340,1-3,210
芦屋,2026/5/18,4,4,6,4914,吉田裕平,finish,21,125,6.69,6,0.20,1.50.6,逃げ,1800,晴,東,4,4,1-3-4,1520,1-3-4,910,1-3,340,1-3,210
芦屋,2026/5/18,4,5,2,4371,西山貴浩,finish,4,135,6.73,2,0.17,1.52.1,逃げ,1800,晴,東,4,4,1-3-4,1520,1-3-4,910,1-3,340,1-3,210
芦屋,2026/5/18,4,6,5,4524,深谷知博,finish,15,150,6.71,5,0.17,1.52.3,逃げ,1800,晴,東,4,4,1-3-4,1520,1-3-4,910,1-3,340,1-3,210
芦屋,2026/5/18,5,1,1,4980,佐々木完太,finish,44,141,6.72,1,0.11,1.48.0,逃げ,1800,晴,北東,2,2,1-4-5,5090,1-4-5,2390,1-4,600,1-4,590
芦屋,2026/5/18,5,2,4,4013,中島孝平,finish,48,162,6.70,4,0.11,1.48.7,逃げ,1800,晴,北東,2,2,1-4-5,5090,1-4-5,2390,1-4,600,1-4,590
芦屋,2026/5/18,5,3,5,4494,河合佑樹,finish,38,148,6.71,5,0.15,1.49.5,逃げ,1800,晴,北東,2,2,1-4-5,5090,1-4-5,2390,1-4,600,1-4,590
芦屋,2026/5/18,5,4,2,4831,羽野直也,finish,39,163,6.73,2,0.07,1.50.2,逃げ,1800,晴,北東,2,2,1-4-5,5090,1-4-5,2390,1-4,600,1-4,590
芦屋,2026/5/18,5,5,6,4477,篠崎仁志,finish,34,122,6.67,6,0.14,1.50.6,逃げ,1800,晴,北東,2,2,1-4-5,5090,1-4-5,2390,1-4,600,1-4,590
芦屋,2026/5/18,5,6,3,3779,原田幸哉,finish,51,113,6.72,3,0.03,1.52.2,逃げ,1800,晴,北東,2,2,1-4-5,5090,1-4-5,2390,1-4,600,1-4,590
芦屋,2026/5/18,6,1,5,4544,松田大志郎,finish,31,132,6.68,5,0.13,1.45.7,まくり差し,1800,晴,北,3,3,5-1-3,12880,1-3-5,570,5-1,4070,1-5,740
芦屋,2026/5/18,6,2,1,4290,稲田浩二,finish,33,130,6.72,1,0.07,1.47.7,まくり差し,1800,晴,北,3,3,5-1-3,12880,1-3-5,570,5-1,4070,1-5,740
芦屋,2026/5/18,6,3,3,4262,馬場貴也,finish,47,154,6.70,3,0.13,1.49.5,まくり差し,1800,晴,北,3,3,5-1-3,12880,1-3-5,570,5-1,4070,1-5,740
芦屋,2026/5/18,6,4,6,4686,丸野一樹,finish,9,156,6.73,6,0.07,1.50.9,まくり差し,1800,晴,北,3,3,5-1-3,12880,1-3-5,570,5-1,4070,1-5,740
芦屋,2026/5/18,6,5,2,4848,仲谷颯仁,finish,20,123,6.73,2,0.18,1.52.0,まくり差し,1800,晴,北,3,3,5-1-3,12880,1-3-5,570,5-1,4070,1-5,740
芦屋,2026/5/18,6,6,4,4337,平本真之,finish,27,155,6.68,4,0.08,1.52.9,まくり差し,1800,晴,北,3,3,5-1-3,12880,1-3-5,570,5-1,4070,1-5,740
芦屋,2026/5/18,7,1,1,4205,山口剛,finish,3,115,6.76,1,0.14,1.46.9,逃げ,1800,晴,北西,4,4,1-2-6,3550,1-2-6,2450,1-2,350,1-2,320
芦屋,2026/5/18,7,2,2,5267,石本裕武,finish,60,143,6.79,2,0.10,1.49.4,逃げ,1800,晴,北西,4,4,1-2-6,3550,1-2-6,2450,1-2,350,1-2,320
芦屋,2026/5/18,7,3,6,3783,瓜生正義,finish,14,121,6.74,6,0.14,1.50.6,逃げ,1800,晴,北西,4,4,1-2-6,3550,1-2-6,2450,1-2,350,1-2,320
芦屋,2026/5/18,7,4,5,4444,桐生順平,finish,50,117,6.79,5,0.13,1.51.2,逃げ,1800,晴,北西,4,4,1-2-6,3550,1-2-6,2450,1-2,350,1-2,320
芦屋,2026/5/18,7,5,3,3721,守田俊介,finish,18,147,6.89,3,0.09,1.52.4,逃げ,1800,晴,北西,4,4,1-2-6,3550,1-2-6,2450,1-2,350,1-2,320
芦屋,2026/5/18,7,6,4,5217,藤原碧生,finish,28,157,6.80,4,0.08,1.54.4,逃げ,1800,晴,北西,4,4,1-2-6,3550,1-2-6,2450,1-2,350,1-2,320
芦屋,2026/5/18,8,1,1,4953,尾上雅也,finish,29,149,6.77,1,0.03,1.47.1,逃げ,1800,晴,北西,4,4,1-2-5,1860,1-2-5,1120,1-2,520,1-2,630
芦屋,2026/5/18,8,2,2,3854,吉川元浩,finish,42,133,6.78,2,0.10,1.48.7,逃げ,1800,晴,北西,4,4,1-2-5,1860,1-2-5,1120,1-2,520,1-2,630
芦屋,2026/5/18,8,3,5,3941,池田浩二,finish,11,152,6.81,5,0.09,1.49.9,逃げ,1800,晴,北西,4,4,1-2-5,1860,1-2-5,1120,1-2,520,1-2,630
芦屋,2026/5/18,8,4,4,4772,石丸海渡,finish,17,138,6.83,4,0.10,1.51.4,逃げ,1800,晴,北西,4,4,1-2-5,1860,1-2-5,1120,1-2,520,1-2,630
芦屋,2026/5/18,8,5,6,5121,定松勇樹,finish,57,114,6.73,6,0.13,1.52.4,逃げ,1800,晴,北西,4,4,1-2-5,1860,1-2-5,1120,1-2,520,1-2,630
芦屋,2026/5/18,8,6,3,3960,菊地孝平,finish,54,160,6.80,3,0.07,1.52.6,逃げ,1800,晴,北西,4,4,1-2-5,1860,1-2-5,1120,1-2,520,1-2,630
芦屋,2026/5/18,9,1,1,4851,関浩哉,finish,45,139,6.78,1,0.12,1.47.1,逃げ,1800,晴,北西,4,4,1-2-4,1920,1-2-4,1150,1-2,430,1-2,420
芦屋,2026/5/18,9,2,2,3719,辻栄蔵,finish,13,165,6.77,2,0.15,1.48.5,逃げ,1800,晴,北西,4,4,1-2-4,1920,1-2-4,1150,1-2,430,1-2,420
芦屋,2026/5/18,9,3,4,4914,吉田裕平,finish,21,125,6.78,4,0.11,1.49.6,逃げ,1800,晴,北西,4,4,1-2-4,1920,1-2-4,1150,1-2,430,1-2,420
芦屋,2026/5/18,9,4,5,4320,峰竜太,finish,22,151,6.68,5,0.08,1.49.7,逃げ,1800,晴,北西,4,4,1-2-4,1920,1-2-4,1150,1-2,430,1-2,420
芦屋,2026/5/18,9,5,3,4579,中嶋健一郎,finish,32,170,6.75,3,0.14,1.52.1,逃げ,1800,晴,北西,4,4,1-2-4,1920,1-2-4,1150,1-2,430,1-2,420
芦屋,2026/5/18,9,6,6,4760,山崎郡,finish,24,126,6.80,6,0.10,1.53.1,逃げ,1800,晴,北西,4,4,1-2-4,1920,1-2-4,1150,1-2,430,1-2,420
芦屋,2026/5/18,10,1,2,4524,深谷知博,finish,15,150,6.81,2,0.23,1.47.2,差し,1800,晴,北西,4,4,2-5-1,67210,1-2-5,1670,2-5,14310,2-5,8860
芦屋,2026/5/18,10,2,5,4736,高倉和士,finish,53,131,6.86,5,0.14,1.48.1,差し,1800,晴,北西,4,4,2-5-1,67210,1-2-5,1670,2-5,14310,2-5,8860
芦屋,2026/5/18,10,3,1,5084,末永和也,finish,7,124,6.80,1,0.16,1.50.0,差し,1800,晴,北西,4,4,2-5-1,67210,1-2-5,1670,2-5,14310,2-5,8860
芦屋,2026/5/18,10,4,6,4682,大上卓人,finish,37,153,6.88,6,0.10,1.50.6,差し,1800,晴,北西,4,4,2-5-1,67210,1-2-5,1670,2-5,14310,2-5,8860
芦屋,2026/5/18,10,5,3,4686,丸野一樹,finish,9,156,6.85,3,0.19,1.51.9,差し,1800,晴,北西,4,4,2-5-1,67210,1-2-5,1670,2-5,14310,2-5,8860
芦屋,2026/5/18,10,6,4,4831,羽野直也,finish,39,163,6.81,4,0.15,1.53.8,差し,1800,晴,北西,4,4,2-5-1,67210,1-2-5,1670,2-5,14310,2-5,8860
芦屋,2026/5/18,11,1,1,4337,平本真之,finish,27,155,6.77,1,0.12,1.46.6,逃げ,1800,晴,北西,3,3,1-2-3,1440,1-2-3,630,1-2,370,1-2,240
芦屋,2026/5/18,11,2,2,3590,濱野谷憲吾,finish,8,146,6.78,2,0.12,1.48.2,逃げ,1800,晴,北西,3,3,1-2-3,1440,1-2-3,630,1-2,370,1-2,240
芦屋,2026/5/18,11,3,3,4497,桑原悠,finish,19,127,6.79,3,0.10,1.49.5,逃げ,1800,晴,北西,3,3,1-2-3,1440,1-2-3,630,1-2,370,1-2,240
芦屋,2026/5/18,11,4,4,4719,上條暢嵩,finish,5,145,6.76,4,0.17,1.51.8,逃げ,1800,晴,北西,3,3,1-2-3,1440,1-2-3,630,1-2,370,1-2,240
芦屋,2026/5/18,11,5,5,3779,原田幸哉,finish,51,113,6.75,5,0.17,1.52.5,逃げ,1800,晴,北西,3,3,1-2-3,1440,1-2-3,630,1-2,370,1-2,240
芦屋,2026/5/18,11,6,6,4932,新開航,finish,40,158,6.74,6,0.13,1.53.9,逃げ,1800,晴,北西,3,3,1-2-3,1440,1-2-3,630,1-2,370,1-2,240
芦屋,2026/5/18,12,1,1,4444,桐生順平,finish,50,117,6.77,1,0.07,1.47.1,逃げ,1800,晴,北西,3,3,1-4-5,2330,1-4-5,1310,1-4,450,1-4,430
芦屋,2026/5/18,12,2,4,4573,佐藤翼,finish,12,164,6.75,4,0.13,1.48.2,逃げ,1800,晴,北西,3,3,1-4-5,2330,1-4-5,1310,1-4,450,1-4,430
芦屋,2026/5/18,12,3,5,4586,磯部誠,finish,55,144,6.86,5,0.11,1.49.2,逃げ,1800,晴,北西,3,3,1-4-5,2330,1-4-5,1310,1-4,450,1-4,430
芦屋,2026/5/18,12,4,6,4013,中島孝平,finish,48,162,6.79,6,0.30,1.49.8,逃げ,1800,晴,北西,3,3,1-4-5,2330,1-4-5,1310,1-4,450,1-4,430
芦屋,2026/5/18,12,5,3,4848,仲谷颯仁,finish,20,123,6.80,3,0.11,1.51.1,逃げ,1800,晴,北西,3,3,1-4-5,2330,1-4-5,1310,1-4,450,1-4,430
芦屋,2026/5/18,12,6,2,4344,新田雄史,finish,41,118,6.79,2,0.13,1.54.4,逃げ,1800,晴,北西,3,3,1-4-5,2330,1-4-5,1310,1-4,450,1-4,430
若松,2026/5/18,1,1,5,4232,笠雅雄,finish,37,42,6.89,5,0.19,1.49.9,まくり差し,1800,晴,北,1,1,5-1-4,5180,1-4-5,530,5-1,2010,1-5,550
若松,2026/5/18,1,2,1,5031,渡辺空依,finish,54,60,6.84,1,0.16,1.51.1,まくり差し,1800,晴,北,1,1,5-1-4,5180,1-4-5,530,5-1,2010,1-5,550
若松,2026/5/18,1,3,4,4880,澤崎雄哉,finish,62,72,6.85,4,0.18,1.52.6,まくり差し,1800,晴,北,1,1,5-1-4,5180,1-4-5,530,5-1,2010,1-5,550
若松,2026/5/18,1,4,3,4164,岩永節也,finish,19,34,6.83,3,0.17,1.53.3,まくり差し,1800,晴,北,1,1,5-1-4,5180,1-4-5,530,5-1,2010,1-5,550
若松,2026/5/18,1,5,6,4158,木場雄二郎,finish,33,37,6.83,6,0.15,. .,まくり差し,1800,晴,北,1,1,5-1-4,5180,1-4-5,530,5-1,2010,1-5,550
若松,2026/5/18,1,6,2,4651,佐藤大騎,finish,47,13,6.86,2,0.19,. .,まくり差し,1800,晴,北,1,1,5-1-4,5180,1-4-5,530,5-1,2010,1-5,550
若松,2026/5/18,2,1,1,5020,宮村勇哉,finish,60,45,6.82,1,0.03,1.49.6,逃げ,1800,晴,北,1,1,1-2-5,1350,1-2-5,390,1-2,660,1-2,500
若松,2026/5/18,2,2,2,4442,松竹大輔,finish,12,61,6.78,2,0.02,1.51.2,逃げ,1800,晴,北,1,1,1-2-5,1350,1-2-5,390,1-2,660,1-2,500
若松,2026/5/18,2,3,5,4503,上野真之介,finish,43,63,6.82,5,0.13,1.52.6,逃げ,1800,晴,北,1,1,1-2-5,1350,1-2-5,390,1-2,660,1-2,500
若松,2026/5/18,2,4,6,4425,大井清貴,finish,31,11,6.84,6,0.08,1.52.8,逃げ,1800,晴,北,1,1,1-2-5,1350,1-2-5,390,1-2,660,1-2,500
若松,2026/5/18,2,5,3,3807,岡部哲,finish,39,69,6.84,3,0.05,. .,逃げ,1800,晴,北,1,1,1-2-5,1350,1-2-5,390,1-2,660,1-2,500
若松,2026/5/18,2,6,4,4927,関野文,finish,46,74,6.84,4,0.10,. .,逃げ,1800,晴,北,1,1,1-2-5,1350,1-2-5,390,1-2,660,1-2,500
若松,2026/5/18,3,1,1,4085,荻野裕介,finish,42,24,6.87,1,0.11,1.50.4,逃げ,1800,晴,北東,2,2,1-6-2,5160,1-2-6,840,1-6,2380,1-6,1700
若松,2026/5/18,3,2,6,4009,小林一樹,finish,27,32,6.85,5,0.08,1.51.5,逃げ,1800,晴,北東,2,2,1-6-2,5160,1-2-6,840,1-6,2380,1-6,1700
若松,2026/5/18,3,3,2,4467,渡邉俊介,finish,30,17,6.91,2,0.17,1.52.8,逃げ,1800,晴,北東,2,2,1-6-2,5160,1-2-6,840,1-6,2380,1-6,1700
若松,2026/5/18,3,4,4,4528,黒井達矢,finish,36,75,6.89,4,0.12,1.53.9,逃げ,1800,晴,北東,2,2,1-6-2,5160,1-2-6,840,1-6,2380,1-6,1700
若松,2026/5/18,3,5,3,5358,増本杏珠,finish,2,35,6.90,3,0.12,. .,逃げ,1800,晴,北東,2,2,1-6-2,5160,1-2-6,840,1-6,2380,1-6,1700
若松,2026/5/18,3,6,5,3458,東健介,finish,9,59,6.91,6,0.11,. .,逃げ,1800,晴,北東,2,2,1-6-2,5160,1-2-6,840,1-6,2380,1-6,1700
若松,2026/5/18,4,1,1,4423,坂口貴彦,finish,35,38,6.83,1,0.07,1.50.5,逃げ,1800,晴,北東,3,3,1-3-4,4870,1-3-4,1680,1-3,2240,1-3,1500
若松,2026/5/18,4,2,3,4268,和合俊介,finish,51,50,6.92,3,0.03,1.51.9,逃げ,1800,晴,北東,3,3,1-3-4,4870,1-3-4,1680,1-3,2240,1-3,1500
若松,2026/5/18,4,3,4,3978,齊藤仁,finish,50,47,6.89,4,0.06,1.52.7,逃げ,1800,晴,北東,3,3,1-3-4,4870,1-3-4,1680,1-3,2240,1-3,1500
若松,2026/5/18,4,4,5,4521,小池公生,finish,25,56,6.92,5,0.04,1.53.3,逃げ,1800,晴,北東,3,3,1-3-4,4870,1-3-4,1680,1-3,2240,1-3,1500
若松,2026/5/18,4,5,6,4553,坪口竜也,finish,26,26,6.91,6,0.08,. .,逃げ,1800,晴,北東,3,3,1-3-4,4870,1-3-4,1680,1-3,2240,1-3,1500
若松,2026/5/18,4,6,2,4680,後藤美翼,finish,53,57,6.81,2,0.15,. .,逃げ,1800,晴,北東,3,3,1-3-4,4870,1-3-4,1680,1-3,2240,1-3,1500
若松,2026/5/18,5,1,1,5158,宮脇遼太,finish,34,25,6.89,1,0.17,1.50.4,逃げ,1800,晴,東,3,3,1-2-3,420,1-2-3,350,1-2,140,1-2,120
若松,2026/5/18,5,2,2,4488,小山勉,finish,4,39,6.88,2,0.17,1.51.7,逃げ,1800,晴,東,3,3,1-2-3,420,1-2-3,350,1-2,140,1-2,120
若松,2026/5/18,5,3,3,4491,田中堅,finish,56,46,6.97,3,0.19,1.53.4,逃げ,1800,晴,東,3,3,1-2-3,420,1-2-3,350,1-2,140,1-2,120
若松,2026/5/18,5,4,4,5163,清水愛海,finish,55,31,6.90,4,0.24,1.55.1,逃げ,1800,晴,東,3,3,1-2-3,420,1-2-3,350,1-2,140,1-2,120
若松,2026/5/18,5,5,5,3797,岩井繁,finish,7,58,6.97,5,0.22,. .,逃げ,1800,晴,東,3,3,1-2-3,420,1-2-3,350,1-2,140,1-2,120
若松,2026/5/18,5,6,6,5416,龍田真白,finish,28,27,6.88,6,0.22,. .,逃げ,1800,晴,東,3,3,1-2-3,420,1-2-3,350,1-2,140,1-2,120
若松,2026/5/18,6,1,2,4023,柴田友和,finish,21,18,6.88,2,0.11,1.51.1,差し,1800,晴,東,3,3,2-3-4,55020,2-3-4,3530,2-3,9530,2-3,1820
若松,2026/5/18,6,2,3,5129,山口真喜子,finish,5,54,6.83,3,0.07,1.51.7,差し,1800,晴,東,3,3,2-3-4,55020,2-3-4,3530,2-3,9530,2-3,1820
若松,2026/5/18,6,3,4,4232,笠雅雄,finish,37,42,6.89,4,0.15,1.53.0,差し,1800,晴,東,3,3,2-3-4,55020,2-3-4,3530,2-3,9530,2-3,1820
若松,2026/5/18,6,4,5,5142,常住蓮,finish,61,36,6.91,5,0.19,1.54.6,差し,1800,晴,東,3,3,2-3-4,55020,2-3-4,3530,2-3,9530,2-3,1820
若松,2026/5/18,6,5,6,3605,中村守成,finish,49,41,6.96,6,0.19,. .,差し,1800,晴,東,3,3,2-3-4,55020,2-3-4,3530,2-3,9530,2-3,1820
若松,2026/5/18,6,6,1,4540,相原利章,finish,38,66,6.89,1,0.11,. .,差し,1800,晴,東,3,3,2-3-4,55020,2-3-4,3530,2-3,9530,2-3,1820
若松,2026/5/18,7,1,1,4804,高田ひかる,finish,13,52,6.82,1,0.10,1.56.7,逃げ,1800,晴,東,3,3,1-3-6,1890,1-3-6,920,1-3,690,1-3,730
若松,2026/5/18,7,2,3,5151,山下奈緒,finish,10,62,6.93,3,0.11,1.59.8,逃げ,1800,晴,東,3,3,1-3-6,1890,1-3-6,920,1-3,690,1-3,730
若松,2026/5/18,7,3,6,4535,北山康介,finish,45,48,6.95,6,0.11,2.02.0,逃げ,1800,晴,東,3,3,1-3-6,1890,1-3-6,920,1-3,690,1-3,730
若松,2026/5/18,7,4,2,3976,内田圭,finish,22,70,6.99,2,0.14,2.04.7,逃げ,1800,晴,東,3,3,1-3-6,1890,1-3-6,920,1-3,690,1-3,730
若松,2026/5/18,7,5,5,4651,佐藤大騎,finish,47,13,6.97,5,0.07,. .,逃げ,1800,晴,東,3,3,1-3-6,1890,1-3-6,920,1-3,690,1-3,730
若松,2026/5/18,7,,4,4425,大井清貴,S1,,,,,,,,,,,,,,,,,,,,
若松,2026/5/18,8,1,3,4514,上條嘉嗣,finish,40,44,6.97,2,0.13,1.50.7,差し,1800,晴,東,3,3,3-2-6,6540,2-3-6,2280,3-2,1580,2-3,270
若松,2026/5/18,8,2,2,4233,亀山雅幸,finish,3,23,6.88,3,0.11,1.51.1,差し,1800,晴,東,3,3,3-2-6,6540,2-3-6,2280,3-2,1580,2-3,270
若松,2026/5/18,8,3,6,3893,汐崎正則,finish,14,15,6.94,6,0.11,1.53.1,差し,1800,晴,東,3,3,3-2-6,6540,2-3-6,2280,3-2,1580,2-3,270
若松,2026/5/18,8,4,1,4528,黒井達矢,finish,36,75,6.92,1,0.14,1.53.9,差し,1800,晴,東,3,3,3-2-6,6540,2-3-6,2280,3-2,1580,2-3,270
若松,2026/5/18,8,5,5,3807,岡部哲,finish,39,69,6.95,5,0.14,. .,差し,1800,晴,東,3,3,3-2-6,6540,2-3-6,2280,3-2,1580,2-3,270
若松,2026/5/18,8,6,4,4416,三宅健太,finish,8,29,6.96,4,0.21,. .,差し,1800,晴,東,3,3,3-2-6,6540,2-3-6,2280,3-2,1580,2-3,270
若松,2026/5/18,9,1,1,3978,齊藤仁,finish,50,47,6.89,1,0.12,1.49.9,逃げ,1800,晴,東,1,1,1-4-2,870,1-2-4,280,1-4,380,1-4,380
若松,2026/5/18,9,2,4,4568,廣瀬真也,finish,52,64,6.93,4,0.12,1.51.4,逃げ,1800,晴,東,1,1,1-4-2,870,1-2-4,280,1-4,380,1-4,380
若松,2026/5/18,9,3,2,4027,松江秀徳,finish,23,12,6.88,2,0.21,1.52.3,逃げ,1800,晴,東,1,1,1-4-2,870,1-2-4,280,1-4,380,1-4,380
若松,2026/5/18,9,4,5,4164,岩永節也,finish,19,34,6.90,5,0.22,1.53.3,逃げ,1800,晴,東,1,1,1-4-2,870,1-2-4,280,1-4,380,1-4,380
若松,2026/5/18,9,5,3,3458,東健介,finish,9,59,6.92,3,0.12,. .,逃げ,1800,晴,東,1,1,1-4-2,870,1-2-4,280,1-4,380,1-4,380
若松,2026/5/18,9,6,6,4142,平野和明,finish,29,14,6.93,6,0.22,. .,逃げ,1800,晴,東,1,1,1-4-2,870,1-2-4,280,1-4,380,1-4,380
若松,2026/5/18,10,1,1,4521,小池公生,finish,25,56,6.88,1,0.18,1.49.7,逃げ,1800,晴,東,3,3,1-4-5,1130,1-4-5,440,1-4,520,1-4,360
若松,2026/5/18,10,2,4,4009,小林一樹,finish,27,32,6.87,4,0.10,1.51.2,逃げ,1800,晴,東,3,3,1-4-5,1130,1-4-5,440,1-4,520,1-4,360
若松,2026/5/18,10,3,5,5158,宮脇遼太,finish,34,25,6.85,5,0.15,1.52.1,逃げ,1800,晴,東,3,3,1-4-5,1130,1-4-5,440,1-4,520,1-4,360
若松,2026/5/18,10,4,2,3406,中里英夫,finish,20,22,6.92,2,0.14,1.53.2,逃げ,1800,晴,東,3,3,1-4-5,1130,1-4-5,440,1-4,520,1-4,360
若松,2026/5/18,10,5,6,4442,松竹大輔,finish,12,61,6.80,6,0.16,. .,逃げ,1800,晴,東,3,3,1-4-5,1130,1-4-5,440,1-4,520,1-4,360
若松,2026/5/18,10,6,3,4158,木場雄二郎,finish,33,37,6.90,3,0.11,. .,逃げ,1800,晴,東,3,3,1-4-5,1130,1-4-5,440,1-4,520,1-4,360
若松,2026/5/18,11,1,1,4503,上野真之介,finish,43,63,6.86,1,0.07,1.49.5,逃げ,1800,晴,北東,1,1,1-3-2,420,1-2-3,200,1-3,170,1-3,200
若松,2026/5/18,11,2,3,4488,小山勉,finish,4,39,6.82,3,0.13,1.51.2,逃げ,1800,晴,北東,1,1,1-3-2,420,1-2-3,200,1-3,170,1-3,200
若松,2026/5/18,11,3,2,4423,坂口貴彦,finish,35,38,6.86,2,0.18,1.52.8,逃げ,1800,晴,北東,1,1,1-3-2,420,1-2-3,200,1-3,170,1-3,200
若松,2026/5/18,11,4,6,4467,渡邉俊介,finish,30,17,6.88,6,0.07,1.53.7,逃げ,1800,晴,北東,1,1,1-3-2,420,1-2-3,200,1-3,170,1-3,200
若松,2026/5/18,11,5,5,4540,相原利章,finish,38,66,6.88,5,0.05,. .,逃げ,1800,晴,北東,1,1,1-3-2,420,1-2-3,200,1-3,170,1-3,200
若松,2026/5/18,11,6,4,5031,渡辺空依,finish,54,60,6.87,4,0.06,. .,逃げ,1800,晴,北東,1,1,1-3-2,420,1-2-3,200,1-3,170,1-3,200
若松,2026/5/18,12,1,4,4804,高田ひかる,finish,13,52,6.77,4,0.14,1.49.9,まくり,1800,晴,東,3,3,4-6-1,4750,1-4-6,840,4-6,1500,4-6,1330
若松,2026/5/18,12,2,6,4927,関野文,finish,46,74,6.91,6,0.13,1.51.2,まくり,1800,晴,東,3,3,4-6-1,4750,1-4-6,840,4-6,1500,4-6,1330
若松,2026/5/18,12,3,1,5163,清水愛海,finish,55,31,6.87,1,0.19,1.53.7,まくり,1800,晴,東,3,3,4-6-1,4750,1-4-6,840,4-6,1500,4-6,1330
若松,2026/5/18,12,4,5,5358,増本杏珠,finish,2,35,6.89,5,0.13,1.54.3,まくり,1800,晴,東,3,3,4-6-1,4750,1-4-6,840,4-6,1500,4-6,1330
