会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
大村,2026/3/11,6,2,1,4832,権藤俊光,finish,64,57,6.81,1,0.12,1.48.5,2-1-3,1180,1-2-3,300,2-1,470,1-2,200
大村,2026/3/11,6,3,3,4732,堀本和也,finish,18,45,6.79,3,0.12,1.50.6,2-1-3,1180,1-2-3,300,2-1,470,1-2,200
大村,2026/3/11,6,4,4,3876,中辻崇人,finish,76,66,6.73,4,0.14,1.52.2,2-1-3,1180,1-2-3,300,2-1,470,1-2,200
大村,2026/3/11,6,5,6,3783,瓜生正義,finish,25,26,6.80,6,0.19,. .,2-1-3,1180,1-2-3,300,2-1,470,1-2,200
大村,2026/3/11,6,6,5,4824,松井洪弥,finish,69,71,6.84,5,0.17,. .,2-1-3,1180,1-2-3,300,2-1,470,1-2,200
大村,2026/3/11,7,1,6,4024,井口佳典,finish,26,19,6.83,6,0.11,1.48.9,6-1-3,174230,1-3-6,2130,6-1,25550,1-6,5250
大村,2026/3/11,7,2,1,4645,上村純一,finish,40,77,6.77,1,0.05,1.49.6,6-1-3,174230,1-3-6,2130,6-1,25550,1-6,5250
大村,2026/3/11,7,3,3,4686,丸野一樹,finish,13,60,6.74,3,0.10,1.51.2,6-1-3,174230,1-3-6,2130,6-1,25550,1-6,5250
大村,2026/3/11,7,4,5,5043,中村日向,finish,14,76,6.79,5,0.06,1.52.0,6-1-3,174230,1-3-6,2130,6-1,25550,1-6,5250
大村,2026/3/11,7,5,4,5121,定松勇樹,finish,20,33,6.76,4,0.01,. .,6-1-3,174230,1-3-6,2130,6-1,25550,1-6,5250
大村,2026/3/11,7,6,2,4688,永井彪也,finish,60,32,6.80,2,0.10,. .,6-1-3,174230,1-3-6,2130,6-1,25550,1-6,5250
大村,2026/3/11,8,1,1,4262,馬場貴也,finish,33,17,6.77,1,0.06,1.47.7,1-2-3,570,1-2-3,390,1-2,300,1-2,300
大村,2026/3/11,8,2,2,4391,松田祐季,finish,63,56,6.76,2,0.07,1.50.2,1-2-3,570,1-2-3,390,1-2,300,1-2,300
大村,2026/3/11,8,3,3,3960,菊地孝平,finish,30,68,6.80,3,0.06,1.51.2,1-2-3,570,1-2-3,390,1-2,300,1-2,300
大村,2026/3/11,8,4,5,4292,麻生慎介,finish,39,70,6.83,6,0.08,1.52.4,1-2-3,570,1-2-3,390,1-2,300,1-2,300
大村,2026/3/11,8,5,6,4850,野中一平,finish,27,64,6.78,5,0.06,. .,1-2-3,570,1-2-3,390,1-2,300,1-2,300
大村,2026/3/11,8,6,4,4294,古賀繁輝,finish,52,72,6.80,4,0.09,. .,1-2-3,570,1-2-3,390,1-2,300,1-2,300
大村,2026/3/11,9,1,5,4344,新田雄史,finish,74,61,6.80,5,0.17,1.47.8,5-1-3,12260,1-3-5,1070,5-1,2040,1-5,550
大村,2026/3/11,9,2,1,3388,今垣光太郎,finish,62,49,6.73,1,0.06,1.49.3,5-1-3,12260,1-3-5,1070,5-1,2040,1-5,550
大村,2026/3/11,9,3,3,4715,村上遼,finish,46,52,6.76,3,0.14,1.49.7,5-1-3,12260,1-3-5,1070,5-1,2040,1-5,550
大村,2026/3/11,9,4,2,4168,石野貴之,finish,50,69,6.67,2,0.08,1.49.9,5-1-3,12260,1-3-5,1070,5-1,2040,1-5,550
大村,2026/3/11,9,5,4,4188,久田敏之,finish,65,51,6.79,4,0.17,. .,5-1-3,12260,1-3-5,1070,5-1,2040,1-5,550
大村,2026/3/11,9,6,6,4928,栗城匠,finish,43,50,6.75,6,0.17,. .,5-1-3,12260,1-3-5,1070,5-1,2040,1-5,550
大村,2026/3/11,10,1,1,4337,平本真之,finish,44,22,6.71,1,0.17,1.47.6,1-5-6,7390,1-5-6,3650,1-5,1170,1-5,940
大村,2026/3/11,10,2,5,4831,羽野直也,finish,59,59,6.76,5,0.16,1.49.5,1-5-6,7390,1-5-6,3650,1-5,1170,1-5,940
大村,2026/3/11,10,3,6,4659,木下翔太,finish,56,78,6.82,6,0.11,1.51.1,1-5-6,7390,1-5-6,3650,1-5,1170,1-5,940
大村,2026/3/11,10,4,2,4985,井本昌也,finish,49,63,6.79,2,0.15,1.52.3,1-5-6,7390,1-5-6,3650,1-5,1170,1-5,940
大村,2026/3/11,10,5,3,3779,原田幸哉,finish,53,15,6.73,3,0.12,. .,1-5-6,7390,1-5-6,3650,1-5,1170,1-5,940
大村,2026/3/11,10,,4,4907,小池修平,S1,,,,,,,,,,,,,,
大村,2026/3/11,11,1,3,5028,原田才一郎,finish,29,53,6.72,3,0.09,1.47.1,3-1-5,33190,1-3-5,1880,3-1,4030,1-3,520
大村,2026/3/11,11,2,1,4719,上條暢嵩,finish,58,40,6.71,1,0.14,1.48.5,3-1-5,33190,1-3-5,1880,3-1,4030,1-3,520
大村,2026/3/11,11,3,5,3719,辻栄蔵,finish,71,65,6.75,5,0.08,1.50.5,3-1-5,33190,1-3-5,1880,3-1,4030,1-3,520
大村,2026/3/11,11,4,4,4320,峰竜太,finish,47,47,6.75,4,0.08,1.51.6,3-1-5,33190,1-3-5,1880,3-1,4030,1-3,520
大村,2026/3/11,11,5,6,4504,前田将太,finish,48,35,6.78,6,0.11,. .,3-1-5,33190,1-3-5,1880,3-1,4030,1-3,520
大村,2026/3/11,11,6,2,4757,山田祐也,finish,73,24,6.80,2,0.16,. .,3-1-5,33190,1-3-5,1880,3-1,4030,1-3,520
大村,2026/3/11,12,1,1,4933,板橋侑我,finish,11,55,6.69,1,0.13,1.47.5,1-5-2,11110,1-2-5,1800,1-5,3960,1-5,2400
大村,2026/3/11,12,2,5,3716,石渡鉄兵,finish,22,58,6.78,5,0.07,1.48.7,1-5-2,11110,1-2-5,1800,1-5,3960,1-5,2400
大村,2026/3/11,12,3,2,5121,定松勇樹,finish,20,33,6.72,2,0.11,1.50.7,1-5-2,11110,1-2-5,1800,1-5,3960,1-5,2400
大村,2026/3/11,12,4,3,4074,柳沢一,finish,34,41,6.68,3,0.08,1.51.7,1-5-2,11110,1-2-5,1800,1-5,3960,1-5,2400
大村,2026/3/11,12,5,6,4732,堀本和也,finish,18,45,6.76,6,0.05,. .,1-5-2,11110,1-2-5,1800,1-5,3960,1-5,2400
大村,2026/3/11,12,6,4,3897,白井英治,finish,36,23,6.72,4,0.07,. .,1-5-2,11110,1-2-5,1800,1-5,3960,1-5,2400
福岡,2026/3/11,1,1,1,4362,土屋智則,finish,67,134,6.82,1,0.19,1.49.3,1-3-2,1270,1-2-3,490,1-3,260,1-3,250
福岡,2026/3/11,1,2,3,4837,酒井陽祐,finish,22,152,6.88,3,0.18,1.51.5,1-3-2,1270,1-2-3,490,1-3,260,1-3,250
福岡,2026/3/11,1,3,2,5334,樫葉新心,finish,34,123,6.85,2,0.19,1.51.8,1-3-2,1270,1-2-3,490,1-3,260,1-3,250
福岡,2026/3/11,1,4,5,5053,山口広樹,finish,36,158,6.84,5,0.22,1.53.9,1-3-2,1270,1-2-3,490,1-3,260,1-3,250
福岡,2026/3/11,1,5,4,5183,中野孝二,finish,38,143,6.88,4,0.21,. .,1-3-2,1270,1-2-3,490,1-3,260,1-3,250
福岡,2026/3/11,1,6,6,5413,宮城那菜,finish,40,139,6.90,6,0.18,. .,1-3-2,1270,1-2-3,490,1-3,260,1-3,250
福岡,2026/3/11,2,1,4,5158,宮脇遼太,finish,39,129,6.78,4,0.16,1.50.1,4-3-1,5290,1-3-4,340,4-3,2840,3-4,1270
福岡,2026/3/11,2,2,3,4815,伏島祐介,finish,53,119,6.85,3,0.20,1.51.6,4-3-1,5290,1-3-4,340,4-3,2840,3-4,1270
福岡,2026/3/11,2,3,1,4635,峰重力也,finish,57,157,6.80,1,0.17,1.52.9,4-3-1,5290,1-3-4,340,4-3,2840,3-4,1270
福岡,2026/3/11,2,4,2,4878,西岡育未,finish,51,142,6.85,2,0.20,1.53.5,4-3-1,5290,1-3-4,340,4-3,2840,3-4,1270
福岡,2026/3/11,2,5,5,5398,鐘ヶ江真司,finish,74,146,6.75,5,0.21,. .,4-3-1,5290,1-3-4,340,4-3,2840,3-4,1270
福岡,2026/3/11,2,6,6,5007,近藤雄一郎,finish,71,151,6.82,6,0.24,. .,4-3-1,5290,1-3-4,340,4-3,2840,3-4,1270
福岡,2026/3/11,3,1,2,4465,大西賢,finish,54,140,6.87,2,0.08,1.49.9,2-5-1,39840,1-2-5,3100,2-5,11150,2-5,5180
福岡,2026/3/11,3,2,5,4846,佐藤駿介,finish,70,135,6.80,5,0.21,1.51.2,2-5-1,39840,1-2-5,3100,2-5,11150,2-5,5180
福岡,2026/3/11,3,3,1,5032,谷口知優,finish,69,132,6.84,1,0.20,1.52.4,2-5-1,39840,1-2-5,3100,2-5,11150,2-5,5180
福岡,2026/3/11,3,4,3,4590,渡邉優美,finish,21,138,6.84,3,0.13,1.52.7,2-5-1,39840,1-2-5,3100,2-5,11150,2-5,5180
福岡,2026/3/11,3,5,4,4880,澤崎雄哉,finish,65,112,6.86,4,0.26,. .,2-5-1,39840,1-2-5,3100,2-5,11150,2-5,5180
福岡,2026/3/11,3,6,6,5061,中村駿平,finish,26,150,6.89,6,0.23,. .,2-5-1,39840,1-2-5,3100,2-5,11150,2-5,5180
福岡,2026/3/11,4,1,2,4526,池田雄祐,finish,19,160,6.71,2,0.12,1.49.8,2-1-4,2910,1-2-4,450,2-1,1760,1-2,280
福岡,2026/3/11,4,2,1,4778,堤啓輔,finish,18,131,6.91,1,0.08,1.50.6,2-1-4,2910,1-2-4,450,2-1,1760,1-2,280
福岡,2026/3/11,4,3,4,5018,竹下大樹,finish,72,130,6.80,4,0.10,1.52.1,2-1-4,2910,1-2-4,450,2-1,1760,1-2,280
福岡,2026/3/11,4,4,5,4861,田中宏樹,finish,55,159,6.81,5,0.13,1.54.0,2-1-4,2910,1-2-4,450,2-1,1760,1-2,280
福岡,2026/3/11,4,5,6,4788,小池哲也,finish,52,147,6.85,6,0.17,. .,2-1-4,2910,1-2-4,450,2-1,1760,1-2,280
福岡,2026/3/11,4,6,3,4486,野村誠,finish,68,162,6.84,3,0.12,. .,2-1-4,2910,1-2-4,450,2-1,1760,1-2,280
福岡,2026/3/11,5,1,2,5219,森口和紀,finish,50,141,6.90,2,0.16,1.49.2,2-1-3,2690,1-2-3,470,2-1,860,1-2,260
福岡,2026/3/11,5,2,1,4508,野間大樹,finish,25,122,6.80,1,0.18,1.50.3,2-1-3,2690,1-2-3,470,2-1,860,1-2,260
福岡,2026/3/11,5,3,3,4485,楠原正剛,finish,42,136,6.95,3,0.15,1.51.4,2-1-3,2690,1-2-3,470,2-1,860,1-2,260
福岡,2026/3/11,5,4,4,4631,新井英孝,finish,66,125,6.94,4,0.14,1.53.1,2-1-3,2690,1-2-3,470,2-1,860,1-2,260
福岡,2026/3/11,5,5,6,5142,常住蓮,finish,33,133,6.81,6,0.23,. .,2-1-3,2690,1-2-3,470,2-1,860,1-2,260
福岡,2026/3/11,5,6,5,5413,宮城那菜,finish,40,139,6.89,5,0.19,. .,2-1-3,2690,1-2-3,470,2-1,860,1-2,260
福岡,2026/3/11,6,1,3,4529,嶋義信,finish,20,144,6.91,3,0.11,1.49.5,3-2-5,18690,2-3-5,3270,3-2,5660,2-3,3840
福岡,2026/3/11,6,2,2,5053,山口広樹,finish,36,158,6.85,2,0.17,1.51.0,3-2-5,18690,2-3-5,3270,3-2,5660,2-3,3840
福岡,2026/3/11,6,3,5,4424,松尾昂明,finish,28,137,6.79,4,0.15,1.52.6,3-2-5,18690,2-3-5,3270,3-2,5660,2-3,3840
福岡,2026/3/11,6,4,6,4962,畑竜生,finish,24,155,6.83,6,0.18,1.52.9,3-2-5,18690,2-3-5,3270,3-2,5660,2-3,3840
福岡,2026/3/11,6,5,1,5109,川崎智稔,finish,43,126,6.82,1,0.12,. .,3-2-5,18690,2-3-5,3270,3-2,5660,2-3,3840
福岡,2026/3/11,6,6,4,5398,鐘ヶ江真司,finish,74,146,6.77,5,0.16,. .,3-2-5,18690,2-3-5,3270,3-2,5660,2-3,3840
福岡,2026/3/11,7,1,1,4837,酒井陽祐,finish,22,152,6.83,1,0.15,1.49.5,1-2-4,1190,1-2-4,610,1-2,440,1-2,370
福岡,2026/3/11,7,2,2,5002,上田健太,finish,73,164,6.79,2,0.16,1.51.0,1-2-4,1190,1-2-4,610,1-2,440,1-2,370
福岡,2026/3/11,7,3,4,4411,沢田昭宏,finish,41,148,6.87,4,0.13,1.52.5,1-2-4,1190,1-2-4,610,1-2,440,1-2,370
福岡,2026/3/11,7,4,5,4635,峰重力也,finish,57,157,6.79,5,0.13,1.53.9,1-2-4,1190,1-2-4,610,1-2,440,1-2,370
福岡,2026/3/11,7,5,6,4819,蜂須瑞生,finish,44,127,6.84,6,0.14,. .,1-2-4,1190,1-2-4,610,1-2,440,1-2,370
福岡,2026/3/11,7,6,3,4846,佐藤駿介,finish,70,135,6.83,3,0.11,. .,1-2-4,1190,1-2-4,610,1-2,440,1-2,370
福岡,2026/3/11,8,,1,4815,伏島祐介,F,,,,,,,,,,,,,,
福岡,2026/3/11,8,,2,5183,中野孝二,F,,,,,,,,,,,,,,
福岡,2026/3/11,8,,3,4778,堤啓輔,F,,,,,,,,,,,,,,
福岡,2026/3/11,8,,4,5193,米丸乃絵,F,,,,,,,,,,,,,,
福岡,2026/3/11,8,,5,4465,大西賢,F,,,,,,,,,,,,,,
福岡,2026/3/11,8,0,6,3898,平田忠則,finish,27,128,6.81,6,0.27,. .,,,,,,,,
福岡,2026/3/11,9,1,1,5158,宮脇遼太,finish,39,129,6.77,1,0.11,1.49.2,1-5-6,3690,1-5-6,1270,1-5,250,1-5,260
福岡,2026/3/11,9,2,5,5142,常住蓮,finish,33,133,6.77,5,0.17,1.50.7,1-5-6,3690,1-5-6,1270,1-5,250,1-5,260
福岡,2026/3/11,9,3,6,4880,澤崎雄哉,finish,65,112,6.90,6,0.23,1.52.3,1-5-6,3690,1-5-6,1270,1-5,250,1-5,260
福岡,2026/3/11,9,4,2,4979,中野夢斗,finish,23,154,6.83,2,0.20,1.53.6,1-5-6,3690,1-5-6,1270,1-5,250,1-5,260
福岡,2026/3/11,9,5,3,4788,小池哲也,finish,52,147,6.83,3,0.18,. .,1-5-6,3690,1-5-6,1270,1-5,250,1-5,260
福岡,2026/3/11,9,6,4,5334,樫葉新心,finish,34,123,6.83,4,0.28,. .,1-5-6,3690,1-5-6,1270,1-5,250,1-5,260
福岡,2026/3/11,10,1,1,4796,春園功太,finish,56,149,6.68,1,0.23,1.49.8,1-5-3,4140,1-3-5,1070,1-5,1270,1-5,870
福岡,2026/3/11,10,2,5,4463,三苫晃幸,finish,75,145,6.83,5,0.28,1.51.6,1-5-3,4140,1-3-5,1070,1-5,1270,1-5,870
福岡,2026/3/11,10,3,3,5219,森口和紀,finish,50,141,6.83,3,0.32,1.53.2,1-5-3,4140,1-3-5,1070,1-5,1270,1-5,870
福岡,2026/3/11,10,4,6,4526,池田雄祐,finish,19,160,6.73,6,0.29,1.53.9,1-5-3,4140,1-3-5,1070,1-5,1270,1-5,870
福岡,2026/3/11,10,5,2,4424,松尾昂明,finish,28,137,6.73,2,0.26,. .,1-5-3,4140,1-3-5,1070,1-5,1270,1-5,870
福岡,2026/3/11,10,6,4,5033,藤原孝斗,finish,17,156,6.82,4,0.26,. .,1-5-3,4140,1-3-5,1070,1-5,1270,1-5,870
福岡,2026/3/11,11,1,1,5018,竹下大樹,finish,72,130,6.73,1,0.09,1.49.0,1-5-6,1770,1-5-6,1020,1-5,260,1-5,270
福岡,2026/3/11,11,2,5,4362,土屋智則,finish,67,134,6.83,3,0.11,1.50.5,1-5-6,1770,1-5-6,1020,1-5,260,1-5,270
福岡,2026/3/11,11,3,6,4485,楠原正剛,finish,42,136,6.93,5,0.20,1.51.9,1-5-6,1770,1-5-6,1020,1-5,260,1-5,270
福岡,2026/3/11,11,4,3,4962,畑竜生,finish,24,155,6.77,4,0.14,1.54.0,1-5-6,1770,1-5-6,1020,1-5,260,1-5,270
福岡,2026/3/11,11,5,2,4411,沢田昭宏,finish,41,148,6.80,2,0.17,. .,1-5-6,1770,1-5-6,1020,1-5,260,1-5,270
福岡,2026/3/11,11,6,4,5061,中村駿平,finish,26,150,6.91,6,0.18,. .,1-5-6,1770,1-5-6,1020,1-5,260,1-5,270
福岡,2026/3/11,12,1,1,4590,渡邉優美,finish,21,138,6.84,1,0.09,1.48.4,1-5-3,4310,1-3-5,890,1-5,1720,1-5,1470
福岡,2026/3/11,12,2,5,4947,間庭菜摘,finish,35,153,6.84,5,0.10,1.50.6,1-5-3,4310,1-3-5,890,1-5,1720,1-5,1470
福岡,2026/3/11,12,3,3,5193,米丸乃絵,finish,37,104,6.82,3,0.16,1.52.3,1-5-3,4310,1-3-5,890,1-5,1720,1-5,1470
福岡,2026/3/11,12,4,4,4878,西岡育未,finish,51,142,6.85,4,0.15,1.53.1,1-5-3,4310,1-3-5,890,1-5,1720,1-5,1470
福岡,2026/3/11,12,5,2,4819,蜂須瑞生,finish,44,127,6.82,2,0.10,. .,1-5-3,4310,1-3-5,890,1-5,1720,1-5,1470
福岡,2026/3/11,12,6,6,5203,神里琴音,finish,16,161,6.83,6,0.15,. .,1-5-3,4310,1-3-5,890,1-5,1720,1-5,1470
若松,2026/3/11,1,1,5,3987,後藤正宗,finish,39,22,6.85,5,0.17,1.49.5,5-4-1,8230,1-4-5,670,5-4,2830,4-5,1250
若松,2026/3/11,1,2,4,3664,鈴木賢一,finish,14,47,6.86,4,0.21,1.50.8,5-4-1,8230,1-4-5,670,5-4,2830,4-5,1250
若松,2026/3/11,1,3,1,4474,渡辺崇,finish,20,51,6.88,1,0.24,1.53.0,5-4-1,8230,1-4-5,670,5-4,2830,4-5,1250
若松,2026/3/11,1,4,6,4592,小林孝弘,finish,10,65,6.91,6,0.22,1.53.8,5-4-1,8230,1-4-5,670,5-4,2830,4-5,1250
若松,2026/3/11,1,5,2,4220,深川和仁,finish,46,59,6.88,2,0.29,. .,5-4-1,8230,1-4-5,670,5-4,2830,4-5,1250
若松,2026/3/11,1,6,3,4094,中島真二,finish,62,35,6.86,3,0.31,. .,5-4-1,8230,1-4-5,670,5-4,2830,4-5,1250
若松,2026/3/11,2,1,5,4413,水摩敦,finish,21,37,6.84,4,0.22,1.49.7,5-3-6,3130,3-5-6,640,5-3,1420,3-5,780
若松,2026/3/11,2,2,3,3566,川添英正,finish,23,21,6.79,3,0.27,1.51.0,5-3-6,3130,3-5-6,640,5-3,1420,3-5,780
若松,2026/3/11,2,3,6,4624,高田明,finish,50,48,6.82,5,0.25,1.53.4,5-3-6,3130,3-5-6,640,5-3,1420,3-5,780
若松,2026/3/11,2,4,2,4213,重富伸也,finish,52,38,6.84,2,0.27,1.54.6,5-3-6,3130,3-5-6,640,5-3,1420,3-5,780
若松,2026/3/11,2,5,1,4917,岩橋裕馬,finish,7,75,6.89,1,0.28,. .,5-3-6,3130,3-5-6,640,5-3,1420,3-5,780
若松,2026/3/11,2,6,4,4723,寺島吉彦,finish,18,50,6.69,6,0.26,. .,5-3-6,3130,3-5-6,640,5-3,1420,3-5,780
若松,2026/3/11,3,1,1,4948,木場悠介,finish,6,58,6.83,1,0.07,1.49.1,1-4-5,1980,1-4-5,690,1-4,410,1-4,250
若松,2026/3/11,3,2,4,4983,前田篤哉,finish,19,68,6.80,4,0.07,1.50.9,1-4-5,1980,1-4-5,690,1-4,410,1-4,250
若松,2026/3/11,3,3,5,3381,滝沢芳行,finish,58,11,6.77,5,0.03,1.52.0,1-4-5,1980,1-4-5,690,1-4,410,1-4,250
若松,2026/3/11,3,4,6,4189,川上剛,finish,16,13,6.85,6,0.19,1.53.6,1-4-5,1980,1-4-5,690,1-4,410,1-4,250
若松,2026/3/11,3,5,3,3558,山本浩次,finish,60,61,6.89,3,0.17,. .,1-4-5,1980,1-4-5,690,1-4,410,1-4,250
若松,2026/3/11,3,6,2,4583,古田祐貴,finish,53,57,6.87,2,0.13,. .,1-4-5,1980,1-4-5,690,1-4,410,1-4,250
若松,2026/3/11,4,1,3,4241,大串重幸,finish,43,29,6.91,3,0.04,1.49.8,3-4-2,6050,2-3-4,1320,3-4,610,3-4,850
若松,2026/3/11,4,2,4,4295,小坂尚哉,finish,45,28,6.87,4,0.03,1.50.3,3-4-2,6050,2-3-4,1320,3-4,610,3-4,850
若松,2026/3/11,4,3,2,4740,齋藤達希,finish,12,66,6.84,2,0.03,1.52.4,3-4-2,6050,2-3-4,1320,3-4,610,3-4,850
若松,2026/3/11,4,4,1,3319,山崎義明,finish,61,46,6.87,1,0.04,1.53.2,3-4-2,6050,2-3-4,1320,3-4,610,3-4,850
若松,2026/3/11,4,5,6,4193,郷原章平,finish,13,33,6.86,6,0.14,. .,3-4-2,6050,2-3-4,1320,3-4,610,3-4,850
若松,2026/3/11,4,6,5,4969,町田洸希,finish,57,18,6.85,5,0.08,. .,3-4-2,6050,2-3-4,1320,3-4,610,3-4,850
若松,2026/3/11,5,1,1,4545,岡村慶太,finish,47,73,6.84,1,0.22,1.48.6,1-4-3,1260,1-3-4,470,1-4,360,1-4,310
若松,2026/3/11,5,2,4,4376,藤田靖弘,finish,8,52,6.85,4,0.19,1.50.8,1-4-3,1260,1-3-4,470,1-4,360,1-4,310
若松,2026/3/11,5,3,3,3986,沖島広和,finish,22,39,6.86,3,0.22,1.52.6,1-4-3,1260,1-3-4,470,1-4,360,1-4,310
若松,2026/3/11,5,4,6,5000,岡本翔太郎,finish,1,72,6.83,6,0.14,1.54.1,1-4-3,1260,1-3-4,470,1-4,360,1-4,310
若松,2026/3/11,5,5,5,4872,山下流心,finish,36,31,6.92,5,0.14,. .,1-4-3,1260,1-3-4,470,1-4,360,1-4,310
若松,2026/3/11,5,6,2,4159,向後龍一,finish,30,23,6.85,2,0.24,. .,1-4-3,1260,1-3-4,470,1-4,360,1-4,310
若松,2026/3/11,6,1,5,3514,山一鉄也,finish,4,74,6.84,5,0.14,1.48.6,5-1-2,16970,1-2-5,2110,5-1,3620,1-5,910
若松,2026/3/11,6,2,1,3621,天野晶夫,finish,56,62,6.87,1,0.09,1.50.5,5-1-2,16970,1-2-5,2110,5-1,3620,1-5,910
若松,2026/3/11,6,3,2,3664,鈴木賢一,finish,14,47,6.86,2,0.10,1.51.5,5-1-2,16970,1-2-5,2110,5-1,3620,1-5,910
若松,2026/3/11,6,4,6,4351,里岡右貴,finish,59,26,6.81,6,0.11,1.52.5,5-1-2,16970,1-2-5,2110,5-1,3620,1-5,910
