会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
芦屋,2026/6/5,6,4,4,5143,常盤海心,finish,29,145,6.80,4,0.13,1.52.3,まくり,2-3-6,990,2-3-6,320,2-3,480,2-3,270
芦屋,2026/6/5,6,5,1,3871,池田紫乃,finish,44,146,6.84,1,0.08,. .,まくり,2-3-6,990,2-3-6,320,2-3,480,2-3,270
芦屋,2026/6/5,6,6,5,3551,藤田美代,finish,25,152,6.84,5,0.15,. .,まくり,2-3-6,990,2-3-6,320,2-3,480,2-3,270
芦屋,2026/6/5,7,1,3,5148,松本怜,finish,33,127,6.86,3,0.16,1.49.2,差し,3-4-5,6530,3-4-5,1400,3-4,2380,3-4,1660
芦屋,2026/6/5,7,2,4,5023,久永祥平,finish,30,129,6.92,4,0.19,1.50.7,差し,3-4-5,6530,3-4-5,1400,3-4,2380,3-4,1660
芦屋,2026/6/5,7,3,5,5109,川崎智稔,finish,11,139,6.86,5,0.09,1.52.7,差し,3-4-5,6530,3-4-5,1400,3-4,2380,3-4,1660
芦屋,2026/6/5,7,4,2,3381,滝沢芳行,finish,27,117,6.77,2,0.14,1.53.9,差し,3-4-5,6530,3-4-5,1400,3-4,2380,3-4,1660
芦屋,2026/6/5,7,5,1,3859,多羅尾達之,finish,41,136,6.91,1,0.16,. .,差し,3-4-5,6530,3-4-5,1400,3-4,2380,3-4,1660
芦屋,2026/6/5,7,6,6,5451,知念伶奈,finish,28,165,6.90,6,0.28,. .,差し,3-4-5,6530,3-4-5,1400,3-4,2380,3-4,1660
芦屋,2026/6/5,8,1,2,4596,葛原大陽,finish,35,159,6.83,2,0.11,1.48.7,抜き,2-3-4,820,2-3-4,260,2-3,430,2-3,280
芦屋,2026/6/5,8,2,3,3502,渡邉英児,finish,3,133,6.84,3,0.09,1.50.5,抜き,2-3-4,820,2-3-4,260,2-3,430,2-3,280
芦屋,2026/6/5,8,3,4,4441,末永由楽,finish,36,150,6.84,4,0.08,1.52.2,抜き,2-3-4,820,2-3-4,260,2-3,430,2-3,280
芦屋,2026/6/5,8,4,6,3680,森林太,finish,34,151,6.91,5,0.13,1.53.1,抜き,2-3-4,820,2-3-4,260,2-3,430,2-3,280
芦屋,2026/6/5,8,5,1,3224,栗山繁洋,finish,9,158,6.88,1,0.20,. .,抜き,2-3-4,820,2-3-4,260,2-3,430,2-3,280
芦屋,2026/6/5,8,6,5,5446,長嶺真李愛,finish,40,112,6.92,6,0.16,. .,抜き,2-3-4,820,2-3-4,260,2-3,430,2-3,280
芦屋,2026/6/5,9,1,1,5039,倉田茂将,finish,16,168,6.98,1,0.08,1.49.5,逃げ,1-6-2,6880,1-2-6,920,1-6,2680,1-6,1700
芦屋,2026/6/5,9,2,6,4359,横川聖志,finish,17,160,6.99,6,0.10,1.51.5,逃げ,1-6-2,6880,1-2-6,920,1-6,2680,1-6,1700
芦屋,2026/6/5,9,3,2,4247,齊藤優,finish,14,132,6.86,2,0.07,1.51.8,逃げ,1-6-2,6880,1-2-6,920,1-6,2680,1-6,1700
芦屋,2026/6/5,9,4,5,4073,大橋純一郎,finish,26,153,6.84,5,0.11,1.53.1,逃げ,1-6-2,6880,1-2-6,920,1-6,2680,1-6,1700
芦屋,2026/6/5,9,5,3,5284,嘉手苅徹哉,finish,20,163,6.87,3,0.09,. .,逃げ,1-6-2,6880,1-2-6,920,1-6,2680,1-6,1700
芦屋,2026/6/5,9,6,4,5412,久保田凪紗,finish,24,115,7.02,4,0.09,. .,逃げ,1-6-2,6880,1-2-6,920,1-6,2680,1-6,1700
芦屋,2026/6/5,10,1,1,4556,竹井奈美,finish,38,161,6.91,1,0.08,1.48.2,逃げ,1-4-6,1670,1-4-6,950,1-4,480,1-4,660
芦屋,2026/6/5,10,2,4,3621,天野晶夫,finish,46,154,6.88,4,0.12,1.50.2,逃げ,1-4-6,1670,1-4-6,950,1-4,480,1-4,660
芦屋,2026/6/5,10,3,6,4769,馬場剛,finish,2,137,6.88,6,0.13,1.51.6,逃げ,1-4-6,1670,1-4-6,950,1-4,480,1-4,660
芦屋,2026/6/5,10,4,2,3922,菅沼佳昭,finish,42,111,6.79,2,0.07,1.51.7,逃げ,1-4-6,1670,1-4-6,950,1-4,480,1-4,660
芦屋,2026/6/5,10,5,3,4336,松田竜馬,finish,4,162,6.91,3,0.17,. .,逃げ,1-4-6,1670,1-4-6,950,1-4,480,1-4,660
芦屋,2026/6/5,10,6,5,4109,谷津幸宏,finish,7,124,6.95,5,0.10,. .,逃げ,1-4-6,1670,1-4-6,950,1-4,480,1-4,660
芦屋,2026/6/5,11,1,1,4079,出畑孝典,finish,47,157,6.81,1,0.06,1.48.7,逃げ,1-6-2,2550,1-2-6,500,1-6,1040,1-6,710
芦屋,2026/6/5,11,2,6,4703,森永隆,finish,12,116,6.87,5,0.14,1.50.1,逃げ,1-6-2,2550,1-2-6,500,1-6,1040,1-6,710
芦屋,2026/6/5,11,3,2,4910,中村泰平,finish,37,114,6.83,2,0.04,1.51.2,逃げ,1-6-2,2550,1-2-6,500,1-6,1040,1-6,710
芦屋,2026/6/5,11,4,3,3685,荒井輝年,finish,10,166,6.81,3,0.01,1.51.8,逃げ,1-6-2,2550,1-2-6,500,1-6,1040,1-6,710
芦屋,2026/6/5,11,5,4,4684,楠原翔太,finish,6,125,6.95,4,0.14,. .,逃げ,1-6-2,2550,1-2-6,500,1-6,1040,1-6,710
芦屋,2026/6/5,11,6,5,5148,松本怜,finish,33,127,6.85,6,0.17,. .,逃げ,1-6-2,2550,1-2-6,500,1-6,1040,1-6,710
芦屋,2026/6/5,12,1,2,4601,森野正弘,finish,23,134,6.84,2,0.14,1.48.9,差し,2-1-6,6670,1-2-6,990,2-1,1520,1-2,230
芦屋,2026/6/5,12,2,1,4596,葛原大陽,finish,35,159,6.81,1,0.10,1.49.4,差し,2-1-6,6670,1-2-6,990,2-1,1520,1-2,230
芦屋,2026/6/5,12,3,6,5049,松井友汰,finish,21,169,6.78,6,0.21,1.51.0,差し,2-1-6,6670,1-2-6,990,2-1,1520,1-2,230
芦屋,2026/6/5,12,4,3,4357,田中和也,finish,45,122,6.82,3,0.16,1.51.2,差し,2-1-6,6670,1-2-6,990,2-1,1520,1-2,230
芦屋,2026/6/5,12,5,4,3859,多羅尾達之,finish,41,136,6.89,4,0.11,. .,差し,2-1-6,6670,1-2-6,990,2-1,1520,1-2,230
芦屋,2026/6/5,12,6,5,4424,松尾昂明,finish,18,167,6.77,5,0.15,. .,差し,2-1-6,6670,1-2-6,990,2-1,1520,1-2,230
若松,2026/6/5,1,1,1,5318,河内一馬,finish,30,37,6.81,1,0.09,1.51.9,逃げ,1-2-3,2140,1-2-3,560,1-2,1280,1-2,1000
若松,2026/6/5,1,2,2,4429,豊田泰洋,finish,60,39,6.85,2,0.12,1.53.4,逃げ,1-2-3,2140,1-2-3,560,1-2,1280,1-2,1000
若松,2026/6/5,1,3,3,4574,東潤樹,finish,24,49,6.84,3,0.16,1.54.0,逃げ,1-2-3,2140,1-2-3,560,1-2,1280,1-2,1000
若松,2026/6/5,1,4,6,4987,島倉都,finish,15,56,6.85,6,0.15,1.55.3,逃げ,1-2-3,2140,1-2-3,560,1-2,1280,1-2,1000
若松,2026/6/5,1,5,5,3930,岸本隆,finish,41,59,6.87,5,0.12,. .,逃げ,1-2-3,2140,1-2-3,560,1-2,1280,1-2,1000
若松,2026/6/5,1,6,4,5152,丸山祐也,finish,55,63,6.86,4,0.13,. .,逃げ,1-2-3,2140,1-2-3,560,1-2,1280,1-2,1000
若松,2026/6/5,2,1,3,4888,金児隆太,finish,33,17,6.75,3,0.27,1.51.3,まくり,3-4-1,3170,1-3-4,630,3-4,540,3-4,480
若松,2026/6/5,2,2,4,3907,村越篤,finish,20,31,6.78,4,0.19,1.52.6,まくり,3-4-1,3170,1-3-4,630,3-4,540,3-4,480
若松,2026/6/5,2,3,1,5180,藤本紗弥香,finish,14,61,6.74,1,0.41,1.54.5,まくり,3-4-1,3170,1-3-4,630,3-4,540,3-4,480
若松,2026/6/5,2,4,6,5417,小柳勝希,finish,4,69,6.75,6,0.24,1.56.1,まくり,3-4-1,3170,1-3-4,630,3-4,540,3-4,480
若松,2026/6/5,2,5,2,4489,岩川仁士,finish,32,27,6.83,2,0.37,. .,まくり,3-4-1,3170,1-3-4,630,3-4,540,3-4,480
若松,2026/6/5,2,6,5,3602,奥平拓也,finish,7,71,6.86,5,0.28,. .,まくり,3-4-1,3170,1-3-4,630,3-4,540,3-4,480
若松,2026/6/5,3,1,2,4513,河野真也,finish,35,64,6.85,3,0.24,1.51.5,まくり,2-4-1,3590,1-2-4,630,2-4,860,2-4,660
若松,2026/6/5,3,2,4,4269,杉山裕也,finish,9,15,6.75,4,0.26,1.52.2,まくり,2-4-1,3590,1-2-4,630,2-4,860,2-4,660
若松,2026/6/5,3,3,1,4006,小野勇作,finish,40,32,6.82,1,0.16,1.53.8,まくり,2-4-1,3590,1-2-4,630,2-4,860,2-4,660
若松,2026/6/5,3,4,3,3866,木山誠一,finish,11,51,6.88,5,0.44,1.54.7,まくり,2-4-1,3590,1-2-4,630,2-4,860,2-4,660
若松,2026/6/5,3,5,6,3532,柴田光,finish,39,34,6.84,2,0.23,. .,まくり,2-4-1,3590,1-2-4,630,2-4,860,2-4,660
若松,2026/6/5,3,6,5,4844,村上奈穂,finish,25,25,6.76,6,0.38,. .,まくり,2-4-1,3590,1-2-4,630,2-4,860,2-4,660
若松,2026/6/5,4,1,3,5043,中村日向,finish,12,24,6.80,3,0.08,1.50.0,まくり差し,3-1-4,2210,1-3-4,960,3-1,480,1-3,160
若松,2026/6/5,4,2,1,4608,荒井翔伍,finish,38,44,6.81,1,0.09,1.52.4,まくり差し,3-1-4,2210,1-3-4,960,3-1,480,1-3,160
若松,2026/6/5,4,3,4,5123,福山恵里奈,finish,18,13,6.77,4,0.07,1.54.2,まくり差し,3-1-4,2210,1-3-4,960,3-1,480,1-3,160
若松,2026/6/5,4,4,5,4375,照屋厚仁,finish,54,23,6.82,5,0.06,1.55.4,まくり差し,3-1-4,2210,1-3-4,960,3-1,480,1-3,160
若松,2026/6/5,4,5,2,5172,田村慶,finish,53,73,6.74,2,0.16,. .,まくり差し,3-1-4,2210,1-3-4,960,3-1,480,1-3,160
若松,2026/6/5,4,6,6,5339,石井伸長,finish,28,70,6.83,6,0.09,. .,まくり差し,3-1-4,2210,1-3-4,960,3-1,480,1-3,160
若松,2026/6/5,5,1,2,4544,松田大志郎,finish,57,11,6.77,2,0.16,1.50.1,抜き,2-1-5,4010,1-2-5,1140,2-1,390,1-2,190
若松,2026/6/5,5,2,1,4834,浜本裕己,finish,58,60,6.87,1,0.12,1.52.2,抜き,2-1-5,4010,1-2-5,1140,2-1,390,1-2,190
若松,2026/6/5,5,3,5,5152,丸山祐也,finish,55,63,6.86,5,0.27,1.54.4,抜き,2-1-5,4010,1-2-5,1140,2-1,390,1-2,190
若松,2026/6/5,5,4,3,5334,樫葉新心,finish,1,35,6.78,3,0.21,1.55.3,抜き,2-1-5,4010,1-2-5,1140,2-1,390,1-2,190
若松,2026/6/5,5,5,4,4543,重木輝彦,finish,47,74,6.74,4,0.26,. .,抜き,2-1-5,4010,1-2-5,1140,2-1,390,1-2,190
若松,2026/6/5,5,6,6,5469,今泉博人,finish,6,54,6.76,6,0.27,. .,抜き,2-1-5,4010,1-2-5,1140,2-1,390,1-2,190
若松,2026/6/5,6,1,3,3703,鳥飼眞,finish,29,16,6.81,3,0.22,1.51.5,抜き,3-1-5,1540,1-3-5,240,3-1,570,1-3,250
若松,2026/6/5,6,2,1,4381,田路朋史,finish,8,52,6.78,1,0.23,1.52.6,抜き,3-1-5,1540,1-3-5,240,3-1,570,1-3,250
若松,2026/6/5,6,3,5,4276,鈴木勝博,finish,10,12,6.87,5,0.29,1.54.2,抜き,3-1-5,1540,1-3-5,240,3-1,570,1-3,250
若松,2026/6/5,6,4,4,3602,奥平拓也,finish,7,71,6.88,4,0.38,1.55.7,抜き,3-1-5,1540,1-3-5,240,3-1,570,1-3,250
若松,2026/6/5,6,5,2,4103,山崎善庸,finish,17,45,6.90,2,0.33,. .,抜き,3-1-5,1540,1-3-5,240,3-1,570,1-3,250
若松,2026/6/5,6,6,6,4224,大橋栄里佳,finish,52,65,6.88,6,0.31,. .,抜き,3-1-5,1540,1-3-5,240,3-1,570,1-3,250
若松,2026/6/5,7,1,1,5064,品川二千翔,finish,48,29,6.80,1,0.06,1.50.8,抜き,1-4-5,750,1-4-5,400,1-4,370,1-4,230
若松,2026/6/5,7,2,4,3532,柴田光,finish,39,34,6.88,3,0.12,1.52.6,抜き,1-4-5,750,1-4-5,400,1-4,370,1-4,230
若松,2026/6/5,7,3,5,3907,村越篤,finish,20,31,6.87,4,0.23,1.53.1,抜き,1-4-5,750,1-4-5,400,1-4,370,1-4,230
若松,2026/6/5,7,4,2,3930,岸本隆,finish,41,59,6.82,2,0.13,1.53.8,抜き,1-4-5,750,1-4-5,400,1-4,370,1-4,230
若松,2026/6/5,7,5,3,4429,豊田泰洋,finish,60,39,6.82,5,0.38,. .,抜き,1-4-5,750,1-4-5,400,1-4,370,1-4,230
若松,2026/6/5,7,6,6,5458,田中大輝,finish,56,38,6.90,6,0.29,. .,抜き,1-4-5,750,1-4-5,400,1-4,370,1-4,230
若松,2026/6/5,8,1,2,4852,川原祐明,finish,27,50,6.79,2,0.15,1.50.8,差し,2-1-3,1030,1-2-3,190,2-1,600,1-2,200
若松,2026/6/5,8,2,1,4375,照屋厚仁,finish,54,23,6.83,1,0.16,1.52.3,差し,2-1-3,1030,1-2-3,190,2-1,600,1-2,200
若松,2026/6/5,8,3,3,4608,荒井翔伍,finish,38,44,6.88,3,0.17,1.54.2,差し,2-1-3,1030,1-2-3,190,2-1,600,1-2,200
若松,2026/6/5,8,4,6,5318,河内一馬,finish,30,37,6.82,6,0.29,1.56.3,差し,2-1-3,1030,1-2-3,190,2-1,600,1-2,200
若松,2026/6/5,8,5,5,5417,小柳勝希,finish,4,69,6.84,5,0.38,. .,差し,2-1-3,1030,1-2-3,190,2-1,600,1-2,200
若松,2026/6/5,8,6,4,3866,木山誠一,finish,11,51,6.94,4,0.18,. .,差し,2-1-3,1030,1-2-3,190,2-1,600,1-2,200
若松,2026/6/5,9,1,1,5155,内山七海,finish,45,36,6.83,1,0.18,1.51.2,逃げ,1-2-5,1600,1-2-5,900,1-2,330,1-2,270
若松,2026/6/5,9,2,2,4844,村上奈穂,finish,25,25,6.78,2,0.15,1.52.5,逃げ,1-2-5,1600,1-2-5,900,1-2,330,1-2,270
若松,2026/6/5,9,3,5,5180,藤本紗弥香,finish,14,61,6.79,5,0.11,1.54.1,逃げ,1-2-5,1600,1-2-5,900,1-2,330,1-2,270
若松,2026/6/5,9,4,3,4987,島倉都,finish,15,56,6.88,3,0.16,1.55.2,逃げ,1-2-5,1600,1-2-5,900,1-2,330,1-2,270
若松,2026/6/5,9,5,4,5334,樫葉新心,finish,1,35,6.84,4,0.16,. .,逃げ,1-2-5,1600,1-2-5,900,1-2,330,1-2,270
若松,2026/6/5,9,6,6,5123,福山恵里奈,finish,18,13,6.79,6,0.09,. .,逃げ,1-2-5,1600,1-2-5,900,1-2,330,1-2,270
若松,2026/6/5,10,1,1,3703,鳥飼眞,finish,29,16,6.81,1,0.09,1.50.1,逃げ,1-2-6,2470,1-2-6,900,1-2,250,1-2,150
若松,2026/6/5,10,2,2,5043,中村日向,finish,12,24,6.77,2,0.11,1.51.5,逃げ,1-2-6,2470,1-2-6,900,1-2,250,1-2,150
若松,2026/6/5,10,3,6,4513,河野真也,finish,35,64,6.83,6,0.20,1.53.1,逃げ,1-2-6,2470,1-2-6,900,1-2,250,1-2,150
若松,2026/6/5,10,4,4,4888,金児隆太,finish,33,17,6.78,4,0.16,1.55.0,逃げ,1-2-6,2470,1-2-6,900,1-2,250,1-2,150
若松,2026/6/5,10,5,5,4006,小野勇作,finish,40,32,6.84,5,0.19,. .,逃げ,1-2-6,2470,1-2-6,900,1-2,250,1-2,150
若松,2026/6/5,10,6,3,5339,石井伸長,finish,28,70,6.86,3,0.11,. .,逃げ,1-2-6,2470,1-2-6,900,1-2,250,1-2,150
若松,2026/6/5,11,1,3,4544,松田大志郎,finish,57,11,6.84,3,0.33,1.50.0,差し,3-5-4,38850,3-4-5,5060,3-5,7670,3-5,7710
若松,2026/6/5,11,2,5,5172,田村慶,finish,53,73,6.83,5,0.24,1.52.0,差し,3-5-4,38850,3-4-5,5060,3-5,7670,3-5,7710
若松,2026/6/5,11,3,4,5064,品川二千翔,finish,48,29,6.81,4,0.26,1.53.1,差し,3-5-4,38850,3-4-5,5060,3-5,7670,3-5,7710
若松,2026/6/5,11,4,6,4489,岩川仁士,finish,32,27,6.85,6,0.26,1.55.5,差し,3-5-4,38850,3-4-5,5060,3-5,7670,3-5,7710
若松,2026/6/5,11,5,2,4269,杉山裕也,finish,9,15,6.79,2,0.31,. .,差し,3-5-4,38850,3-4-5,5060,3-5,7670,3-5,7710
若松,2026/6/5,11,6,1,4543,重木輝彦,finish,47,74,6.81,1,0.39,. .,差し,3-5-4,38850,3-4-5,5060,3-5,7670,3-5,7710
若松,2026/6/5,12,1,1,4072,森永淳,finish,5,66,6.72,1,0.14,1.50.2,逃げ,1-2-3,900,1-2-3,510,1-2,250,1-2,200
若松,2026/6/5,12,2,2,3942,寺田祥,finish,44,62,6.85,2,0.11,1.52.7,逃げ,1-2-3,900,1-2-3,510,1-2,250,1-2,200
若松,2026/6/5,12,3,3,4036,金田諭,finish,37,48,6.82,3,0.11,1.53.3,逃げ,1-2-3,900,1-2-3,510,1-2,250,1-2,200
若松,2026/6/5,12,4,6,4063,市橋卓士,finish,19,47,6.87,6,0.07,1.54.0,逃げ,1-2-3,900,1-2-3,510,1-2,250,1-2,200
若松,2026/6/5,12,5,5,3940,飯山泰,finish,51,20,6.73,5,0.15,. .,逃げ,1-2-3,900,1-2-3,510,1-2,250,1-2,200
若松,2026/6/5,12,6,4,4148,枝尾賢,finish,42,14,6.80,4,0.07,. .,逃げ,1-2-3,900,1-2-3,510,1-2,250,1-2,200
下関,2026/6/5,1,1,1,4017,向井美鈴,finish,69,41,6.70,1,0.14,1.49.1,逃げ,1-6-2,1960,1-2-6,350,1-6,1010,1-6,2120
下関,2026/6/5,1,2,6,4097,貫地谷直人,finish,53,49,6.84,5,0.11,1.51.8,逃げ,1-6-2,1960,1-2-6,350,1-6,1010,1-6,2120
下関,2026/6/5,1,3,2,5076,石原光,finish,61,67,6.87,2,0.16,1.53.1,逃げ,1-6-2,1960,1-2-6,350,1-6,1010,1-6,2120
下関,2026/6/5,1,4,4,3948,大町利克,finish,12,53,6.84,4,0.12,1.53.7,逃げ,1-6-2,1960,1-2-6,350,1-6,1010,1-6,2120
下関,2026/6/5,1,5,3,3982,福田理,finish,26,72,6.86,3,0.14,. .,逃げ,1-6-2,1960,1-2-6,350,1-6,1010,1-6,2120
下関,2026/6/5,1,6,5,5453,久保翔耶,finish,19,45,6.81,6,0.09,. .,逃げ,1-6-2,1960,1-2-6,350,1-6,1010,1-6,2120
下関,2026/6/5,2,1,3,4416,三宅健太,finish,73,21,6.84,3,0.18,1.50.4,まくり差し,3-1-2,5190,1-2-3,420,3-1,1520,1-3,390
下関,2026/6/5,2,2,1,3988,古川誠之,finish,33,40,6.80,1,0.27,1.51.4,まくり差し,3-1-2,5190,1-2-3,420,3-1,1520,1-3,390
下関,2026/6/5,2,3,2,5071,野見山拓己,finish,43,69,6.82,2,0.18,1.52.8,まくり差し,3-1-2,5190,1-2-3,420,3-1,1520,1-3,390
下関,2026/6/5,2,4,4,3333,丸尾義孝,finish,55,17,6.83,4,0.19,1.54.2,まくり差し,3-1-2,5190,1-2-3,420,3-1,1520,1-3,390
下関,2026/6/5,2,5,6,4197,渥美卓郎,finish,63,62,6.83,5,0.18,. .,まくり差し,3-1-2,5190,1-2-3,420,3-1,1520,1-3,390
下関,2026/6/5,2,6,5,5462,山浦槙,finish,15,11,6.81,6,0.19,. .,まくり差し,3-1-2,5190,1-2-3,420,3-1,1520,1-3,390
下関,2026/6/5,3,1,6,4447,深川麻奈美,finish,64,47,6.74,5,0.21,1.49.4,まくり差し,6-1-2,14280,1-2-6,660,6-1,4560,1-6,1100
下関,2026/6/5,3,2,1,4053,芦澤望,finish,58,39,6.75,1,0.15,1.50.9,まくり差し,6-1-2,14280,1-2-6,660,6-1,4560,1-6,1100
下関,2026/6/5,3,3,2,4251,川崎誠志,finish,14,23,6.71,2,0.16,1.52.2,まくり差し,6-1-2,14280,1-2-6,660,6-1,4560,1-6,1100
下関,2026/6/5,3,4,4,3990,芹澤克彦,finish,34,70,6.75,4,0.15,1.53.6,まくり差し,6-1-2,14280,1-2-6,660,6-1,4560,1-6,1100
下関,2026/6/5,3,5,3,3458,東健介,finish,41,52,6.75,3,0.15,. .,まくり差し,6-1-2,14280,1-2-6,660,6-1,4560,1-6,1100
下関,2026/6/5,3,6,5,5428,古園井綾南,finish,39,59,6.71,6,0.25,. .,まくり差し,6-1-2,14280,1-2-6,660,6-1,4560,1-6,1100
下関,2026/6/5,4,1,6,4773,中川りな,finish,60,38,6.78,5,0.15,1.49.8,まくり差し,6-2-3,11690,2-3-6,2420,6-2,2770,2-6,1920
下関,2026/6/5,4,2,2,4317,木村紗友希,finish,51,33,6.80,2,0.23,1.51.7,まくり差し,6-2-3,11690,2-3-6,2420,6-2,2770,2-6,1920
下関,2026/6/5,4,3,3,3361,岡部浩,finish,57,29,6.82,3,0.18,1.53.3,まくり差し,6-2-3,11690,2-3-6,2420,6-2,2770,2-6,1920
下関,2026/6/5,4,4,1,4376,藤田靖弘,finish,28,12,6.83,1,0.28,1.53.6,まくり差し,6-2-3,11690,2-3-6,2420,6-2,2770,2-6,1920
