会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
芦屋,2026/5/15,5,6,5,4205,山口剛,finish,3,115,6.72,5,0.16,1.54.0,4-2-6,29010,2-4-6,3240,4-2,6660,2-4,2620
芦屋,2026/5/15,6,1,1,3590,濱野谷憲吾,finish,8,146,6.76,1,0.18,1.46.8,1-3-4,850,1-3-4,440,1-3,280,1-3,260
芦屋,2026/5/15,6,2,3,4719,上條暢嵩,finish,5,145,6.75,3,0.17,1.48.0,1-3-4,850,1-3-4,440,1-3,280,1-3,260
芦屋,2026/5/15,6,3,4,4848,仲谷颯仁,finish,20,123,6.79,4,0.15,1.49.8,1-3-4,850,1-3-4,440,1-3,280,1-3,260
芦屋,2026/5/15,6,4,2,4030,森高一真,finish,35,159,6.78,2,0.18,1.51.0,1-3-4,850,1-3-4,440,1-3,280,1-3,260
芦屋,2026/5/15,6,5,6,4524,深谷知博,finish,15,150,6.71,6,0.12,1.51.8,1-3-4,850,1-3-4,440,1-3,280,1-3,260
芦屋,2026/5/15,6,6,5,4980,佐々木完太,finish,44,141,6.75,5,0.11,1.53.3,1-3-4,850,1-3-4,440,1-3,280,1-3,260
芦屋,2026/5/15,7,1,4,4736,高倉和士,finish,53,131,6.74,4,0.10,1.47.6,4-2-1,22190,1-2-4,340,4-2,8170,2-4,3110
芦屋,2026/5/15,7,2,2,4262,馬場貴也,finish,47,154,6.67,2,0.13,1.48.7,4-2-1,22190,1-2-4,340,4-2,8170,2-4,3110
芦屋,2026/5/15,7,3,1,4932,新開航,finish,40,158,6.71,1,0.12,1.49.6,4-2-1,22190,1-2-4,340,4-2,8170,2-4,3110
芦屋,2026/5/15,7,4,5,4445,宮地元輝,finish,1,129,6.70,5,0.14,1.50.5,4-2-1,22190,1-2-4,340,4-2,8170,2-4,3110
芦屋,2026/5/15,7,5,6,4579,中嶋健一郎,finish,32,170,6.73,6,0.15,1.52.4,4-2-1,22190,1-2-4,340,4-2,8170,2-4,3110
芦屋,2026/5/15,7,6,3,4539,金子賢志,finish,58,161,6.71,3,0.13,1.53.1,4-2-1,22190,1-2-4,340,4-2,8170,2-4,3110
芦屋,2026/5/15,8,1,1,4586,磯部誠,finish,55,144,6.69,1,0.12,1.47.6,1-4-2,4250,1-2-4,900,1-4,1330,1-4,800
芦屋,2026/5/15,8,2,4,3388,今垣光太郎,finish,52,140,6.74,4,0.18,1.49.0,1-4-2,4250,1-2-4,900,1-4,1330,1-4,800
芦屋,2026/5/15,8,3,2,4290,稲田浩二,finish,33,130,6.71,2,0.20,1.49.8,1-4-2,4250,1-2-4,900,1-4,1330,1-4,800
芦屋,2026/5/15,8,4,5,4544,松田大志郎,finish,31,132,6.69,5,0.23,1.50.7,1-4-2,4250,1-2-4,900,1-4,1330,1-4,800
芦屋,2026/5/15,8,5,6,3719,辻栄蔵,finish,13,165,6.70,6,0.22,1.51.1,1-4-2,4250,1-2-4,900,1-4,1330,1-4,800
芦屋,2026/5/15,8,6,3,3783,瓜生正義,finish,14,121,6.66,3,0.25,1.51.1,1-4-2,4250,1-2-4,900,1-4,1330,1-4,800
芦屋,2026/5/15,9,1,1,4344,新田雄史,finish,41,118,6.68,1,0.12,1.46.6,1-4-2,1380,1-2-4,570,1-4,360,1-4,300
芦屋,2026/5/15,9,2,4,5121,定松勇樹,finish,57,114,6.70,4,0.08,1.48.4,1-4-2,1380,1-2-4,570,1-4,360,1-4,300
芦屋,2026/5/15,9,3,2,4504,前田将太,finish,59,120,6.72,2,0.09,1.49.5,1-4-2,1380,1-2-4,570,1-4,360,1-4,300
芦屋,2026/5/15,9,4,3,3941,池田浩二,finish,11,152,6.75,3,0.08,1.50.6,1-4-2,1380,1-2-4,570,1-4,360,1-4,300
芦屋,2026/5/15,9,5,5,4573,佐藤翼,finish,12,164,6.69,5,0.12,1.51.6,1-4-2,1380,1-2-4,570,1-4,360,1-4,300
芦屋,2026/5/15,9,6,6,5217,藤原碧生,finish,28,157,6.70,6,0.08,1.53.2,1-4-2,1380,1-2-4,570,1-4,360,1-4,300
芦屋,2026/5/15,10,1,1,4719,上條暢嵩,finish,5,145,6.73,1,0.11,1.46.3,1-3-5,910,1-3-5,560,1-3,250,1-3,190
芦屋,2026/5/15,10,2,3,4013,中島孝平,finish,48,162,6.73,3,0.16,1.48.0,1-3-5,910,1-3-5,560,1-3,250,1-3,190
芦屋,2026/5/15,10,3,5,4686,丸野一樹,finish,9,156,6.77,5,0.12,1.49.6,1-3-5,910,1-3-5,560,1-3,250,1-3,190
芦屋,2026/5/15,10,4,2,4494,河合佑樹,finish,38,148,6.72,2,0.14,1.50.8,1-3-5,910,1-3-5,560,1-3,250,1-3,190
芦屋,2026/5/15,10,5,6,3779,原田幸哉,finish,51,113,6.74,6,0.10,1.52.0,1-3-5,910,1-3-5,560,1-3,250,1-3,190
芦屋,2026/5/15,10,6,4,4886,入海馨,finish,6,142,6.76,4,0.12,1.52.1,1-3-5,910,1-3-5,560,1-3,250,1-3,190
芦屋,2026/5/15,11,1,3,4524,深谷知博,finish,15,150,6.74,3,0.19,1.45.8,3-5-6,52960,3-5-6,11720,3-5,10470,3-5,5010
芦屋,2026/5/15,11,2,5,4914,吉田裕平,finish,21,125,6.69,5,0.12,1.48.2,3-5-6,52960,3-5-6,11720,3-5,10470,3-5,5010
芦屋,2026/5/15,11,3,6,4851,関浩哉,finish,45,139,6.74,6,0.12,1.49.0,3-5-6,52960,3-5-6,11720,3-5,10470,3-5,5010
芦屋,2026/5/15,11,4,1,3897,白井英治,finish,30,112,6.73,1,0.16,1.49.8,3-5-6,52960,3-5-6,11720,3-5,10470,3-5,5010
芦屋,2026/5/15,11,5,2,3721,守田俊介,finish,18,147,6.80,2,0.15,1.51.9,3-5-6,52960,3-5-6,11720,3-5,10470,3-5,5010
芦屋,2026/5/15,11,6,4,5084,末永和也,finish,7,124,6.75,4,0.17,1.53.4,3-5-6,52960,3-5-6,11720,3-5,10470,3-5,5010
芦屋,2026/5/15,12,1,1,4371,西山貴浩,finish,4,135,6.71,1,0.05,1.46.7,1-3-6,1550,1-3-6,880,1-3,270,1-3,210
芦屋,2026/5/15,12,2,3,4320,峰竜太,finish,22,151,6.66,3,0.09,1.47.4,1-3-6,1550,1-3-6,880,1-3,270,1-3,210
芦屋,2026/5/15,12,3,6,4831,羽野直也,finish,39,163,6.71,6,0.11,1.49.8,1-3-6,1550,1-3-6,880,1-3,270,1-3,210
芦屋,2026/5/15,12,4,4,4444,桐生順平,finish,50,117,6.72,5,0.14,1.50.2,1-3-6,1550,1-3-6,880,1-3,270,1-3,210
芦屋,2026/5/15,12,5,5,4337,平本真之,finish,27,155,6.84,4,0.12,1.52.2,1-3-6,1550,1-3-6,880,1-3,270,1-3,210
芦屋,2026/5/15,12,6,2,3960,菊地孝平,finish,54,160,6.70,2,0.12,1.52.2,1-3-6,1550,1-3-6,880,1-3,270,1-3,210
若松,2026/5/15,1,1,1,4023,柴田友和,finish,21,18,6.86,1,0.17,1.50.6,1-4-3,2940,1-3-4,470,1-4,1860,1-4,630
若松,2026/5/15,1,2,4,3807,岡部哲,finish,39,69,6.95,4,0.17,1.51.3,1-4-3,2940,1-3-4,470,1-4,1860,1-4,630
若松,2026/5/15,1,3,3,4442,松竹大輔,finish,12,61,6.88,3,0.14,1.53.2,1-4-3,2940,1-3-4,470,1-4,1860,1-4,630
若松,2026/5/15,1,4,2,4232,笠雅雄,finish,37,42,6.87,2,0.15,1.54.3,1-4-3,2940,1-3-4,470,1-4,1860,1-4,630
若松,2026/5/15,1,5,5,4651,佐藤大騎,finish,47,13,6.95,5,0.19,. .,1-4-3,2940,1-3-4,470,1-4,1860,1-4,630
若松,2026/5/15,1,6,6,3797,岩井繁,finish,7,58,6.99,6,0.19,. .,1-4-3,2940,1-3-4,470,1-4,1860,1-4,630
若松,2026/5/15,2,1,1,3893,汐崎正則,finish,14,15,6.89,1,0.11,1.50.7,1-3-6,1770,1-3-6,770,1-3,690,1-3,290
若松,2026/5/15,2,2,3,4423,坂口貴彦,finish,35,38,6.89,3,0.19,1.51.6,1-3-6,1770,1-3-6,770,1-3,690,1-3,290
若松,2026/5/15,2,3,6,4804,高田ひかる,finish,13,52,6.76,6,0.19,1.53.7,1-3-6,1770,1-3-6,770,1-3,690,1-3,290
若松,2026/5/15,2,4,5,5031,渡辺空依,finish,54,60,6.91,5,0.16,1.54.0,1-3-6,1770,1-3-6,770,1-3,690,1-3,290
若松,2026/5/15,2,5,4,4535,北山康介,finish,45,48,6.92,4,0.15,. .,1-3-6,1770,1-3-6,770,1-3,690,1-3,290
若松,2026/5/15,2,6,2,5358,増本杏珠,finish,2,35,6.93,2,0.26,. .,1-3-6,1770,1-3-6,770,1-3,690,1-3,290
若松,2026/5/15,3,1,4,4027,松江秀徳,finish,23,12,6.90,4,0.18,1.50.3,4-2-5,10020,2-4-5,3120,4-2,1970,2-4,630
若松,2026/5/15,3,2,2,5158,宮脇遼太,finish,34,25,6.90,2,0.20,1.52.1,4-2-5,10020,2-4-5,3120,4-2,1970,2-4,630
若松,2026/5/15,3,3,5,3605,中村守成,finish,49,41,6.95,5,0.20,1.53.0,4-2-5,10020,2-4-5,3120,4-2,1970,2-4,630
若松,2026/5/15,3,4,6,3406,中里英夫,finish,20,22,6.92,6,0.21,1.53.3,4-2-5,10020,2-4-5,3120,4-2,1970,2-4,630
若松,2026/5/15,3,5,3,4085,荻野裕介,finish,42,24,6.92,3,0.33,. .,4-2-5,10020,2-4-5,3120,4-2,1970,2-4,630
若松,2026/5/15,3,6,1,4425,大井清貴,finish,31,11,6.91,1,0.30,. .,4-2-5,10020,2-4-5,3120,4-2,1970,2-4,630
若松,2026/5/15,4,1,2,5020,宮村勇哉,finish,60,45,6.89,2,0.07,1.49.6,2-4-3,29450,2-3-4,3840,2-4,9970,2-4,8300
若松,2026/5/15,4,2,4,4158,木場雄二郎,finish,33,37,6.89,4,0.12,1.50.8,2-4-3,29450,2-3-4,3840,2-4,9970,2-4,8300
若松,2026/5/15,4,3,3,4553,坪口竜也,finish,26,26,6.86,3,0.11,1.52.4,2-4-3,29450,2-3-4,3840,2-4,9970,2-4,8300
若松,2026/5/15,4,4,5,5151,山下奈緒,finish,10,62,6.93,6,0.13,1.54.1,2-4-3,29450,2-3-4,3840,2-4,9970,2-4,8300
若松,2026/5/15,4,5,6,5142,常住蓮,finish,61,36,6.88,5,0.12,. .,2-4-3,29450,2-3-4,3840,2-4,9970,2-4,8300
若松,2026/5/15,4,6,1,4491,田中堅,finish,56,46,6.94,1,0.19,. .,2-4-3,29450,2-3-4,3840,2-4,9970,2-4,8300
若松,2026/5/15,5,1,1,4488,小山勉,finish,4,39,6.81,1,0.19,1.49.5,1-2-4,340,1-2-4,210,1-2,150,1-2,140
若松,2026/5/15,5,2,2,4503,上野真之介,finish,43,63,6.83,2,0.23,1.51.0,1-2-4,340,1-2-4,210,1-2,150,1-2,140
若松,2026/5/15,5,3,4,4142,平野和明,finish,29,14,6.85,4,0.22,1.52.0,1-2-4,340,1-2-4,210,1-2,150,1-2,140
若松,2026/5/15,5,4,5,4416,三宅健太,finish,8,29,6.84,5,0.21,1.54.0,1-2-4,340,1-2-4,210,1-2,150,1-2,140
若松,2026/5/15,5,5,3,4164,岩永節也,finish,19,34,6.91,3,0.21,. .,1-2-4,340,1-2-4,210,1-2,150,1-2,140
若松,2026/5/15,5,6,6,5416,龍田真白,finish,28,27,6.90,6,0.26,. .,1-2-4,340,1-2-4,210,1-2,150,1-2,140
若松,2026/5/15,6,1,3,4514,上條嘉嗣,finish,40,44,6.81,2,0.11,1.50.1,3-4-6,1710,3-4-6,850,3-4,860,3-4,860
若松,2026/5/15,6,2,4,4442,松竹大輔,finish,12,61,6.80,4,0.14,1.51.5,3-4-6,1710,3-4-6,850,3-4,860,3-4,860
若松,2026/5/15,6,3,6,3978,齊藤仁,finish,50,47,6.84,6,0.13,1.52.6,3-4-6,1710,3-4-6,850,3-4,860,3-4,860
若松,2026/5/15,6,4,1,4880,澤崎雄哉,finish,62,72,6.80,1,0.16,1.53.4,3-4-6,1710,3-4-6,850,3-4,860,3-4,860
若松,2026/5/15,6,5,5,4268,和合俊介,finish,51,50,6.85,5,0.17,. .,3-4-6,1710,3-4-6,850,3-4,860,3-4,860
若松,2026/5/15,6,6,2,3458,東健介,finish,9,59,6.81,3,0.09,. .,3-4-6,1710,3-4-6,850,3-4,860,3-4,860
若松,2026/5/15,7,1,4,4423,坂口貴彦,finish,35,38,6.82,4,0.19,1.50.5,4-1-6,10890,1-4-6,1510,4-1,1910,1-4,360
若松,2026/5/15,7,2,1,4528,黒井達矢,finish,36,75,6.86,1,0.20,1.52.3,4-1-6,10890,1-4-6,1510,4-1,1910,1-4,360
若松,2026/5/15,7,3,6,4680,後藤美翼,finish,53,57,6.80,6,0.22,1.53.5,4-1-6,10890,1-4-6,1510,4-1,1910,1-4,360
若松,2026/5/15,7,4,2,4568,廣瀬真也,finish,52,64,6.88,2,0.21,1.54.0,4-1-6,10890,1-4-6,1510,4-1,1910,1-4,360
若松,2026/5/15,7,5,5,4927,関野文,finish,46,74,6.86,5,0.16,. .,4-1-6,10890,1-4-6,1510,4-1,1910,1-4,360
若松,2026/5/15,7,6,3,4651,佐藤大騎,finish,47,13,6.89,3,0.26,. .,4-1-6,10890,1-4-6,1510,4-1,1910,1-4,360
若松,2026/5/15,8,1,2,4521,小池公生,finish,25,56,6.88,2,0.11,1.49.9,2-1-3,1610,1-2-3,180,2-1,830,1-2,310
若松,2026/5/15,8,2,1,4233,亀山雅幸,finish,3,23,6.80,1,0.06,1.51.0,2-1-3,1610,1-2-3,180,2-1,830,1-2,310
若松,2026/5/15,8,3,3,4467,渡邉俊介,finish,30,17,6.86,3,0.08,1.52.1,2-1-3,1610,1-2-3,180,2-1,830,1-2,310
若松,2026/5/15,8,4,5,4232,笠雅雄,finish,37,42,6.84,5,0.08,1.53.6,2-1-3,1610,1-2-3,180,2-1,830,1-2,310
若松,2026/5/15,8,5,6,5358,増本杏珠,finish,2,35,6.91,6,0.15,. .,2-1-3,1610,1-2-3,180,2-1,830,1-2,310
若松,2026/5/15,8,6,4,3976,内田圭,finish,22,70,7.00,4,0.10,. .,2-1-3,1610,1-2-3,180,2-1,830,1-2,310
若松,2026/5/15,9,1,1,4009,小林一樹,finish,27,32,6.83,1,0.13,1.50.4,1-5-4,3240,1-4-5,1220,1-5,980,1-5,690
若松,2026/5/15,9,2,5,5020,宮村勇哉,finish,60,45,6.90,5,0.17,1.51.2,1-5-4,3240,1-4-5,1220,1-5,980,1-5,690
若松,2026/5/15,9,3,4,3893,汐崎正則,finish,14,15,6.84,4,0.14,1.53.4,1-5-4,3240,1-4-5,1220,1-5,980,1-5,690
若松,2026/5/15,9,4,2,3797,岩井繁,finish,7,58,6.91,2,0.15,1.54.6,1-5-4,3240,1-4-5,1220,1-5,980,1-5,690
若松,2026/5/15,9,5,6,4540,相原利章,finish,38,66,6.91,6,0.21,. .,1-5-4,3240,1-4-5,1220,1-5,980,1-5,690
若松,2026/5/15,9,6,3,5163,清水愛海,finish,55,31,6.88,3,0.14,. .,1-5-4,3240,1-4-5,1220,1-5,980,1-5,690
若松,2026/5/15,10,1,1,5129,山口真喜子,finish,5,54,6.81,1,0.09,1.48.4,1-5-3,2140,1-3-5,350,1-5,1060,1-5,890
若松,2026/5/15,10,2,5,4553,坪口竜也,finish,26,26,6.87,5,0.16,1.51.4,1-5-3,2140,1-3-5,350,1-5,1060,1-5,890
若松,2026/5/15,10,3,3,4488,小山勉,finish,4,39,6.86,3,0.11,1.52.8,1-5-3,2140,1-3-5,350,1-5,1060,1-5,890
若松,2026/5/15,10,4,2,5031,渡辺空依,finish,54,60,6.93,2,0.13,1.53.6,1-5-3,2140,1-3-5,350,1-5,1060,1-5,890
若松,2026/5/15,10,5,6,3807,岡部哲,finish,39,69,6.92,6,0.24,. .,1-5-3,2140,1-3-5,350,1-5,1060,1-5,890
若松,2026/5/15,10,6,4,4085,荻野裕介,finish,42,24,6.88,4,0.27,. .,1-5-3,2140,1-3-5,350,1-5,1060,1-5,890
若松,2026/5/15,11,1,1,4535,北山康介,finish,45,48,6.88,1,0.16,1.50.1,1-4-3,1720,1-3-4,540,1-4,580,1-4,510
若松,2026/5/15,11,2,4,3406,中里英夫,finish,20,22,6.91,4,0.21,1.51.5,1-4-3,1720,1-3-4,540,1-4,580,1-4,510
若松,2026/5/15,11,3,3,4142,平野和明,finish,29,14,6.94,3,0.16,1.52.6,1-4-3,1720,1-3-4,540,1-4,580,1-4,510
若松,2026/5/15,11,4,2,4158,木場雄二郎,finish,33,37,6.90,2,0.13,1.53.2,1-4-3,1720,1-3-4,540,1-4,580,1-4,510
若松,2026/5/15,11,5,6,4514,上條嘉嗣,finish,40,44,6.94,5,0.19,. .,1-4-3,1720,1-3-4,540,1-4,580,1-4,510
若松,2026/5/15,11,6,5,4023,柴田友和,finish,21,18,6.95,6,0.18,. .,1-4-3,1720,1-3-4,540,1-4,580,1-4,510
若松,2026/5/15,12,1,1,4503,上野真之介,finish,43,63,6.86,1,0.07,1.49.3,1-2-6,2780,1-2-6,1740,1-2,320,1-2,460
若松,2026/5/15,12,2,2,3978,齊藤仁,finish,50,47,6.90,2,0.10,1.50.6,1-2-6,2780,1-2-6,1740,1-2,320,1-2,460
若松,2026/5/15,12,3,6,5158,宮脇遼太,finish,34,25,6.78,6,0.09,1.52.0,1-2-6,2780,1-2-6,1740,1-2,320,1-2,460
若松,2026/5/15,12,4,5,4528,黒井達矢,finish,36,75,6.88,5,0.14,1.53.5,1-2-6,2780,1-2-6,1740,1-2,320,1-2,460
若松,2026/5/15,12,5,3,5142,常住蓮,finish,61,36,6.85,3,0.06,. .,1-2-6,2780,1-2-6,1740,1-2,320,1-2,460
若松,2026/5/15,12,6,4,4804,高田ひかる,finish,13,52,6.76,4,0.16,. .,1-2-6,2780,1-2-6,1740,1-2,320,1-2,460
下関,2026/5/15,1,1,1,5282,中本大樹,finish,60,60,6.70,1,0.12,1.50.3,1-6-5,5440,1-5-6,1520,1-6,2670,1-6,1220
下関,2026/5/15,1,2,6,5216,長谷川晴哉,finish,50,69,6.72,6,0.15,1.51.0,1-6-5,5440,1-5-6,1520,1-6,2670,1-6,1220
下関,2026/5/15,1,3,5,5266,石田勇斗,finish,25,29,6.76,5,0.04,1.51.9,1-6-5,5440,1-5-6,1520,1-6,2670,1-6,1220
下関,2026/5/15,1,4,4,5375,庄島潤成,finish,32,32,6.70,4,0.05,1.53.2,1-6-5,5440,1-5-6,1520,1-6,2670,1-6,1220
下関,2026/5/15,1,5,3,5212,西川拓利,finish,20,38,6.74,3,0.14,. .,1-6-5,5440,1-5-6,1520,1-6,2670,1-6,1220
下関,2026/5/15,1,6,2,5176,石倉拓美,finish,51,19,6.74,2,0.17,. .,1-6-5,5440,1-5-6,1520,1-6,2670,1-6,1220
下関,2026/5/15,2,1,1,5133,堀越雄貴,finish,69,26,6.74,1,0.09,1.49.8,1-2-6,3890,1-2-6,1920,1-2,770,1-2,900
下関,2026/5/15,2,2,2,5273,山下拓巳,finish,64,62,6.82,2,0.11,1.50.3,1-2-6,3890,1-2-6,1920,1-2,770,1-2,900
下関,2026/5/15,2,3,6,5222,津田陸翔,finish,43,14,6.77,6,0.14,1.51.4,1-2-6,3890,1-2-6,1920,1-2,770,1-2,900
下関,2026/5/15,2,4,4,5270,小玉啓太,finish,68,35,6.79,4,0.11,1.53.2,1-2-6,3890,1-2-6,1920,1-2,770,1-2,900
下関,2026/5/15,2,5,5,5185,加藤優弥,finish,17,67,6.79,5,0.12,. .,1-2-6,3890,1-2-6,1920,1-2,770,1-2,900
下関,2026/5/15,2,6,3,5325,澁川夏,finish,41,68,6.75,3,0.06,. .,1-2-6,3890,1-2-6,1920,1-2,770,1-2,900
下関,2026/5/15,3,1,1,5137,川原涼,finish,30,28,6.72,1,0.14,1.48.6,1-5-2,1150,1-2-5,510,1-5,290,1-5,200
下関,2026/5/15,3,2,5,5220,青木蓮,finish,71,51,6.75,5,0.14,1.50.3,1-5-2,1150,1-2-5,510,1-5,290,1-5,200
下関,2026/5/15,3,3,2,5336,瀬川大地,finish,29,64,6.69,2,0.14,1.51.3,1-5-2,1150,1-2-5,510,1-5,290,1-5,200
下関,2026/5/15,3,4,4,5178,成貞琳平,finish,23,63,6.82,4,0.19,1.53.0,1-5-2,1150,1-2-5,510,1-5,290,1-5,200
下関,2026/5/15,3,5,3,5190,大月遊雅,finish,48,34,6.74,3,0.11,. .,1-5-2,1150,1-2-5,510,1-5,290,1-5,200
下関,2026/5/15,3,6,6,5244,黒田剛,finish,15,70,6.80,6,0.22,. .,1-5-2,1150,1-2-5,510,1-5,290,1-5,200
下関,2026/5/15,4,1,1,5343,小林礼央,finish,56,61,6.77,1,0.18,1.48.6,1-2-4,4780,1-2-4,1370,1-2,270,1-2,400
下関,2026/5/15,4,2,2,5016,宮田龍馬,finish,34,25,6.70,2,0.19,1.50.8,1-2-4,4780,1-2-4,1370,1-2,270,1-2,400
下関,2026/5/15,4,3,4,5187,小坂風太,finish,66,71,6.74,4,0.30,1.51.4,1-2-4,4780,1-2-4,1370,1-2,270,1-2,400
下関,2026/5/15,4,4,6,5131,江藤敦宏,finish,14,73,6.74,6,0.29,1.53.1,1-2-4,4780,1-2-4,1370,1-2,270,1-2,400
下関,2026/5/15,4,5,3,5275,松田淳平,finish,27,36,6.71,3,0.16,. .,1-2-4,4780,1-2-4,1370,1-2,270,1-2,400
下関,2026/5/15,4,6,5,5201,村上宗太郎,finish,40,65,6.75,5,0.28,. .,1-2-4,4780,1-2-4,1370,1-2,270,1-2,400
下関,2026/5/15,5,1,4,5132,中野希一,finish,12,20,6.72,4,0.01,1.49.5,4-2-1,5200,1-2-4,210,4-2,3710,2-4,1740
下関,2026/5/15,5,2,2,5351,齊藤廉,finish,49,47,6.75,2,0.05,1.50.4,4-2-1,5200,1-2-4,210,4-2,3710,2-4,1740
下関,2026/5/15,5,3,1,5012,加倉侑征,finish,28,59,6.75,1,0.07,1.52.6,4-2-1,5200,1-2-4,210,4-2,3710,2-4,1740
下関,2026/5/15,5,4,3,5313,鈴木唯央,finish,65,16,6.80,3,0.05,1.53.6,4-2-1,5200,1-2-4,210,4-2,3710,2-4,1740
下関,2026/5/15,5,5,6,5377,鳥居塚嶺王,finish,73,49,6.71,6,0.03,. .,4-2-1,5200,1-2-4,210,4-2,3710,2-4,1740
下関,2026/5/15,5,6,5,5271,杉山太陽,finish,70,72,6.71,5,0.04,. .,4-2-1,5200,1-2-4,210,4-2,3710,2-4,1740
