会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,距離,天候,風向,風速,波高,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
大村,2026/7/9,4,4,4,4182,吉田和仁,finish,31,36,6.92,4,0.18,1.55.9,逃げ,1800,晴,南,1,1,1-2-5,460,1-2-5,170,1-2,240,1-2,130
大村,2026/7/9,4,5,6,5423,高橋嗣穏,finish,11,50,6.94,6,0.10,. .,逃げ,1800,晴,南,1,1,1-2-5,460,1-2-5,170,1-2,240,1-2,130
大村,2026/7/9,4,6,3,3353,前田光昭,finish,35,57,7.02,3,0.13,. .,逃げ,1800,晴,南,1,1,1-2-5,460,1-2-5,170,1-2,240,1-2,130
大村,2026/7/9,5,1,1,3611,岩崎芳美,finish,34,35,6.92,1,0.19,1.51.4,逃げ,1800,晴,北東,1,1,1-5-6,4410,1-5-6,2050,1-5,790,1-5,460
大村,2026/7/9,5,2,5,4486,野村誠,finish,48,49,6.94,5,0.12,1.52.8,逃げ,1800,晴,北東,1,1,1-5-6,4410,1-5-6,2050,1-5,790,1-5,460
大村,2026/7/9,5,3,6,5310,土屋蘭,finish,33,48,6.89,6,0.16,1.54.0,逃げ,1800,晴,北東,1,1,1-5-6,4410,1-5-6,2050,1-5,790,1-5,460
大村,2026/7/9,5,4,2,4402,乙藤智史,finish,49,38,6.94,2,0.19,1.56.8,逃げ,1800,晴,北東,1,1,1-5-6,4410,1-5-6,2050,1-5,790,1-5,460
大村,2026/7/9,5,5,4,4213,重富伸也,finish,18,61,6.97,4,0.16,. .,逃げ,1800,晴,北東,1,1,1-5-6,4410,1-5-6,2050,1-5,790,1-5,460
大村,2026/7/9,5,6,3,3617,竹田広樹,finish,65,71,6.90,3,0.34,. .,逃げ,1800,晴,北東,1,1,1-5-6,4410,1-5-6,2050,1-5,790,1-5,460
大村,2026/7/9,6,1,1,4150,山田雄太,finish,44,75,6.89,1,0.12,1.51.6,逃げ,1800,晴,無風,0,1,1-3-2,1380,1-2-3,360,1-3,640,1-3,350
大村,2026/7/9,6,2,3,4552,杉山勝匡,finish,74,52,6.91,3,0.18,1.52.9,逃げ,1800,晴,無風,0,1,1-3-2,1380,1-2-3,360,1-3,640,1-3,350
大村,2026/7/9,6,3,2,4123,細川裕子,finish,19,81,6.90,2,0.14,1.53.8,逃げ,1800,晴,無風,0,1,1-3-2,1380,1-2-3,360,1-3,640,1-3,350
大村,2026/7/9,6,4,6,4096,石橋道友,finish,69,73,6.88,6,0.12,1.54.7,逃げ,1800,晴,無風,0,1,1-3-2,1380,1-2-3,360,1-3,640,1-3,350
大村,2026/7/9,6,5,4,3357,福島陽子,finish,73,78,6.92,4,0.18,. .,逃げ,1800,晴,無風,0,1,1-3-2,1380,1-2-3,360,1-3,640,1-3,350
大村,2026/7/9,6,6,5,3581,加木郁,finish,57,53,6.89,5,0.15,. .,逃げ,1800,晴,無風,0,1,1-3-2,1380,1-2-3,360,1-3,640,1-3,350
大村,2026/7/9,7,1,1,3703,鳥飼眞,finish,39,40,6.94,1,0.31,1.52.3,抜き,1800,晴,南西,1,1,1-2-4,490,1-2-4,220,1-2,330,1-2,340
大村,2026/7/9,7,2,2,5011,高木圭大,finish,47,69,6.92,2,0.03,1.53.9,抜き,1800,晴,南西,1,1,1-2-4,490,1-2-4,220,1-2,330,1-2,340
大村,2026/7/9,7,3,4,4873,蒲原健太,finish,26,59,6.92,4,0.07,1.54.0,抜き,1800,晴,南西,1,1,1-2-4,490,1-2-4,220,1-2,330,1-2,340
大村,2026/7/9,7,4,5,4592,小林孝弘,finish,68,29,6.97,5,0.09,1.55.6,抜き,1800,晴,南西,1,1,1-2-4,490,1-2-4,220,1-2,330,1-2,340
大村,2026/7/9,7,5,3,3207,田村美和,finish,51,31,7.00,3,0.07,. .,抜き,1800,晴,南西,1,1,1-2-4,490,1-2-4,220,1-2,330,1-2,340
大村,2026/7/9,7,6,6,5438,星田夢結,finish,72,43,6.92,6,0.13,. .,抜き,1800,晴,南西,1,1,1-2-4,490,1-2-4,220,1-2,330,1-2,340
大村,2026/7/9,8,1,1,3826,村田修次,finish,40,62,6.91,1,0.17,1.50.7,逃げ,1800,晴,北,1,1,1-3-5,680,1-3-5,420,1-3,190,1-3,140
大村,2026/7/9,8,2,3,5289,佃來紀,finish,21,84,7.00,3,0.19,1.52.7,逃げ,1800,晴,北,1,1,1-3-5,680,1-3-5,420,1-3,190,1-3,140
大村,2026/7/9,8,3,5,3973,崎利仁,finish,55,44,6.94,5,0.19,1.54.0,逃げ,1800,晴,北,1,1,1-3-5,680,1-3-5,420,1-3,190,1-3,140
大村,2026/7/9,8,4,4,4750,井上尚悟,finish,58,85,6.91,4,0.14,1.54.6,逃げ,1800,晴,北,1,1,1-3-5,680,1-3-5,420,1-3,190,1-3,140
大村,2026/7/9,8,5,2,5227,川原愛未,finish,27,39,6.92,2,0.19,. .,逃げ,1800,晴,北,1,1,1-3-5,680,1-3-5,420,1-3,190,1-3,140
大村,2026/7/9,8,6,6,5423,高橋嗣穏,finish,11,50,6.89,6,0.15,. .,逃げ,1800,晴,北,1,1,1-3-5,680,1-3-5,420,1-3,190,1-3,140
大村,2026/7/9,9,1,1,5310,土屋蘭,finish,33,48,6.86,1,0.18,1.50.9,逃げ,1800,晴,無風,0,1,1-3-4,1950,1-3-4,460,1-3,1070,1-3,700
大村,2026/7/9,9,2,3,3566,川添英正,finish,16,60,6.88,3,0.19,1.52.9,逃げ,1800,晴,無風,0,1,1-3-4,1950,1-3-4,460,1-3,1070,1-3,700
大村,2026/7/9,9,3,4,5280,廣瀬凜,finish,80,26,6.89,4,0.17,1.54.2,逃げ,1800,晴,無風,0,1,1-3-4,1950,1-3-4,460,1-3,1070,1-3,700
大村,2026/7/9,9,4,5,4119,泥谷一毅,finish,60,79,6.90,5,0.14,1.55.3,逃げ,1800,晴,無風,0,1,1-3-4,1950,1-3-4,460,1-3,1070,1-3,700
大村,2026/7/9,9,5,6,4729,佐藤謙史朗,finish,43,80,6.91,6,0.20,. .,逃げ,1800,晴,無風,0,1,1-3-4,1950,1-3-4,460,1-3,1070,1-3,700
大村,2026/7/9,9,6,2,3583,齋藤智裕,finish,17,28,6.87,2,0.18,. .,逃げ,1800,晴,無風,0,1,1-3-4,1950,1-3-4,460,1-3,1070,1-3,700
大村,2026/7/9,10,1,1,4096,石橋道友,finish,69,73,6.89,1,0.12,1.51.3,逃げ,1800,晴,南西,1,1,1-2-4,710,1-2-4,400,1-2,250,1-2,170
大村,2026/7/9,10,2,2,4486,野村誠,finish,48,49,6.93,2,0.09,1.52.5,逃げ,1800,晴,南西,1,1,1-2-4,710,1-2-4,400,1-2,250,1-2,170
大村,2026/7/9,10,3,4,4123,細川裕子,finish,19,81,6.90,4,0.13,1.53.7,逃げ,1800,晴,南西,1,1,1-2-4,710,1-2-4,400,1-2,250,1-2,170
大村,2026/7/9,10,4,3,3997,北村征嗣,finish,77,45,6.93,3,0.12,1.55.7,逃げ,1800,晴,南西,1,1,1-2-4,710,1-2-4,400,1-2,250,1-2,170
大村,2026/7/9,10,5,5,3611,岩崎芳美,finish,34,35,6.93,5,0.12,. .,逃げ,1800,晴,南西,1,1,1-2-4,710,1-2-4,400,1-2,250,1-2,170
大村,2026/7/9,10,6,6,3975,小野寺智洋,finish,46,21,6.87,6,0.10,. .,逃げ,1800,晴,南西,1,1,1-2-4,710,1-2-4,400,1-2,250,1-2,170
大村,2026/7/9,11,1,3,5298,水谷理人,finish,38,77,6.86,4,0.04,1.50.2,まくり,1800,晴,南東,1,1,3-4-2,3810,2-3-4,1550,3-4,980,3-4,730
大村,2026/7/9,11,2,4,4019,笠原亮,finish,52,55,6.98,5,0.14,1.51.7,まくり,1800,晴,南東,1,1,3-4-2,3810,2-3-4,1550,3-4,980,3-4,730
大村,2026/7/9,11,3,2,4960,黒野元基,finish,56,27,6.92,3,0.12,1.53.5,まくり,1800,晴,南東,1,1,3-4-2,3810,2-3-4,1550,3-4,980,3-4,730
大村,2026/7/9,11,4,5,4447,深川麻奈美,finish,59,76,6.89,6,0.17,1.54.0,まくり,1800,晴,南東,1,1,3-4-2,3810,2-3-4,1550,3-4,980,3-4,730
大村,2026/7/9,11,5,1,4757,山田祐也,finish,54,54,6.92,1,0.05,. .,まくり,1800,晴,南東,1,1,3-4-2,3810,2-3-4,1550,3-4,980,3-4,730
大村,2026/7/9,11,6,6,4594,谷川祐一,finish,12,82,6.94,2,0.07,. .,まくり,1800,晴,南東,1,1,3-4-2,3810,2-3-4,1550,3-4,980,3-4,730
大村,2026/7/9,12,1,1,4931,木谷賢太,finish,14,66,6.96,1,0.12,1.50.3,抜き,1800,晴,南西,1,1,1-3-4,1820,1-3-4,1010,1-3,480,1-3,320
大村,2026/7/9,12,2,3,3703,鳥飼眞,finish,39,40,6.96,3,0.16,1.52.2,抜き,1800,晴,南西,1,1,1-3-4,1820,1-3-4,1010,1-3,480,1-3,320
大村,2026/7/9,12,3,4,4875,大塚康雅,finish,37,83,6.88,4,0.32,1.53.2,抜き,1800,晴,南西,1,1,1-3-4,1820,1-3-4,1010,1-3,480,1-3,320
大村,2026/7/9,12,4,5,4402,乙藤智史,finish,49,38,6.91,5,0.26,1.55.1,抜き,1800,晴,南西,1,1,1-3-4,1820,1-3-4,1010,1-3,480,1-3,320
大村,2026/7/9,12,5,2,3826,村田修次,finish,40,62,6.91,2,0.15,. .,抜き,1800,晴,南西,1,1,1-3-4,1820,1-3-4,1010,1-3,480,1-3,320
大村,2026/7/9,12,6,6,4150,山田雄太,finish,44,75,6.97,6,0.23,. .,抜き,1800,晴,南西,1,1,1-3-4,1820,1-3-4,1010,1-3,480,1-3,320
若松,2026/7/9,1,1,2,4410,井上大輔,finish,42,42,7.06,2,0.14,1.52.6,差し,1800,晴,北東,4,4,2-1-3,4100,1-2-3,470,2-1,1210,1-2,200
若松,2026/7/9,1,2,1,4431,石塚裕介,finish,9,14,6.99,1,0.11,1.53.7,差し,1800,晴,北東,4,4,2-1-3,4100,1-2-3,470,2-1,1210,1-2,200
若松,2026/7/9,1,3,3,5083,柳瀬幹太,finish,3,24,6.97,3,0.17,1.55.2,差し,1800,晴,北東,4,4,2-1-3,4100,1-2-3,470,2-1,1210,1-2,200
若松,2026/7/9,1,4,5,3572,安田政彦,finish,26,36,7.02,4,0.37,1.56.4,差し,1800,晴,北東,4,4,2-1-3,4100,1-2-3,470,2-1,1210,1-2,200
若松,2026/7/9,1,5,4,4966,田川大貴,finish,50,65,7.03,6,0.29,. .,差し,1800,晴,北東,4,4,2-1-3,4100,1-2-3,470,2-1,1210,1-2,200
若松,2026/7/9,1,6,6,3687,花田和明,finish,52,32,6.99,5,0.21,. .,差し,1800,晴,北東,4,4,2-1-3,4100,1-2-3,470,2-1,1210,1-2,200
若松,2026/7/9,2,1,2,4369,丹下将,finish,21,15,7.04,2,0.11,1.52.1,差し,1800,晴,東,5,5,2-3-5,9080,2-3-5,1780,2-3,3120,2-3,1620
若松,2026/7/9,2,2,3,5036,福田翔吾,finish,45,55,6.97,4,0.07,1.53.6,差し,1800,晴,東,5,5,2-3-5,9080,2-3-5,1780,2-3,3120,2-3,1620
若松,2026/7/9,2,3,5,3984,坂口周,finish,23,17,6.98,5,0.08,1.54.9,差し,1800,晴,東,5,5,2-3-5,9080,2-3-5,1780,2-3,3120,2-3,1620
若松,2026/7/9,2,4,4,3574,大神康司,finish,2,64,7.06,3,0.11,1.56.7,差し,1800,晴,東,5,5,2-3-5,9080,2-3-5,1780,2-3,3120,2-3,1620
若松,2026/7/9,2,5,1,4978,山田和佐,finish,54,37,6.99,1,0.03,. .,差し,1800,晴,東,5,5,2-3-5,9080,2-3-5,1780,2-3,3120,2-3,1620
若松,2026/7/9,2,6,6,3857,阿波勝哉,finish,60,63,6.87,6,0.08,. .,差し,1800,晴,東,5,5,2-3-5,9080,2-3-5,1780,2-3,3120,2-3,1620
若松,2026/7/9,3,1,2,4370,山口達也,finish,19,44,7.07,1,0.04,1.51.5,逃げ,1800,晴,東,5,5,2-3-1,2670,1-2-3,510,2-3,650,2-3,360
若松,2026/7/9,3,2,3,4131,原豊土,finish,39,12,6.94,4,0.14,1.52.7,逃げ,1800,晴,東,5,5,2-3-1,2670,1-2-3,510,2-3,650,2-3,360
若松,2026/7/9,3,3,1,4766,石井孝之,finish,49,49,6.99,2,0.11,1.55.5,逃げ,1800,晴,東,5,5,2-3-1,2670,1-2-3,510,2-3,650,2-3,360
若松,2026/7/9,3,4,4,3863,海老澤泰行,finish,41,43,7.02,5,0.19,1.57.2,逃げ,1800,晴,東,5,5,2-3-1,2670,1-2-3,510,2-3,650,2-3,360
若松,2026/7/9,3,5,6,4601,森野正弘,finish,40,56,6.94,6,0.19,. .,逃げ,1800,晴,東,5,5,2-3-1,2670,1-2-3,510,2-3,650,2-3,360
若松,2026/7/9,3,6,5,3327,野長瀬正孝,finish,61,57,6.98,3,0.12,. .,逃げ,1800,晴,東,5,5,2-3-1,2670,1-2-3,510,2-3,650,2-3,360
若松,2026/7/9,4,1,1,4918,川島拓郎,finish,58,72,7.01,1,0.09,1.51.3,逃げ,1800,晴,東,4,4,1-2-6,3550,1-2-6,1500,1-2,560,1-2,310
若松,2026/7/9,4,2,2,3562,山下和彦,finish,35,53,6.88,2,0.09,1.52.8,逃げ,1800,晴,東,4,4,1-2-6,3550,1-2-6,1500,1-2,560,1-2,310
若松,2026/7/9,4,3,6,4676,後藤隼之,finish,5,28,7.05,4,0.08,1.55.3,逃げ,1800,晴,東,4,4,1-2-6,3550,1-2-6,1500,1-2,560,1-2,310
若松,2026/7/9,4,4,5,4914,吉田裕平,finish,30,23,6.92,5,0.12,1.56.6,逃げ,1800,晴,東,4,4,1-2-6,3550,1-2-6,1500,1-2,560,1-2,310
若松,2026/7/9,4,5,3,4363,大野芳顕,finish,25,29,6.97,3,0.13,. .,逃げ,1800,晴,東,4,4,1-2-6,3550,1-2-6,1500,1-2,560,1-2,310
若松,2026/7/9,4,6,4,3475,橋本久和,finish,15,22,7.08,6,0.09,. .,逃げ,1800,晴,東,4,4,1-2-6,3550,1-2-6,1500,1-2,560,1-2,310
若松,2026/7/9,5,1,1,4174,赤坂俊輔,finish,13,38,7.02,1,0.03,1.51.3,逃げ,1800,晴,南東,3,3,1-2-3,700,1-2-3,300,1-2,180,1-2,180
若松,2026/7/9,5,2,2,5015,高橋竜矢,finish,48,16,6.97,2,0.08,1.52.2,逃げ,1800,晴,南東,3,3,1-2-3,700,1-2-3,300,1-2,180,1-2,180
若松,2026/7/9,5,3,3,4258,関根彰人,finish,44,19,7.07,3,0.11,1.53.8,逃げ,1800,晴,南東,3,3,1-2-3,700,1-2-3,300,1-2,180,1-2,180
若松,2026/7/9,5,4,5,5107,松本真広,finish,27,58,6.99,5,0.15,1.55.4,逃げ,1800,晴,南東,3,3,1-2-3,700,1-2-3,300,1-2,180,1-2,180
若松,2026/7/9,5,5,4,4079,出畑孝典,finish,8,13,6.95,4,0.12,. .,逃げ,1800,晴,南東,3,3,1-2-3,700,1-2-3,300,1-2,180,1-2,180
若松,2026/7/9,5,6,6,4966,田川大貴,finish,50,65,7.02,6,0.12,. .,逃げ,1800,晴,南東,3,3,1-2-3,700,1-2-3,300,1-2,180,1-2,180
若松,2026/7/9,6,1,4,4371,西山貴浩,finish,22,27,6.94,4,0.18,1.51.6,差し,1800,晴,南東,3,3,4-1-6,3020,1-4-6,770,4-1,730,1-4,320
若松,2026/7/9,6,2,1,3572,安田政彦,finish,26,36,6.94,1,0.19,1.53.1,差し,1800,晴,南東,3,3,4-1-6,3020,1-4-6,770,4-1,730,1-4,320
若松,2026/7/9,6,3,6,3853,岩崎正哉,finish,47,50,6.92,6,0.26,1.54.1,差し,1800,晴,南東,3,3,4-1-6,3020,1-4-6,770,4-1,730,1-4,320
若松,2026/7/9,6,4,3,4725,佐竹太一,finish,18,74,6.89,3,0.23,1.55.7,差し,1800,晴,南東,3,3,4-1-6,3020,1-4-6,770,4-1,730,1-4,320
若松,2026/7/9,6,5,5,4978,山田和佐,finish,54,37,6.97,5,0.22,. .,差し,1800,晴,南東,3,3,4-1-6,3020,1-4-6,770,4-1,730,1-4,320
若松,2026/7/9,6,6,2,4526,池田雄祐,finish,32,61,6.86,2,0.16,. .,差し,1800,晴,南東,3,3,4-1-6,3020,1-4-6,770,4-1,730,1-4,320
若松,2026/7/9,7,1,4,4131,原豊土,finish,39,12,6.90,5,0.12,1.50.5,まくり差し,1800,晴,南東,3,3,4-1-5,4360,1-4-5,1070,4-1,1680,1-4,430
若松,2026/7/9,7,2,1,3679,飯島昌弘,finish,53,70,6.92,1,0.09,1.52.1,まくり差し,1800,晴,南東,3,3,4-1-5,4360,1-4-5,1070,4-1,1680,1-4,430
若松,2026/7/9,7,3,5,5222,津田陸翔,finish,31,11,6.87,6,0.14,1.53.5,まくり差し,1800,晴,南東,3,3,4-1-5,4360,1-4-5,1070,4-1,1680,1-4,430
若松,2026/7/9,7,4,2,5036,福田翔吾,finish,45,55,6.89,2,0.16,1.55.5,まくり差し,1800,晴,南東,3,3,4-1-5,4360,1-4-5,1070,4-1,1680,1-4,430
若松,2026/7/9,7,5,6,4362,土屋智則,finish,33,68,6.95,4,0.15,. .,まくり差し,1800,晴,南東,3,3,4-1-5,4360,1-4-5,1070,4-1,1680,1-4,430
若松,2026/7/9,7,6,3,4360,庄司孝輔,finish,12,52,6.90,3,0.24,. .,まくり差し,1800,晴,南東,3,3,4-1-5,4360,1-4-5,1070,4-1,1680,1-4,430
若松,2026/7/9,8,1,1,3562,山下和彦,finish,35,53,6.88,1,0.13,1.50.4,逃げ,1800,晴,東,4,4,1-3-2,720,1-2-3,180,1-3,410,1-3,250
若松,2026/7/9,8,2,3,4483,北野輝季,finish,14,71,6.87,3,0.17,1.52.1,逃げ,1800,晴,東,4,4,1-3-2,720,1-2-3,180,1-3,410,1-3,250
若松,2026/7/9,8,3,2,4907,小池修平,finish,34,20,6.91,2,0.16,1.54.0,逃げ,1800,晴,東,4,4,1-3-2,720,1-2-3,180,1-3,410,1-3,250
若松,2026/7/9,8,4,5,3563,堤昇,finish,46,45,6.99,4,0.15,1.54.5,逃げ,1800,晴,東,4,4,1-3-2,720,1-2-3,180,1-3,410,1-3,250
若松,2026/7/9,8,5,6,3656,伯母芳恒,finish,51,60,6.95,6,0.22,. .,逃げ,1800,晴,東,4,4,1-3-2,720,1-2-3,180,1-3,410,1-3,250
若松,2026/7/9,8,6,4,4346,前田健太郎,finish,4,35,7.01,5,0.08,. .,逃げ,1800,晴,東,4,4,1-3-2,720,1-2-3,180,1-3,410,1-3,250
若松,2026/7/9,9,1,6,4350,篠崎元志,finish,6,41,6.96,5,0.14,1.50.4,抜き,1800,晴,東,3,3,6-3-1,5680,1-3-6,320,6-3,3040,3-6,1220
若松,2026/7/9,9,2,3,5246,楠将太郎,finish,43,47,7.00,3,0.08,1.51.5,抜き,1800,晴,東,3,3,6-3-1,5680,1-3-6,320,6-3,3040,3-6,1220
若松,2026/7/9,9,3,1,3327,野長瀬正孝,finish,61,57,7.00,1,0.09,1.53.7,抜き,1800,晴,東,3,3,6-3-1,5680,1-3-6,320,6-3,3040,3-6,1220
若松,2026/7/9,9,4,2,3558,山本浩次,finish,20,69,6.97,2,0.04,1.55.3,抜き,1800,晴,東,3,3,6-3-1,5680,1-3-6,320,6-3,3040,3-6,1220
若松,2026/7/9,9,5,4,3857,阿波勝哉,finish,60,63,6.88,6,0.20,. .,抜き,1800,晴,東,3,3,6-3-1,5680,1-3-6,320,6-3,3040,3-6,1220
若松,2026/7/9,9,6,5,3475,橋本久和,finish,15,22,7.02,4,0.19,. .,抜き,1800,晴,東,3,3,6-3-1,5680,1-3-6,320,6-3,3040,3-6,1220
若松,2026/7/9,10,1,1,4370,山口達也,finish,19,44,7.03,1,0.14,1.51.5,逃げ,1800,晴,東,4,4,1-3-5,660,1-3-5,270,1-3,310,1-3,260
若松,2026/7/9,10,2,3,3574,大神康司,finish,2,64,7.02,3,0.13,1.52.6,逃げ,1800,晴,東,4,4,1-3-5,660,1-3-5,270,1-3,310,1-3,260
若松,2026/7/9,10,3,5,5015,高橋竜矢,finish,48,16,6.95,5,0.16,1.52.7,逃げ,1800,晴,東,4,4,1-3-5,660,1-3-5,270,1-3,310,1-3,260
若松,2026/7/9,10,4,2,3687,花田和明,finish,52,32,6.96,2,0.11,1.55.1,逃げ,1800,晴,東,4,4,1-3-5,660,1-3-5,270,1-3,310,1-3,260
若松,2026/7/9,10,5,4,4363,大野芳顕,finish,25,29,6.92,4,0.15,. .,逃げ,1800,晴,東,4,4,1-3-5,660,1-3-5,270,1-3,310,1-3,260
若松,2026/7/9,10,6,6,4725,佐竹太一,finish,18,74,6.93,6,0.23,. .,逃げ,1800,晴,東,4,4,1-3-5,660,1-3-5,270,1-3,310,1-3,260
若松,2026/7/9,11,1,1,4371,西山貴浩,finish,22,27,6.99,1,0.15,1.51.3,逃げ,1800,晴,東,3,3,1-4-5,1120,1-4-5,690,1-4,430,1-4,330
若松,2026/7/9,11,2,4,4174,赤坂俊輔,finish,13,38,6.97,4,0.15,1.52.5,逃げ,1800,晴,東,3,3,1-4-5,1120,1-4-5,690,1-4,430,1-4,330
若松,2026/7/9,11,3,5,3679,飯島昌弘,finish,53,70,7.01,5,0.19,1.53.6,逃げ,1800,晴,東,3,3,1-4-5,1120,1-4-5,690,1-4,430,1-4,330
若松,2026/7/9,11,4,3,3984,坂口周,finish,23,17,6.98,3,0.23,1.55.0,逃げ,1800,晴,東,3,3,1-4-5,1120,1-4-5,690,1-4,430,1-4,330
若松,2026/7/9,11,5,2,4918,川島拓郎,finish,58,72,6.99,2,0.20,. .,逃げ,1800,晴,東,3,3,1-4-5,1120,1-4-5,690,1-4,430,1-4,330
若松,2026/7/9,11,6,6,4410,井上大輔,finish,42,42,7.07,6,0.18,. .,逃げ,1800,晴,東,3,3,1-4-5,1120,1-4-5,690,1-4,430,1-4,330
若松,2026/7/9,12,1,1,4907,小池修平,finish,34,20,6.94,1,0.13,1.51.4,逃げ,1800,晴,東,3,3,1-3-5,1590,1-3-5,600,1-3,220,1-3,120
若松,2026/7/9,12,2,3,4914,吉田裕平,finish,30,23,6.88,3,0.18,1.52.0,逃げ,1800,晴,東,3,3,1-3-5,1590,1-3-5,600,1-3,220,1-3,120
若松,2026/7/9,12,3,5,4526,池田雄祐,finish,32,61,6.90,5,0.27,1.54.1,逃げ,1800,晴,東,3,3,1-3-5,1590,1-3-5,600,1-3,220,1-3,120
若松,2026/7/9,12,4,6,4369,丹下将,finish,21,15,7.02,6,0.31,1.54.9,逃げ,1800,晴,東,3,3,1-3-5,1590,1-3-5,600,1-3,220,1-3,120
若松,2026/7/9,12,5,4,4601,森野正弘,finish,40,56,6.93,4,0.21,. .,逃げ,1800,晴,東,3,3,1-3-5,1590,1-3-5,600,1-3,220,1-3,120
若松,2026/7/9,12,6,2,4079,出畑孝典,finish,8,13,6.94,2,0.19,. .,逃げ,1800,晴,東,3,3,1-3-5,1590,1-3-5,600,1-3,220,1-3,120
徳山,2026/7/9,1,1,1,4515,藤田浩人,finish,66,67,6.92,1,0.14,1.51.7,逃げ,1800,晴,南,3,3,1-2-6,1380,1-2-6,610,1-2,290,1-2,390
徳山,2026/7/9,1,2,2,5286,坂井滉哉,finish,29,66,6.98,2,0.09,1.53.5,逃げ,1800,晴,南,3,3,1-2-6,1380,1-2-6,610,1-2,290,1-2,390
