会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
大村,2025/8/2,7,4,4,4213,重富伸也,finish,39,73,7.04,4,0.11,1.55.9,1-3-2,410,1-2-3,200,1-3,210,1-3,150
大村,2025/8/2,7,5,5,3617,竹田広樹,finish,70,16,7.03,5,0.11,. .,1-3-2,410,1-2-3,200,1-3,210,1-3,150
大村,2025/8/2,7,,6,4080,山崎哲司,F,,,,,,,,,,,,,,
大村,2025/8/2,8,1,1,3623,深川真二,finish,44,41,6.91,1,0.13,1.50.1,1-2-3,530,1-2-3,190,1-2,240,1-2,370
大村,2025/8/2,8,2,2,4260,中越博紀,finish,21,51,6.96,2,0.16,1.50.9,1-2-3,530,1-2-3,190,1-2,240,1-2,370
大村,2025/8/2,8,3,3,4679,植田太一,finish,26,70,6.85,3,0.17,1.53.4,1-2-3,530,1-2-3,190,1-2,240,1-2,370
大村,2025/8/2,8,4,4,4248,岡本大,finish,28,55,7.00,4,0.21,1.54.6,1-2-3,530,1-2-3,190,1-2,240,1-2,370
大村,2025/8/2,8,5,6,4790,柳内敬太,finish,19,34,6.91,6,0.21,. .,1-2-3,530,1-2-3,190,1-2,240,1-2,370
大村,2025/8/2,8,6,5,4336,松田竜馬,finish,72,56,6.95,5,0.16,. .,1-2-3,530,1-2-3,190,1-2,240,1-2,370
大村,2025/8/2,9,1,1,4064,原田篤志,finish,60,20,6.91,1,0.08,1.50.2,1-4-2,890,1-2-4,200,1-4,390,1-4,360
大村,2025/8/2,9,2,4,4302,西野翔太,finish,25,59,6.90,4,0.14,1.51.8,1-4-2,890,1-2-4,200,1-4,390,1-4,360
大村,2025/8/2,9,3,2,3556,田中信一郎,finish,64,58,6.93,2,0.10,1.53.8,1-4-2,890,1-2-4,200,1-4,390,1-4,360
大村,2025/8/2,9,4,6,3661,柳瀬興志,finish,33,63,6.93,6,0.21,1.55.1,1-4-2,890,1-2-4,200,1-4,390,1-4,360
大村,2025/8/2,9,5,5,3612,馬袋義則,finish,51,46,6.95,5,0.22,. .,1-4-2,890,1-2-4,200,1-4,390,1-4,360
大村,2025/8/2,9,6,3,4747,山戸信二,finish,34,39,6.89,3,0.11,. .,1-4-2,890,1-2-4,200,1-4,390,1-4,360
大村,2025/8/2,10,1,1,3470,新田芳美,finish,43,69,6.94,1,0.14,1.57.2,1-2-4,1300,1-2-4,480,1-2,450,1-2,330
大村,2025/8/2,10,2,2,4720,西澤日花里,finish,46,49,6.92,2,0.17,1.58.9,1-2-4,1300,1-2-4,480,1-2,450,1-2,330
大村,2025/8/2,10,3,4,4900,中田夕貴,finish,30,38,6.87,4,0.22,2.00.2,1-2-4,1300,1-2-4,480,1-2,450,1-2,330
大村,2025/8/2,10,4,5,3551,藤田美代,finish,23,74,6.93,5,0.12,2.01.6,1-2-4,1300,1-2-4,480,1-2,450,1-2,330
大村,2025/8/2,10,5,3,4045,佐々木裕美,finish,20,78,6.90,3,0.16,. .,1-2-4,1300,1-2-4,480,1-2,450,1-2,330
大村,2025/8/2,10,,6,4011,堀之内紀代子,S1,,,,,,,,,,,,,,
大村,2025/8/2,11,1,3,4984,森下愛梨,finish,56,40,6.98,3,0.21,1.50.5,3-1-5,3290,1-3-5,570,3-1,1030,1-3,210
大村,2025/8/2,11,2,1,4408,仁科さやか,finish,38,47,6.96,1,0.11,1.52.2,3-1-5,3290,1-3-5,570,3-1,1030,1-3,210
大村,2025/8/2,11,3,5,5250,嶋田有里,finish,57,43,7.01,4,0.01,1.53.6,3-1-5,3290,1-3-5,570,3-1,1030,1-3,210
大村,2025/8/2,11,4,2,4680,後藤美翼,finish,18,77,6.93,2,0.13,1.53.9,3-1-5,3290,1-3-5,570,3-1,1030,1-3,210
大村,2025/8/2,11,5,6,4878,西岡育未,finish,67,13,7.00,5,0.09,. .,3-1-5,3290,1-3-5,570,3-1,1030,1-3,210
大村,2025/8/2,11,,4,4874,池田奈津美,K0,,,,,,,,,,,,,,
大村,2025/8/2,12,1,1,3604,武藤綾子,finish,48,71,6.95,1,0.16,1.51.0,1-3-4,2550,1-3-4,1400,1-3,370,1-3,260
大村,2025/8/2,12,2,3,4317,木村紗友希,finish,75,75,7.02,3,0.12,1.52.2,1-3-4,2550,1-3-4,1400,1-3,370,1-3,260
大村,2025/8/2,12,3,4,5314,中曽瑠華,finish,63,60,7.08,4,0.08,1.54.3,1-3-4,2550,1-3-4,1400,1-3,370,1-3,260
大村,2025/8/2,12,4,6,5387,戸田海咲音,finish,53,62,6.94,6,0.03,1.55.4,1-3-4,2550,1-3-4,1400,1-3,370,1-3,260
大村,2025/8/2,12,5,5,5203,神里琴音,finish,31,11,7.05,5,0.07,. .,1-3-4,2550,1-3-4,1400,1-3,370,1-3,260
大村,2025/8/2,12,6,2,4275,菅野はやか,finish,41,28,7.01,2,0.19,. .,1-3-4,2550,1-3-4,1400,1-3,370,1-3,260
唐津,2025/8/2,1,1,1,4409,坂元浩仁,finish,48,2,6.89,1,0.19,1.50.5,1-2-3,670,1-2-3,410,1-2,250,1-2,220
唐津,2025/8/2,1,2,2,4382,高山智至,finish,55,11,6.80,2,0.21,1.52.4,1-2-3,670,1-2-3,410,1-2,250,1-2,220
唐津,2025/8/2,1,3,3,4368,山口隆史,finish,17,43,6.88,3,0.21,1.54.1,1-2-3,670,1-2-3,410,1-2,250,1-2,220
唐津,2025/8/2,1,4,4,4898,菊地敬介,finish,66,52,6.88,4,0.21,1.55.7,1-2-3,670,1-2-3,410,1-2,250,1-2,220
唐津,2025/8/2,1,5,5,3892,草場康幸,finish,70,57,6.82,5,0.17,1.57.1,1-2-3,670,1-2-3,410,1-2,250,1-2,220
唐津,2025/8/2,1,6,6,5006,久保原秀人,finish,60,4,6.79,6,0.16,1.59.7,1-2-3,670,1-2-3,410,1-2,250,1-2,220
唐津,2025/8/2,2,1,1,4529,嶋義信,finish,22,18,6.81,1,0.05,1.50.2,1-2-3,480,1-2-3,210,1-2,190,1-2,220
唐津,2025/8/2,2,2,2,3744,徳増秀樹,finish,20,29,6.82,2,0.11,1.51.7,1-2-3,480,1-2-3,210,1-2,190,1-2,220
唐津,2025/8/2,2,3,3,5027,重冨勇哉,finish,26,42,6.86,3,0.12,1.53.5,1-2-3,480,1-2-3,210,1-2,190,1-2,220
唐津,2025/8/2,2,4,6,4077,品田直樹,finish,47,59,6.96,5,0.17,1.55.0,1-2-3,480,1-2-3,210,1-2,190,1-2,220
唐津,2025/8/2,2,5,4,5032,谷口知優,finish,59,40,6.90,4,0.15,1.56.8,1-2-3,480,1-2-3,210,1-2,190,1-2,220
唐津,2025/8/2,2,6,5,5372,上岡巧汰,finish,38,14,6.87,6,0.27,1.58.7,1-2-3,480,1-2-3,210,1-2,190,1-2,220
唐津,2025/8/2,3,1,1,4288,永田啓二,finish,21,38,6.89,1,0.14,1.50.4,1-2-4,950,1-2-4,460,1-2,300,1-2,270
唐津,2025/8/2,3,2,2,5035,櫻井優,finish,19,46,6.88,2,0.18,1.52.5,1-2-4,950,1-2-4,460,1-2,300,1-2,270
唐津,2025/8/2,3,3,4,3736,岡本猛,finish,43,25,6.91,4,0.21,1.53.7,1-2-4,950,1-2-4,460,1-2,300,1-2,270
唐津,2025/8/2,3,4,3,4769,馬場剛,finish,29,19,6.91,3,0.15,1.55.4,1-2-4,950,1-2-4,460,1-2,300,1-2,270
唐津,2025/8/2,3,5,6,3989,熊本英一,finish,12,48,6.97,6,0.26,1.55.8,1-2-4,950,1-2-4,460,1-2,300,1-2,270
唐津,2025/8/2,3,6,5,4896,花本剛,finish,63,9,7.00,5,0.19,1.57.8,1-2-4,950,1-2-4,460,1-2,300,1-2,270
唐津,2025/8/2,4,1,2,4319,三宅潤,finish,68,37,6.87,2,0.15,1.50.9,2-3-1,4290,1-2-3,350,2-3,2600,2-3,1000
唐津,2025/8/2,4,2,3,3582,吉川昭男,finish,46,33,6.87,3,0.11,1.52.2,2-3-1,4290,1-2-3,350,2-3,2600,2-3,1000
唐津,2025/8/2,4,3,1,4112,大久保信一郎,finish,49,27,6.85,1,0.15,1.54.7,2-3-1,4290,1-2-3,350,2-3,2600,2-3,1000
唐津,2025/8/2,4,4,5,4237,大峯豊,finish,34,31,6.92,5,0.13,1.55.0,2-3-1,4290,1-2-3,350,2-3,2600,2-3,1000
唐津,2025/8/2,4,5,6,5359,佐藤世那,finish,57,23,6.87,6,0.11,1.57.1,2-3-1,4290,1-2-3,350,2-3,2600,2-3,1000
唐津,2025/8/2,4,6,4,5000,岡本翔太郎,finish,62,50,6.92,4,0.08,1.57.5,2-3-1,4290,1-2-3,350,2-3,2600,2-3,1000
唐津,2025/8/2,5,1,3,4163,山崎裕司,finish,65,60,6.87,4,0.15,1.51.7,3-1-5,8190,1-3-5,1130,3-1,1780,1-3,200
唐津,2025/8/2,5,2,1,4351,里岡右貴,finish,64,13,6.90,1,0.18,1.53.0,3-1-5,8190,1-3-5,1130,3-1,1780,1-3,200
唐津,2025/8/2,5,3,5,3523,寳田亮治,finish,32,30,6.95,6,0.33,1.54.0,3-1-5,8190,1-3-5,1130,3-1,1780,1-3,200
唐津,2025/8/2,5,4,2,4511,中岡健人,finish,28,53,6.97,3,0.29,1.55.6,3-1-5,8190,1-3-5,1130,3-1,1780,1-3,200
唐津,2025/8/2,5,5,6,3920,正木聖賢,finish,39,26,6.98,2,0.21,1.55.8,3-1-5,8190,1-3-5,1130,3-1,1780,1-3,200
唐津,2025/8/2,5,6,4,5006,久保原秀人,finish,60,4,6.89,5,0.25,1.56.1,3-1-5,8190,1-3-5,1130,3-1,1780,1-3,200
唐津,2025/8/2,6,1,2,5051,松本純平,finish,54,3,6.79,2,0.23,1.51.7,2-5-6,22540,2-5-6,3630,2-5,7950,2-5,1980
唐津,2025/8/2,6,2,5,4898,菊地敬介,finish,66,52,6.85,5,0.14,1.53.3,2-5-6,22540,2-5-6,3630,2-5,7950,2-5,1980
唐津,2025/8/2,6,3,6,3158,島川光男,finish,42,54,6.95,6,0.15,1.53.9,2-5-6,22540,2-5-6,3630,2-5,7950,2-5,1980
唐津,2025/8/2,6,4,3,5011,高木圭大,finish,11,17,6.84,3,0.18,1.55.6,2-5-6,22540,2-5-6,3630,2-5,7950,2-5,1980
唐津,2025/8/2,6,5,1,5032,谷口知優,finish,59,40,6.88,1,0.18,1.56.5,2-5-6,22540,2-5-6,3630,2-5,7950,2-5,1980
唐津,2025/8/2,6,6,4,4506,稗田聖也,finish,44,8,6.90,4,0.15,1.56.5,2-5-6,22540,2-5-6,3630,2-5,7950,2-5,1980
唐津,2025/8/2,7,1,2,4570,前田聖文,finish,24,49,6.85,2,0.11,1.59.0,2-1-3,840,1-2-3,280,2-1,320,1-2,180
唐津,2025/8/2,7,2,1,4039,村上功祐,finish,51,41,6.92,1,0.13,2.00.8,2-1-3,840,1-2-3,280,2-1,320,1-2,180
唐津,2025/8/2,7,3,3,4896,花本剛,finish,63,9,6.97,3,0.12,2.02.9,2-1-3,840,1-2-3,280,2-1,320,1-2,180
唐津,2025/8/2,7,4,5,4382,高山智至,finish,55,11,6.90,5,0.11,2.05.7,2-1-3,840,1-2-3,280,2-1,320,1-2,180
唐津,2025/8/2,7,5,4,4077,品田直樹,finish,47,59,6.98,4,0.09,2.07.2,2-1-3,840,1-2-3,280,2-1,320,1-2,180
唐津,2025/8/2,7,,6,5101,表健太,S1,,,,,,,,,,,,,,
唐津,2025/8/2,8,1,5,4760,山崎郡,finish,52,36,6.87,5,0.12,1.51.5,5-1-2,790,1-2-5,230,5-1,390,1-5,130
唐津,2025/8/2,8,2,1,4368,山口隆史,finish,17,43,6.91,1,0.07,1.52.7,5-1-2,790,1-2-5,230,5-1,390,1-5,130
唐津,2025/8/2,8,3,2,4158,木場雄二郎,finish,15,32,7.04,2,0.11,1.54.8,5-1-2,790,1-2-5,230,5-1,390,1-5,130
唐津,2025/8/2,8,4,3,3989,熊本英一,finish,12,48,6.99,3,0.14,1.56.0,5-1-2,790,1-2-5,230,5-1,390,1-5,130
唐津,2025/8/2,8,5,6,5372,上岡巧汰,finish,38,14,6.91,6,0.05,1.58.0,5-1-2,790,1-2-5,230,5-1,390,1-5,130
唐津,2025/8/2,8,6,4,5359,佐藤世那,finish,57,23,6.94,4,0.28,1.59.6,5-1-2,790,1-2-5,230,5-1,390,1-5,130
唐津,2025/8/2,9,1,4,4624,高田明,finish,67,55,6.93,4,0.17,1.51.9,4-1-2,2160,1-2-4,250,4-1,1270,1-4,350
唐津,2025/8/2,9,2,1,5000,岡本翔太郎,finish,62,50,6.94,1,0.10,1.53.7,4-1-2,2160,1-2-4,250,4-1,1270,1-4,350
唐津,2025/8/2,9,3,2,4509,平見真彦,finish,50,58,6.94,2,0.16,1.55.0,4-1-2,2160,1-2-4,250,4-1,1270,1-4,350
唐津,2025/8/2,9,4,6,4511,中岡健人,finish,28,53,7.00,6,0.15,1.55.7,4-1-2,2160,1-2-4,250,4-1,1270,1-4,350
唐津,2025/8/2,9,5,3,4429,豊田泰洋,finish,61,51,6.97,3,0.25,1.57.4,4-1-2,2160,1-2-4,250,4-1,1270,1-4,350
唐津,2025/8/2,9,6,5,4257,古川健,finish,13,47,6.94,5,0.13,1.59.1,4-1-2,2160,1-2-4,250,4-1,1270,1-4,350
唐津,2025/8/2,10,1,3,4102,益田啓司,finish,41,15,6.89,3,0.09,1.51.7,3-2-1,10380,1-2-3,630,3-2,2870,2-3,3030
唐津,2025/8/2,10,2,2,3920,正木聖賢,finish,39,26,6.94,2,0.13,1.52.8,3-2-1,10380,1-2-3,630,3-2,2870,2-3,3030
唐津,2025/8/2,10,3,1,4769,馬場剛,finish,29,19,6.96,1,0.07,1.54.5,3-2-1,10380,1-2-3,630,3-2,2870,2-3,3030
唐津,2025/8/2,10,4,4,4409,坂元浩仁,finish,48,2,6.94,4,0.20,1.55.0,3-2-1,10380,1-2-3,630,3-2,2870,2-3,3030
唐津,2025/8/2,10,5,6,4506,稗田聖也,finish,44,8,6.97,6,0.17,1.56.7,3-2-1,10380,1-2-3,630,3-2,2870,2-3,3030
唐津,2025/8/2,10,6,5,4529,嶋義信,finish,22,18,6.92,5,0.18,1.57.1,3-2-1,10380,1-2-3,630,3-2,2870,2-3,3030
唐津,2025/8/2,11,1,1,4319,三宅潤,finish,68,37,6.98,1,0.15,1.51.9,1-2-5,2820,1-2-5,1760,1-2,250,1-2,310
唐津,2025/8/2,11,2,2,3158,島川光男,finish,42,54,7.01,2,0.14,1.53.0,1-2-5,2820,1-2-5,1760,1-2,250,1-2,310
唐津,2025/8/2,11,3,5,5027,重冨勇哉,finish,26,42,6.91,5,0.24,1.54.0,1-2-5,2820,1-2-5,1760,1-2,250,1-2,310
唐津,2025/8/2,11,4,4,4351,里岡右貴,finish,64,13,6.96,4,0.23,1.54.9,1-2-5,2820,1-2-5,1760,1-2,250,1-2,310
唐津,2025/8/2,11,5,6,5035,櫻井優,finish,19,46,6.94,6,0.29,1.56.7,1-2-5,2820,1-2-5,1760,1-2,250,1-2,310
唐津,2025/8/2,11,6,3,4887,富澤祐作,finish,23,39,7.02,3,0.13,1.57.5,1-2-5,2820,1-2-5,1760,1-2,250,1-2,310
唐津,2025/8/2,12,1,1,4760,山崎郡,finish,52,36,6.85,1,0.16,1.51.8,1-5-6,5830,1-5-6,3080,1-5,1130,1-5,650
唐津,2025/8/2,12,2,5,4288,永田啓二,finish,21,38,6.95,5,0.12,1.53.1,1-5-6,5830,1-5-6,3080,1-5,1130,1-5,650
唐津,2025/8/2,12,3,6,4570,前田聖文,finish,24,49,6.91,6,0.11,1.54.1,1-5-6,5830,1-5-6,3080,1-5,1130,1-5,650
唐津,2025/8/2,12,4,2,4237,大峯豊,finish,34,31,7.02,2,0.29,1.55.5,1-5-6,5830,1-5-6,3080,1-5,1130,1-5,650
唐津,2025/8/2,12,5,4,5051,松本純平,finish,54,3,6.85,4,0.12,1.55.7,1-5-6,5830,1-5-6,3080,1-5,1130,1-5,650
唐津,2025/8/2,12,6,3,3744,徳増秀樹,finish,20,29,6.90,3,0.12,1.56.0,1-5-6,5830,1-5-6,3080,1-5,1130,1-5,650
福岡,2025/8/2,1,1,1,4239,竹田辰也,finish,51,168,6.94,1,0.18,1.53.0,1-2-5,1070,1-2-5,550,1-2,230,1-2,190
福岡,2025/8/2,1,2,2,4181,花本夏樹,finish,58,102,6.93,2,0.22,1.53.9,1-2-5,1070,1-2-5,550,1-2,230,1-2,190
福岡,2025/8/2,1,3,5,5382,山下心一,finish,48,150,6.88,5,0.20,1.54.5,1-2-5,1070,1-2-5,550,1-2,230,1-2,190
福岡,2025/8/2,1,4,6,3790,佐口達也,finish,21,157,7.02,6,0.33,1.56.8,1-2-5,1070,1-2-5,550,1-2,230,1-2,190
福岡,2025/8/2,1,5,3,4281,大澤大夢,finish,75,145,7.03,3,0.21,. .,1-2-5,1070,1-2-5,550,1-2,230,1-2,190
福岡,2025/8/2,1,6,4,4145,小澤学,finish,59,138,6.98,4,0.31,. .,1-2-5,1070,1-2-5,550,1-2,230,1-2,190
福岡,2025/8/2,2,1,3,4779,伊倉光,finish,16,122,6.93,3,0.20,1.52.9,3-1-5,10980,1-3-5,1700,3-1,2500,1-3,1040
福岡,2025/8/2,2,2,1,4988,牟田奨太,finish,40,163,6.97,1,0.17,1.55.4,3-1-5,10980,1-3-5,1700,3-1,2500,1-3,1040
福岡,2025/8/2,2,3,5,3981,今坂晃広,finish,23,164,6.98,5,0.20,1.56.2,3-1-5,10980,1-3-5,1700,3-1,2500,1-3,1040
福岡,2025/8/2,2,4,2,5104,山田丈,finish,28,105,6.85,2,0.11,1.57.1,3-1-5,10980,1-3-5,1700,3-1,2500,1-3,1040
福岡,2025/8/2,2,5,4,4491,田中堅,finish,53,127,6.96,4,0.15,. .,3-1-5,10980,1-3-5,1700,3-1,2500,1-3,1040
福岡,2025/8/2,2,6,6,5300,横田海人,finish,62,171,6.93,6,0.17,. .,3-1-5,10980,1-3-5,1700,3-1,2500,1-3,1040
福岡,2025/8/2,3,1,3,4033,伊藤将吉,finish,46,160,6.95,3,0.09,1.52.8,3-1-5,3120,1-3-5,600,3-1,540,1-3,260
福岡,2025/8/2,3,2,1,4016,西川新太郎,finish,52,149,6.94,1,0.20,1.53.9,3-1-5,3120,1-3-5,600,3-1,540,1-3,260
福岡,2025/8/2,3,3,5,5207,高山敬悟,finish,25,167,6.94,5,0.11,1.55.8,3-1-5,3120,1-3-5,600,3-1,540,1-3,260
福岡,2025/8/2,3,4,4,4440,萩原知哉,finish,31,101,7.01,4,0.11,1.56.1,3-1-5,3120,1-3-5,600,3-1,540,1-3,260
福岡,2025/8/2,3,5,2,4231,鈴木裕隆,finish,41,108,6.97,2,0.11,. .,3-1-5,3120,1-3-5,600,3-1,540,1-3,260
福岡,2025/8/2,3,6,6,3748,小黒竜吾,finish,15,131,6.97,6,0.19,. .,3-1-5,3120,1-3-5,600,3-1,540,1-3,260
福岡,2025/8/2,4,1,4,4932,新開航,finish,42,132,6.92,4,0.18,1.51.9,4-2-5,5930,2-4-5,2540,4-2,1070,2-4,910
福岡,2025/8/2,4,2,2,4815,伏島祐介,finish,20,111,7.00,2,0.20,1.53.9,4-2-5,5930,2-4-5,2540,4-2,1070,2-4,910
福岡,2025/8/2,4,3,5,3637,齋藤和政,finish,67,113,6.95,5,0.19,1.55.7,4-2-5,5930,2-4-5,2540,4-2,1070,2-4,910
福岡,2025/8/2,4,4,3,4967,中村魁生,finish,35,165,6.93,3,0.16,1.57.2,4-2-5,5930,2-4-5,2540,4-2,1070,2-4,910
福岡,2025/8/2,4,5,6,3839,川合理司,finish,74,124,7.03,6,0.20,. .,4-2-5,5930,2-4-5,2540,4-2,1070,2-4,910
福岡,2025/8/2,4,6,1,4752,西尾亮輔,finish,32,120,6.91,1,0.17,. .,4-2-5,5930,2-4-5,2540,4-2,1070,2-4,910
福岡,2025/8/2,5,1,3,4960,黒野元基,finish,69,140,6.95,3,0.13,1.52.8,3-1-6,8990,1-3-6,3240,3-1,660,1-3,410
福岡,2025/8/2,5,2,1,3569,増田進,finish,66,153,6.96,1,0.13,1.54.5,3-1-6,8990,1-3-6,3240,3-1,660,1-3,410
福岡,2025/8/2,5,3,6,5382,山下心一,finish,48,150,6.90,6,0.09,1.55.7,3-1-6,8990,1-3-6,3240,3-1,660,1-3,410
福岡,2025/8/2,5,4,2,4143,浦田晃嗣,finish,71,158,6.99,2,0.16,1.55.8,3-1-6,8990,1-3-6,3240,3-1,660,1-3,410
福岡,2025/8/2,5,5,4,3686,鳥居塚孝博,finish,37,139,6.97,4,0.15,. .,3-1-6,8990,1-3-6,3240,3-1,660,1-3,410
福岡,2025/8/2,5,6,5,3489,大場敏,finish,68,118,7.01,5,0.17,. .,3-1-6,8990,1-3-6,3240,3-1,660,1-3,410
福岡,2025/8/2,6,1,3,4090,中村尊,finish,50,136,6.93,3,0.10,1.51.6,3-1-2,2340,1-2-3,370,3-1,1050,1-3,420
福岡,2025/8/2,6,2,1,4396,大田直弥,finish,12,172,6.98,1,0.12,1.54.3,3-1-2,2340,1-2-3,370,3-1,1050,1-3,420
福岡,2025/8/2,6,3,2,5093,浦野海,finish,26,147,6.95,2,0.08,1.54.3,3-1-2,2340,1-2-3,370,3-1,1050,1-3,420
福岡,2025/8/2,6,4,4,4779,伊倉光,finish,16,122,6.93,4,0.17,1.56.0,3-1-2,2340,1-2-3,370,3-1,1050,1-3,420
