会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,決まり手,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
大村,2026/3/31,3,3,6,4676,後藤隼之,finish,22,22,6.83,5,0.09,1.52.8,差し,4-3-6,6870,3-4-6,2130,4-3,1770,3-4,1310
大村,2026/3/31,3,4,2,4535,北山康介,finish,74,52,6.81,2,0.16,1.53.6,差し,4-3-6,6870,3-4-6,2130,4-3,1770,3-4,1310
大村,2026/3/31,3,5,1,5123,福山恵里奈,finish,66,35,6.81,1,0.21,. .,差し,4-3-6,6870,3-4-6,2130,4-3,1770,3-4,1310
大村,2026/3/31,3,6,5,5428,古園井綾南,finish,44,77,6.77,6,0.15,. .,差し,4-3-6,6870,3-4-6,2130,4-3,1770,3-4,1310
大村,2026/3/31,4,1,4,3629,浅見昌克,finish,43,63,6.83,4,0.10,1.49.9,まくり差し,4-5-3,2600,3-4-5,480,4-5,700,4-5,590
大村,2026/3/31,4,2,5,3822,平尾崇典,finish,25,53,6.78,5,0.06,1.51.7,まくり差し,4-5-3,2600,3-4-5,480,4-5,700,4-5,590
大村,2026/3/31,4,3,3,4014,片岡恵里,finish,21,18,6.72,3,0.09,1.52.8,まくり差し,4-5-3,2600,3-4-5,480,4-5,700,4-5,590
大村,2026/3/31,4,4,6,4895,門間雄大,finish,24,21,6.79,6,0.06,1.54.4,まくり差し,4-5-3,2600,3-4-5,480,4-5,700,4-5,590
大村,2026/3/31,4,5,2,4708,半田尚也,finish,30,41,6.84,2,0.21,. .,まくり差し,4-5-3,2600,3-4-5,480,4-5,700,4-5,590
大村,2026/3/31,4,6,1,4023,柴田友和,finish,16,25,6.81,1,0.23,. .,まくり差し,4-5-3,2600,3-4-5,480,4-5,700,4-5,590
大村,2026/3/31,5,1,4,5087,佐藤航,finish,71,29,6.82,4,0.22,1.50.1,まくり,4-1-2,4280,1-2-4,730,4-1,1050,1-4,540
大村,2026/3/31,5,2,1,5291,三嶌こころ,finish,40,49,6.81,1,0.22,1.51.4,まくり,4-1-2,4280,1-2-4,730,4-1,1050,1-4,540
大村,2026/3/31,5,3,2,4329,小松卓司,finish,41,33,6.89,2,0.21,1.53.6,まくり,4-1-2,4280,1-2-4,730,4-1,1050,1-4,540
大村,2026/3/31,5,4,3,4555,富永大一,finish,39,36,6.84,3,0.23,1.54.3,まくり,4-1-2,4280,1-2-4,730,4-1,1050,1-4,540
大村,2026/3/31,5,5,6,4949,横田貴満,finish,26,11,6.83,5,0.24,. .,まくり,4-1-2,4280,1-2-4,730,4-1,1050,1-4,540
大村,2026/3/31,6,1,5,4345,西舘健,finish,23,58,6.79,5,0.14,1.50.4,まくり差し,5-1-2,7770,1-2-5,320,5-1,4340,1-5,1670
大村,2026/3/31,6,2,1,3564,桑原啓,finish,33,19,6.75,1,0.19,1.51.5,まくり差し,5-1-2,7770,1-2-5,320,5-1,4340,1-5,1670
大村,2026/3/31,6,3,2,4503,上野真之介,finish,17,27,6.79,2,0.18,1.53.0,まくり差し,5-1-2,7770,1-2-5,320,5-1,4340,1-5,1670
大村,2026/3/31,6,4,4,3843,上之晃弘,finish,64,55,6.82,4,0.19,1.54.8,まくり差し,5-1-2,7770,1-2-5,320,5-1,4340,1-5,1670
大村,2026/3/31,6,5,3,3776,横井健太,finish,12,75,6.86,3,0.27,. .,まくり差し,5-1-2,7770,1-2-5,320,5-1,4340,1-5,1670
大村,2026/3/31,6,6,6,5438,星田夢結,finish,14,15,6.77,6,0.23,. .,まくり差し,5-1-2,7770,1-2-5,320,5-1,4340,1-5,1670
大村,2026/3/31,7,1,2,4515,藤田浩人,finish,49,40,6.77,2,0.04,1.49.9,まくり,2-4-3,12650,2-3-4,2040,2-4,3660,2-4,1390
大村,2026/3/31,7,2,4,3054,北川幸典,finish,38,54,6.77,4,0.07,1.51.1,まくり,2-4-3,12650,2-3-4,2040,2-4,3660,2-4,1390
大村,2026/3/31,7,3,3,3848,川上聡介,finish,20,17,6.81,3,0.05,1.52.2,まくり,2-4-3,12650,2-3-4,2040,2-4,3660,2-4,1390
大村,2026/3/31,7,4,1,3473,石川真二,finish,35,24,6.84,1,0.08,1.54.0,まくり,2-4-3,12650,2-3-4,2040,2-4,3660,2-4,1390
大村,2026/3/31,7,5,5,4164,岩永節也,finish,15,70,6.79,5,0.16,. .,まくり,2-4-3,12650,2-3-4,2040,2-4,3660,2-4,1390
大村,2026/3/31,7,6,6,5342,原村百那,finish,47,62,6.76,6,0.19,. .,まくり,2-4-3,12650,2-3-4,2040,2-4,3660,2-4,1390
大村,2026/3/31,8,1,1,5049,松井友汰,finish,69,45,6.80,1,0.19,1.49.9,逃げ,1-5-6,3630,1-5-6,1690,1-5,930,1-5,840
大村,2026/3/31,8,2,5,5054,佐々木大河,finish,13,56,6.76,5,0.19,1.51.5,逃げ,1-5-6,3630,1-5-6,1690,1-5,930,1-5,840
大村,2026/3/31,8,3,6,3352,小川晃司,finish,53,66,6.85,6,0.14,1.53.7,逃げ,1-5-6,3630,1-5-6,1690,1-5,930,1-5,840
大村,2026/3/31,8,4,2,3860,松本浩貴,finish,48,47,6.74,2,0.22,1.55.4,逃げ,1-5-6,3630,1-5-6,1690,1-5,930,1-5,840
大村,2026/3/31,8,5,3,4023,柴田友和,finish,16,25,6.84,3,0.19,. .,逃げ,1-5-6,3630,1-5-6,1690,1-5,930,1-5,840
大村,2026/3/31,8,6,4,4994,山本梨菜,finish,59,69,6.75,4,0.24,. .,逃げ,1-5-6,3630,1-5-6,1690,1-5,930,1-5,840
大村,2026/3/31,9,1,1,4555,富永大一,finish,39,36,6.79,1,0.07,1.50.4,逃げ,1-5-2,1640,1-2-5,400,1-5,600,1-5,420
大村,2026/3/31,9,2,5,3629,浅見昌克,finish,43,63,6.79,5,0.09,1.51.4,逃げ,1-5-2,1640,1-2-5,400,1-5,600,1-5,420
大村,2026/3/31,9,3,2,4152,深水慎一郎,finish,62,30,6.80,2,0.04,1.53.4,逃げ,1-5-2,1640,1-2-5,400,1-5,600,1-5,420
大村,2026/3/31,9,4,4,3933,山地正樹,finish,60,43,6.80,3,0.04,1.54.6,逃げ,1-5-2,1640,1-2-5,400,1-5,600,1-5,420
大村,2026/3/31,9,5,6,5409,宮本琉正,finish,50,61,6.82,6,0.07,. .,逃げ,1-5-2,1640,1-2-5,400,1-5,600,1-5,420
大村,2026/3/31,9,6,3,4572,渡部悟,finish,63,60,6.85,4,0.19,. .,逃げ,1-5-2,1640,1-2-5,400,1-5,600,1-5,420
大村,2026/3/31,10,1,1,4949,横田貴満,finish,26,11,6.78,1,0.11,1.50.1,逃げ,1-2-5,960,1-2-5,300,1-2,420,1-2,250
大村,2026/3/31,10,2,2,4345,西舘健,finish,23,58,6.81,2,0.09,1.51.7,逃げ,1-2-5,960,1-2-5,300,1-2,420,1-2,250
大村,2026/3/31,10,3,5,4873,蒲原健太,finish,11,26,6.74,5,0.18,1.51.8,逃げ,1-2-5,960,1-2-5,300,1-2,420,1-2,250
大村,2026/3/31,10,4,4,4895,門間雄大,finish,24,21,6.82,4,0.13,1.54.0,逃げ,1-2-5,960,1-2-5,300,1-2,420,1-2,250
大村,2026/3/31,10,5,6,4958,溝口海義也,finish,34,59,6.73,6,0.17,. .,逃げ,1-2-5,960,1-2-5,300,1-2,420,1-2,250
大村,2026/3/31,10,6,3,4782,浜崎準也,finish,27,51,6.82,3,0.09,. .,逃げ,1-2-5,960,1-2-5,300,1-2,420,1-2,250
大村,2026/3/31,11,1,1,3822,平尾崇典,finish,25,53,6.74,1,0.12,1.49.2,逃げ,1-2-6,810,1-2-6,470,1-2,210,1-2,180
大村,2026/3/31,11,2,2,5087,佐藤航,finish,71,29,6.78,2,0.07,1.51.2,逃げ,1-2-6,810,1-2-6,470,1-2,210,1-2,180
大村,2026/3/31,11,3,6,4515,藤田浩人,finish,49,40,6.76,6,0.14,1.53.0,逃げ,1-2-6,810,1-2-6,470,1-2,210,1-2,180
大村,2026/3/31,11,4,3,4676,後藤隼之,finish,22,22,6.83,3,0.08,1.54.6,逃げ,1-2-6,810,1-2-6,470,1-2,210,1-2,180
大村,2026/3/31,11,5,5,5086,本村大,finish,65,50,6.73,5,0.16,. .,逃げ,1-2-6,810,1-2-6,470,1-2,210,1-2,180
大村,2026/3/31,11,6,4,3776,横井健太,finish,12,75,6.86,4,0.16,. .,逃げ,1-2-6,810,1-2-6,470,1-2,210,1-2,180
大村,2026/3/31,12,1,1,4014,片岡恵里,finish,21,18,6.71,1,0.09,1.48.7,逃げ,1-3-2,350,1-2-3,180,1-3,170,1-3,140
大村,2026/3/31,12,2,3,4994,山本梨菜,finish,59,69,6.75,3,0.04,1.51.2,逃げ,1-3-2,350,1-2-3,180,1-3,170,1-3,140
大村,2026/3/31,12,3,2,5291,三嶌こころ,finish,40,49,6.77,2,0.14,1.52.5,逃げ,1-3-2,350,1-2-3,180,1-3,170,1-3,140
大村,2026/3/31,12,4,5,5310,土屋蘭,finish,58,78,6.81,5,0.02,1.54.3,逃げ,1-3-2,350,1-2-3,180,1-3,170,1-3,140
大村,2026/3/31,12,5,6,5428,古園井綾南,finish,44,77,6.80,6,0.20,. .,逃げ,1-3-2,350,1-2-3,180,1-3,170,1-3,140
大村,2026/3/31,12,,4,5342,原村百那,F,,,,,,,,,,,,,,,
唐津,2026/3/31,1,1,1,4259,真庭明志,finish,32,36,6.67,1,0.06,1.49.8,逃げ,1-3-2,650,1-2-3,250,1-3,270,1-3,220
唐津,2026/3/31,1,2,3,3838,伊藤啓三,finish,43,39,6.72,3,0.04,1.51.5,逃げ,1-3-2,650,1-2-3,250,1-3,270,1-3,220
唐津,2026/3/31,1,3,2,3563,堤昇,finish,9,31,6.78,2,0.06,1.53.2,逃げ,1-3-2,650,1-2-3,250,1-3,270,1-3,220
唐津,2026/3/31,1,4,4,4648,木村亮太,finish,22,23,6.72,4,0.05,1.53.4,逃げ,1-3-2,650,1-2-3,250,1-3,270,1-3,220
唐津,2026/3/31,1,5,5,3784,中島友和,finish,14,37,6.75,5,0.11,1.56.6,逃げ,1-3-2,650,1-2-3,250,1-3,270,1-3,220
唐津,2026/3/31,1,6,6,5404,内田壮,finish,4,11,6.70,6,0.21,1.58.1,逃げ,1-3-2,650,1-2-3,250,1-3,270,1-3,220
唐津,2026/3/31,2,1,1,5081,篠原飛翔,finish,31,32,6.71,1,0.09,1.49.9,逃げ,1-4-3,1950,1-3-4,720,1-4,660,1-4,460
唐津,2026/3/31,2,2,4,5210,藤井公人,finish,49,16,6.79,4,0.16,1.50.9,逃げ,1-4-3,1950,1-3-4,720,1-4,660,1-4,460
唐津,2026/3/31,2,3,3,3616,中村真,finish,38,45,6.74,3,0.16,1.52.6,逃げ,1-4-3,1950,1-3-4,720,1-4,660,1-4,460
唐津,2026/3/31,2,4,5,5270,小玉啓太,finish,36,12,6.75,5,0.11,1.53.3,逃げ,1-4-3,1950,1-3-4,720,1-4,660,1-4,460
唐津,2026/3/31,2,5,6,3478,嶋田貴支,finish,50,4,6.76,6,0.11,1.54.8,逃げ,1-4-3,1950,1-3-4,720,1-4,660,1-4,460
唐津,2026/3/31,2,6,2,3743,林美憲,finish,57,48,6.72,2,0.12,1.58.2,逃げ,1-4-3,1950,1-3-4,720,1-4,660,1-4,460
唐津,2026/3/31,3,1,1,4953,尾上雅也,finish,39,14,6.71,1,0.11,1.47.9,逃げ,1-5-2,4010,1-2-5,1390,1-5,910,1-5,490
唐津,2026/3/31,3,2,5,3826,村田修次,finish,19,7,6.74,5,0.09,1.50.4,逃げ,1-5-2,4010,1-2-5,1390,1-5,910,1-5,490
唐津,2026/3/31,3,3,2,4047,吉永浩則,finish,1,3,6.76,2,0.08,1.52.5,逃げ,1-5-2,4010,1-2-5,1390,1-5,910,1-5,490
唐津,2026/3/31,3,4,3,4911,片岡大地,finish,8,26,6.72,3,0.09,1.53.5,逃げ,1-5-2,4010,1-2-5,1390,1-5,910,1-5,490
唐津,2026/3/31,3,5,4,5014,梶山涼斗,finish,52,60,6.66,4,0.14,1.53.9,逃げ,1-5-2,4010,1-2-5,1390,1-5,910,1-5,490
唐津,2026/3/31,3,6,6,4417,服部剛,finish,48,38,6.68,6,0.12,1.55.1,逃げ,1-5-2,4010,1-2-5,1390,1-5,910,1-5,490
唐津,2026/3/31,4,1,1,3535,渡修平,finish,44,15,6.64,1,0.12,1.50.4,逃げ,1-5-6,5940,1-5-6,3440,1-5,1870,1-5,630
唐津,2026/3/31,4,2,5,4598,加藤政彦,finish,47,19,6.71,4,0.12,1.51.3,逃げ,1-5-6,5940,1-5-6,3440,1-5,1870,1-5,630
唐津,2026/3/31,4,3,6,4179,広次修,finish,45,52,6.75,5,0.11,1.53.4,逃げ,1-5-6,5940,1-5-6,3440,1-5,1870,1-5,630
唐津,2026/3/31,4,4,2,4651,佐藤大騎,finish,12,30,6.75,2,0.19,1.55.9,逃げ,1-5-6,5940,1-5-6,3440,1-5,1870,1-5,630
唐津,2026/3/31,4,5,4,4052,興津藍,finish,60,33,6.65,6,0.04,1.59.1,逃げ,1-5-6,5940,1-5-6,3440,1-5,1870,1-5,630
唐津,2026/3/31,4,6,3,4330,奈須啓太,finish,25,40,6.70,3,0.11,2.00.9,逃げ,1-5-6,5940,1-5-6,3440,1-5,1870,1-5,630
唐津,2026/3/31,5,1,1,4787,椎名豊,finish,17,10,6.79,1,0.19,1.49.0,抜き,1-6-2,10030,1-2-6,2810,1-6,3160,1-6,4190
唐津,2026/3/31,5,2,6,4215,吉島祥之,finish,37,27,6.75,6,0.10,1.50.5,抜き,1-6-2,10030,1-2-6,2810,1-6,3160,1-6,4190
唐津,2026/3/31,5,3,2,4607,鶴田勇雄,finish,26,6,6.75,2,0.26,1.52.0,抜き,1-6-2,10030,1-2-6,2810,1-6,3160,1-6,4190
唐津,2026/3/31,5,4,5,4529,嶋義信,finish,18,50,6.72,5,0.07,1.52.5,抜き,1-6-2,10030,1-2-6,2810,1-6,3160,1-6,4190
唐津,2026/3/31,5,5,3,3686,鳥居塚孝博,finish,55,56,6.72,3,0.18,1.53.1,抜き,1-6-2,10030,1-2-6,2810,1-6,3160,1-6,4190
唐津,2026/3/31,5,6,4,4406,幸野史明,finish,33,46,6.77,4,0.14,1.55.7,抜き,1-6-2,10030,1-2-6,2810,1-6,3160,1-6,4190
唐津,2026/3/31,6,1,1,4471,新田泰章,finish,3,13,6.78,1,0.19,1.50.5,抜き,1-4-5,5290,1-4-5,1730,1-4,1290,1-4,820
唐津,2026/3/31,6,2,4,3478,嶋田貴支,finish,50,4,6.83,4,0.27,1.51.6,抜き,1-4-5,5290,1-4-5,1730,1-4,1290,1-4,820
唐津,2026/3/31,6,3,5,3841,佐々木和伸,finish,23,18,6.73,5,0.23,1.53.1,抜き,1-4-5,5290,1-4-5,1730,1-4,1290,1-4,820
唐津,2026/3/31,6,4,6,5417,小柳勝希,finish,59,43,6.74,6,0.35,1.54.3,抜き,1-4-5,5290,1-4-5,1730,1-4,1290,1-4,820
唐津,2026/3/31,6,5,2,3838,伊藤啓三,finish,43,39,6.80,2,0.19,1.54.5,抜き,1-4-5,5290,1-4-5,1730,1-4,1290,1-4,820
唐津,2026/3/31,6,6,3,5234,塚越海斗,finish,24,1,6.77,3,0.18,1.54.6,抜き,1-4-5,5290,1-4-5,1730,1-4,1290,1-4,820
唐津,2026/3/31,7,1,1,4047,吉永浩則,finish,1,3,6.88,1,0.09,1.50.9,逃げ,1-4-2,4120,1-2-4,1710,1-4,910,1-4,500
唐津,2026/3/31,7,2,4,3961,谷村一哉,finish,54,53,6.92,5,0.16,1.51.8,逃げ,1-4-2,4120,1-2-4,1710,1-4,910,1-4,500
唐津,2026/3/31,7,3,2,3615,横田茂,finish,42,57,6.92,3,0.15,1.53.2,逃げ,1-4-2,4120,1-2-4,1710,1-4,910,1-4,500
唐津,2026/3/31,7,4,6,3743,林美憲,finish,57,48,6.88,2,0.14,1.53.7,逃げ,1-4-2,4120,1-2-4,1710,1-4,910,1-4,500
唐津,2026/3/31,7,5,3,4652,酒見峻介,finish,51,58,6.86,4,0.17,1.54.1,逃げ,1-4-2,4120,1-2-4,1710,1-4,910,1-4,500
唐津,2026/3/31,7,6,5,5404,内田壮,finish,4,11,6.76,6,0.19,1.57.8,逃げ,1-4-2,4120,1-2-4,1710,1-4,910,1-4,500
唐津,2026/3/31,8,1,4,4083,福島勇樹,finish,13,54,6.81,3,0.19,1.49.3,抜き,4-1-2,1330,1-2-4,390,4-1,480,1-4,260
唐津,2026/3/31,8,2,1,5270,小玉啓太,finish,36,12,6.91,1,0.18,1.51.3,抜き,4-1-2,1330,1-2-4,390,4-1,480,1-4,260
唐津,2026/3/31,8,3,2,3784,中島友和,finish,14,37,6.91,2,0.18,1.52.3,抜き,4-1-2,1330,1-2-4,390,4-1,480,1-4,260
唐津,2026/3/31,8,4,3,4417,服部剛,finish,48,38,6.81,6,0.36,1.52.7,抜き,4-1-2,1330,1-2-4,390,4-1,480,1-4,260
唐津,2026/3/31,8,5,6,4081,樋口範政,finish,58,5,6.93,5,0.34,1.54.2,抜き,4-1-2,1330,1-2-4,390,4-1,480,1-4,260
唐津,2026/3/31,8,6,5,4651,佐藤大騎,finish,12,30,6.91,4,0.26,1.57.1,抜き,4-1-2,1330,1-2-4,390,4-1,480,1-4,260
唐津,2026/3/31,9,1,3,3826,村田修次,finish,19,7,6.90,3,0.11,1.50.4,まくり,3-4-5,18210,3-4-5,4870,3-4,2880,3-4,1560
唐津,2026/3/31,9,2,4,4607,鶴田勇雄,finish,26,6,6.89,4,0.11,1.52.2,まくり,3-4-5,18210,3-4-5,4870,3-4,2880,3-4,1560
唐津,2026/3/31,9,3,5,5219,森口和紀,finish,53,29,6.88,5,0.13,1.53.6,まくり,3-4-5,18210,3-4-5,4870,3-4,2880,3-4,1560
唐津,2026/3/31,9,4,2,4330,奈須啓太,finish,25,40,6.96,2,0.11,1.54.1,まくり,3-4-5,18210,3-4-5,4870,3-4,2880,3-4,1560
唐津,2026/3/31,9,5,6,4565,西村豪洋,finish,56,25,6.91,6,0.21,1.54.5,まくり,3-4-5,18210,3-4-5,4870,3-4,2880,3-4,1560
唐津,2026/3/31,9,6,1,5210,藤井公人,finish,49,16,6.90,1,0.13,1.55.6,まくり,3-4-5,18210,3-4-5,4870,3-4,2880,3-4,1560
唐津,2026/3/31,10,1,4,4529,嶋義信,finish,18,50,6.79,4,0.02,1.49.8,恵まれ,4-1-2,1740,1-2-4,150,4-1,960,1-4,350
唐津,2026/3/31,10,2,1,4911,片岡大地,finish,8,26,6.79,1,0.01,1.51.2,恵まれ,4-1-2,1740,1-2-4,150,4-1,960,1-4,350
唐津,2026/3/31,10,3,2,4598,加藤政彦,finish,47,19,6.74,2,0.01,1.52.4,恵まれ,4-1-2,1740,1-2-4,150,4-1,960,1-4,350
唐津,2026/3/31,10,4,6,4648,木村亮太,finish,22,23,6.83,6,0.07,1.54.0,恵まれ,4-1-2,1740,1-2-4,150,4-1,960,1-4,350
唐津,2026/3/31,10,5,5,4471,新田泰章,finish,3,13,6.87,5,0.11,1.57.0,恵まれ,4-1-2,1740,1-2-4,150,4-1,960,1-4,350
唐津,2026/3/31,10,,3,5081,篠原飛翔,F,,,,,,,,,,,,,,,
唐津,2026/3/31,11,1,3,4787,椎名豊,finish,17,10,6.94,3,0.08,1.49.7,まくり,3-1-5,4950,1-3-5,1540,3-1,1150,1-3,220
唐津,2026/3/31,11,2,1,4877,鈴谷一平,finish,46,2,6.89,1,0.24,1.51.0,まくり,3-1-5,4950,1-3-5,1540,3-1,1150,1-3,220
唐津,2026/3/31,11,3,5,3535,渡修平,finish,44,15,6.82,5,0.06,1.53.3,まくり,3-1-5,4950,1-3-5,1540,3-1,1150,1-3,220
唐津,2026/3/31,11,4,2,4521,小池公生,finish,30,42,6.82,2,0.19,1.54.2,まくり,3-1-5,4950,1-3-5,1540,3-1,1150,1-3,220
唐津,2026/3/31,11,5,6,3615,横田茂,finish,42,57,7.07,6,0.09,1.55.2,まくり,3-1-5,4950,1-3-5,1540,3-1,1150,1-3,220
唐津,2026/3/31,11,6,4,5261,岡暢祐,finish,29,44,6.92,4,0.10,1.55.2,まくり,3-1-5,4950,1-3-5,1540,3-1,1150,1-3,220
唐津,2026/3/31,12,1,1,4083,福島勇樹,finish,13,54,6.81,1,0.14,1.48.6,逃げ,1-2-4,1680,1-2-4,1090,1-2,330,1-2,340
唐津,2026/3/31,12,2,2,3841,佐々木和伸,finish,23,18,6.82,2,0.14,1.50.0,逃げ,1-2-4,1680,1-2-4,1090,1-2,330,1-2,340
唐津,2026/3/31,12,3,4,3686,鳥居塚孝博,finish,55,56,6.81,4,0.17,1.52.4,逃げ,1-2-4,1680,1-2-4,1090,1-2,330,1-2,340
唐津,2026/3/31,12,4,6,4652,酒見峻介,finish,51,58,6.79,6,0.22,1.53.8,逃げ,1-2-4,1680,1-2-4,1090,1-2,330,1-2,340
唐津,2026/3/31,12,5,3,4259,真庭明志,finish,32,36,6.78,3,0.14,1.54.7,逃げ,1-2-4,1680,1-2-4,1090,1-2,330,1-2,340
唐津,2026/3/31,12,6,5,4953,尾上雅也,finish,39,14,6.83,5,0.20,2.01.0,逃げ,1-2-4,1680,1-2-4,1090,1-2,330,1-2,340
芦屋,2026/3/31,1,1,1,4076,杉田篤光,finish,55,151,7.01,1,0.13,1.52.4,逃げ,1-3-4,1790,1-3-4,1150,1-3,520,1-3,740
芦屋,2026/3/31,1,2,3,3690,河合三弘,finish,15,169,7.10,3,0.15,1.53.8,逃げ,1-3-4,1790,1-3-4,1150,1-3,520,1-3,740
芦屋,2026/3/31,1,3,4,4487,三原司,finish,46,139,6.97,4,0.08,1.54.9,逃げ,1-3-4,1790,1-3-4,1150,1-3,520,1-3,740
芦屋,2026/3/31,1,4,5,5212,西川拓利,finish,38,123,7.04,5,0.05,1.57.1,逃げ,1-3-4,1790,1-3-4,1150,1-3,520,1-3,740
芦屋,2026/3/31,1,5,6,3602,奥平拓也,finish,32,155,7.14,6,0.11,. .,逃げ,1-3-4,1790,1-3-4,1150,1-3,520,1-3,740
芦屋,2026/3/31,1,6,2,4410,井上大輔,finish,12,137,7.04,2,0.19,. .,逃げ,1-3-4,1790,1-3-4,1150,1-3,520,1-3,740
芦屋,2026/3/31,2,1,2,4861,田中宏樹,finish,54,153,6.98,2,0.05,1.51.3,差し,2-1-3,2820,1-2-3,390,2-1,1140,1-2,250
芦屋,2026/3/31,2,2,1,4684,楠原翔太,finish,43,138,7.14,1,0.07,1.52.9,差し,2-1-3,2820,1-2-3,390,2-1,1140,1-2,250
芦屋,2026/3/31,2,3,3,3975,小野寺智洋,finish,22,170,7.02,3,0.05,1.54.1,差し,2-1-3,2820,1-2-3,390,2-1,1140,1-2,250
芦屋,2026/3/31,2,4,4,3978,齊藤仁,finish,28,118,7.06,4,0.11,1.55.3,差し,2-1-3,2820,1-2-3,390,2-1,1140,1-2,250
芦屋,2026/3/31,2,5,5,5299,西丸敦基,finish,8,124,7.05,5,0.11,. .,差し,2-1-3,2820,1-2-3,390,2-1,1140,1-2,250
芦屋,2026/3/31,2,6,6,4580,長谷川雅和,finish,21,143,7.23,6,0.27,. .,差し,2-1-3,2820,1-2-3,390,2-1,1140,1-2,250
芦屋,2026/3/31,3,1,3,4366,前沢丈史,finish,37,135,7.24,3,0.00,1.50.3,抜き,3-2-4,1960,2-3-4,390,3-2,890,2-3,470
芦屋,2026/3/31,3,2,2,3747,國崎良春,finish,9,140,7.07,2,0.01,1.52.2,抜き,3-2-4,1960,2-3-4,390,3-2,890,2-3,470
芦屋,2026/3/31,3,3,4,4247,齊藤優,finish,44,132,6.99,4,0.03,1.53.2,抜き,3-2-4,1960,2-3-4,390,3-2,890,2-3,470
芦屋,2026/3/31,3,4,5,3711,江本真治,finish,13,159,7.16,5,0.07,1.55.2,抜き,3-2-4,1960,2-3-4,390,3-2,890,2-3,470
芦屋,2026/3/31,3,5,6,5207,高山敬悟,finish,57,156,7.05,6,0.05,. .,抜き,3-2-4,1960,2-3-4,390,3-2,890,2-3,470
芦屋,2026/3/31,3,,1,4718,北川太一,F,,,,,,,,,,,,,,,
芦屋,2026/3/31,4,1,1,4472,尾嶋一広,finish,39,141,6.92,1,0.06,1.50.6,逃げ,1-2-6,1260,1-2-6,660,1-2,290,1-2,190
芦屋,2026/3/31,4,2,2,4148,枝尾賢,finish,18,166,6.99,2,0.09,1.53.0,逃げ,1-2-6,1260,1-2-6,660,1-2,290,1-2,190
芦屋,2026/3/31,4,3,6,4822,百武翔,finish,1,115,7.00,6,0.21,1.53.8,逃げ,1-2-6,1260,1-2-6,660,1-2,290,1-2,190
芦屋,2026/3/31,4,4,5,4615,板倉敦史,finish,27,116,6.99,5,0.20,1.54.0,逃げ,1-2-6,1260,1-2-6,660,1-2,290,1-2,190
芦屋,2026/3/31,4,5,3,3875,廣中良一,finish,2,142,6.94,3,0.10,. .,逃げ,1-2-6,1260,1-2-6,660,1-2,290,1-2,190
芦屋,2026/3/31,4,6,4,4377,濱本優一,finish,36,127,7.00,4,0.46,. .,逃げ,1-2-6,1260,1-2-6,660,1-2,290,1-2,190
