会場,日付,レース,着順,艇番,登番,選手名,status,モーター番号,ボート番号,展示タイム,進入コース,スタートタイミング,レースタイム,3連単_組合,3連単_配当,3連複_組合,3連複_配当,2連単_組合,2連単_配当,2連複_組合,2連複_配当
大村,2026/4/1,6,6,5,5409,宮本琉正,finish,50,61,6.85,5,0.15,. .,1-2-6,2830,1-2-6,1320,1-2,350,1-2,290
大村,2026/4/1,7,1,1,4994,山本梨菜,finish,59,69,6.75,1,0.10,1.49.4,1-3-4,390,1-3-4,250,1-3,200,1-3,150
大村,2026/4/1,7,2,3,5054,佐々木大河,finish,13,56,6.80,3,0.14,1.51.3,1-3-4,390,1-3-4,250,1-3,200,1-3,150
大村,2026/4/1,7,3,4,4329,小松卓司,finish,41,33,6.80,4,0.29,1.52.9,1-3-4,390,1-3-4,250,1-3,200,1-3,150
大村,2026/4/1,7,4,6,5376,吉田一心,finish,28,68,6.86,6,0.24,1.54.4,1-3-4,390,1-3-4,250,1-3,200,1-3,150
大村,2026/4/1,7,5,2,4782,浜崎準也,finish,27,51,6.80,2,0.13,. .,1-3-4,390,1-3-4,250,1-3,200,1-3,150
大村,2026/4/1,7,6,5,5428,古園井綾南,finish,44,77,6.79,5,0.18,. .,1-3-4,390,1-3-4,250,1-3,200,1-3,150
大村,2026/4/1,8,1,1,4572,渡部悟,finish,63,60,6.83,1,0.18,1.49.8,1-2-3,510,1-2-3,190,1-2,290,1-2,220
大村,2026/4/1,8,2,2,3621,天野晶夫,finish,46,74,6.81,2,0.19,1.50.7,1-2-3,510,1-2-3,190,1-2,290,1-2,220
大村,2026/4/1,8,3,3,5049,松井友汰,finish,69,45,6.85,3,0.17,1.52.9,1-2-3,510,1-2-3,190,1-2,290,1-2,220
大村,2026/4/1,8,4,5,3843,上之晃弘,finish,64,55,6.84,5,0.16,1.54.5,1-2-3,510,1-2-3,190,1-2,290,1-2,220
大村,2026/4/1,8,5,6,5342,原村百那,finish,47,62,6.82,6,0.17,. .,1-2-3,510,1-2-3,190,1-2,290,1-2,220
大村,2026/4/1,8,6,4,5291,三嶌こころ,finish,40,49,6.82,4,0.19,. .,1-2-3,510,1-2-3,190,1-2,290,1-2,220
大村,2026/4/1,9,1,1,5092,篠原晟弥,finish,29,12,6.73,1,0.02,1.49.0,1-6-4,7090,1-4-6,1680,1-6,1150,1-6,760
大村,2026/4/1,9,2,6,4873,蒲原健太,finish,11,26,6.76,4,0.12,1.49.9,1-6-4,7090,1-4-6,1680,1-6,1150,1-6,760
大村,2026/4/1,9,3,4,3933,山地正樹,finish,60,43,6.84,3,0.09,1.52.2,1-6-4,7090,1-4-6,1680,1-6,1150,1-6,760
大村,2026/4/1,9,4,2,3629,浅見昌克,finish,43,63,6.81,2,0.12,1.53.0,1-6-4,7090,1-4-6,1680,1-6,1150,1-6,760
大村,2026/4/1,9,5,3,3848,川上聡介,finish,20,17,6.80,5,0.13,. .,1-6-4,7090,1-4-6,1680,1-6,1150,1-6,760
大村,2026/4/1,9,6,5,4152,深水慎一郎,finish,62,30,6.82,6,0.11,. .,1-6-4,7090,1-4-6,1680,1-6,1150,1-6,760
大村,2026/4/1,10,1,1,4503,上野真之介,finish,17,27,6.83,1,0.01,1.49.4,1-2-3,610,1-2-3,280,1-2,230,1-2,230
大村,2026/4/1,10,2,2,3822,平尾崇典,finish,25,53,6.80,3,0.01,1.51.0,1-2-3,610,1-2-3,280,1-2,230,1-2,230
大村,2026/4/1,10,3,3,5087,佐藤航,finish,71,29,6.78,4,0.08,1.52.6,1-2-3,610,1-2-3,280,1-2,230,1-2,230
大村,2026/4/1,10,4,4,4676,後藤隼之,finish,22,22,6.84,5,0.18,1.53.5,1-2-3,610,1-2-3,280,1-2,230,1-2,230
大村,2026/4/1,10,5,6,4014,片岡恵里,finish,21,18,6.72,6,0.16,. .,1-2-3,610,1-2-3,280,1-2,230,1-2,230
大村,2026/4/1,10,6,5,3473,石川真二,finish,35,24,6.89,2,0.03,. .,1-2-3,610,1-2-3,280,1-2,230,1-2,230
大村,2026/4/1,11,1,1,4345,西舘健,finish,23,58,6.84,1,0.08,1.48.7,1-3-2,1010,1-2-3,380,1-3,360,1-3,290
大村,2026/4/1,11,2,3,4994,山本梨菜,finish,59,69,6.77,3,0.15,1.50.0,1-3-2,1010,1-2-3,380,1-3,360,1-3,290
大村,2026/4/1,11,3,2,4515,藤田浩人,finish,49,40,6.74,2,0.19,1.50.6,1-3-2,1010,1-2-3,380,1-3,360,1-3,290
大村,2026/4/1,11,4,5,4958,溝口海義也,finish,34,59,6.73,5,0.12,1.51.8,1-3-2,1010,1-2-3,380,1-3,360,1-3,290
大村,2026/4/1,11,5,6,4555,富永大一,finish,39,36,6.78,6,0.17,. .,1-3-2,1010,1-2-3,380,1-3,360,1-3,290
大村,2026/4/1,11,6,4,4535,北山康介,finish,74,52,6.84,4,0.14,. .,1-3-2,1010,1-2-3,380,1-3,360,1-3,290
大村,2026/4/1,12,1,1,5054,佐々木大河,finish,13,56,6.78,1,0.05,1.49.0,1-6-5,7000,1-5-6,2000,1-6,790,1-6,1100
大村,2026/4/1,12,2,6,3352,小川晃司,finish,53,66,6.83,6,0.19,1.51.2,1-6-5,7000,1-5-6,2000,1-6,790,1-6,1100
大村,2026/4/1,12,3,5,3564,桑原啓,finish,33,19,6.81,5,0.19,1.52.1,1-6-5,7000,1-5-6,2000,1-6,790,1-6,1100
大村,2026/4/1,12,4,4,4572,渡部悟,finish,63,60,6.90,4,0.10,1.54.0,1-6-5,7000,1-5-6,2000,1-6,790,1-6,1100
大村,2026/4/1,12,5,2,4164,岩永節也,finish,15,70,6.80,2,0.05,. .,1-6-5,7000,1-5-6,2000,1-6,790,1-6,1100
大村,2026/4/1,12,6,3,5086,本村大,finish,65,50,6.74,3,0.11,. .,1-6-5,7000,1-5-6,2000,1-6,790,1-6,1100
唐津,2026/4/1,1,1,1,4598,加藤政彦,finish,47,19,6.74,1,0.12,1.48.6,1-4-2,1360,1-2-4,490,1-4,430,1-4,400
唐津,2026/4/1,1,2,4,3563,堤昇,finish,9,31,6.81,4,0.11,1.50.7,1-4-2,1360,1-2-4,490,1-4,430,1-4,400
唐津,2026/4/1,1,3,2,4081,樋口範政,finish,58,5,6.70,2,0.21,1.51.8,1-4-2,1360,1-2-4,490,1-4,430,1-4,400
唐津,2026/4/1,1,4,6,5014,梶山涼斗,finish,52,60,6.71,5,0.10,1.53.2,1-4-2,1360,1-2-4,490,1-4,430,1-4,400
唐津,2026/4/1,1,5,3,5261,岡暢祐,finish,29,44,6.78,3,0.27,1.55.4,1-4-2,1360,1-2-4,490,1-4,430,1-4,400
唐津,2026/4/1,1,6,5,4406,幸野史明,finish,33,46,6.67,6,0.04,1.55.5,1-4-2,1360,1-2-4,490,1-4,430,1-4,400
唐津,2026/4/1,2,1,1,5234,塚越海斗,finish,24,1,6.72,1,0.09,1.54.9,1-3-6,2890,1-3-6,1450,1-3,870,1-3,740
唐津,2026/4/1,2,2,3,5270,小玉啓太,finish,36,12,6.80,3,0.12,1.57.5,1-3-6,2890,1-3-6,1450,1-3,870,1-3,740
唐津,2026/4/1,2,3,6,4529,嶋義信,finish,18,50,6.77,6,0.06,2.00.9,1-3-6,2890,1-3-6,1450,1-3,870,1-3,740
唐津,2026/4/1,2,4,5,3615,横田茂,finish,42,57,6.78,5,0.09,2.04.3,1-3-6,2890,1-3-6,1450,1-3,870,1-3,740
唐津,2026/4/1,2,5,4,4648,木村亮太,finish,22,23,6.71,4,0.11,2.08.3,1-3-6,2890,1-3-6,1450,1-3,870,1-3,740
唐津,2026/4/1,2,,2,4259,真庭明志,S1,,,,,,,,,,,,,,
唐津,2026/4/1,3,1,1,4330,奈須啓太,finish,25,40,6.78,1,0.12,1.49.3,1-3-5,1790,1-3-5,1120,1-3,340,1-3,300
唐津,2026/4/1,3,2,3,4911,片岡大地,finish,8,26,6.77,3,0.21,1.50.9,1-3-5,1790,1-3-5,1120,1-3,340,1-3,300
唐津,2026/4/1,3,3,5,3535,渡修平,finish,44,15,6.71,5,0.28,1.53.8,1-3-5,1790,1-3-5,1120,1-3,340,1-3,300
唐津,2026/4/1,3,4,4,3743,林美憲,finish,57,48,6.85,4,0.23,1.55.9,1-3-5,1790,1-3-5,1120,1-3,340,1-3,300
唐津,2026/4/1,3,5,2,4417,服部剛,finish,48,38,6.70,2,0.24,1.57.3,1-3-5,1790,1-3-5,1120,1-3,340,1-3,300
唐津,2026/4/1,3,6,6,5417,小柳勝希,finish,59,43,6.73,6,0.35,1.57.6,1-3-5,1790,1-3-5,1120,1-3,340,1-3,300
唐津,2026/4/1,4,1,4,4877,鈴谷一平,finish,46,2,6.83,4,0.11,1.49.5,4-5-3,9960,3-4-5,2520,4-5,1090,4-5,810
唐津,2026/4/1,4,2,5,3961,谷村一哉,finish,54,53,6.85,5,0.09,1.50.4,4-5-3,9960,3-4-5,2520,4-5,1090,4-5,810
唐津,2026/4/1,4,3,3,4651,佐藤大騎,finish,12,30,6.83,3,0.04,1.52.1,4-5-3,9960,3-4-5,2520,4-5,1090,4-5,810
唐津,2026/4/1,4,4,1,5210,藤井公人,finish,49,16,6.87,1,0.10,1.53.7,4-5-3,9960,3-4-5,2520,4-5,1090,4-5,810
唐津,2026/4/1,4,5,2,3826,村田修次,finish,19,7,6.86,2,0.10,1.54.7,4-5-3,9960,3-4-5,2520,4-5,1090,4-5,810
唐津,2026/4/1,4,6,6,5404,内田壮,finish,4,11,6.75,6,0.11,1.55.4,4-5-3,9960,3-4-5,2520,4-5,1090,4-5,810
唐津,2026/4/1,5,1,2,3838,伊藤啓三,finish,43,39,6.78,2,0.11,1.49.2,2-1-4,5670,1-2-4,1020,2-1,1600,1-2,670
唐津,2026/4/1,5,2,1,3841,佐々木和伸,finish,23,18,6.79,1,0.09,1.50.7,2-1-4,5670,1-2-4,1020,2-1,1600,1-2,670
唐津,2026/4/1,5,3,4,4179,広次修,finish,45,52,6.79,5,0.15,1.52.1,2-1-4,5670,1-2-4,1020,2-1,1600,1-2,670
唐津,2026/4/1,5,4,6,4083,福島勇樹,finish,13,54,6.81,4,0.11,1.52.5,2-1-4,5670,1-2-4,1020,2-1,1600,1-2,670
唐津,2026/4/1,5,5,5,5261,岡暢祐,finish,29,44,6.87,6,0.25,1.54.6,2-1-4,5670,1-2-4,1020,2-1,1600,1-2,670
唐津,2026/4/1,5,6,3,5219,森口和紀,finish,53,29,6.81,3,0.16,1.54.7,2-1-4,5670,1-2-4,1020,2-1,1600,1-2,670
唐津,2026/4/1,6,1,4,4953,尾上雅也,finish,39,14,6.76,4,0.05,1.49.0,4-6-2,3350,2-4-6,970,4-6,740,4-6,620
唐津,2026/4/1,6,2,6,4787,椎名豊,finish,17,10,6.92,5,0.05,1.50.2,4-6-2,3350,2-4-6,970,4-6,740,4-6,620
唐津,2026/4/1,6,3,2,3616,中村真,finish,38,45,6.83,2,0.10,1.52.5,4-6-2,3350,2-4-6,970,4-6,740,4-6,620
唐津,2026/4/1,6,4,5,4081,樋口範政,finish,58,5,6.80,6,0.07,1.52.8,4-6-2,3350,2-4-6,970,4-6,740,4-6,620
唐津,2026/4/1,6,5,1,3563,堤昇,finish,9,31,6.84,1,0.18,1.54.4,4-6-2,3350,2-4-6,970,4-6,740,4-6,620
唐津,2026/4/1,6,6,3,4648,木村亮太,finish,22,23,6.75,3,0.19,1.55.0,4-6-2,3350,2-4-6,970,4-6,740,4-6,620
唐津,2026/4/1,7,1,3,4652,酒見峻介,finish,51,58,6.78,3,0.10,1.49.7,3-1-4,3560,1-3-4,850,3-1,990,1-3,310
唐津,2026/4/1,7,2,1,4047,吉永浩則,finish,1,3,6.83,1,0.09,1.51.3,3-1-4,3560,1-3-4,850,3-1,990,1-3,310
唐津,2026/4/1,7,3,4,5417,小柳勝希,finish,59,43,6.79,4,0.13,1.51.9,3-1-4,3560,1-3-4,850,3-1,990,1-3,310
唐津,2026/4/1,7,4,2,4607,鶴田勇雄,finish,26,6,6.81,2,0.16,1.52.2,3-1-4,3560,1-3-4,850,3-1,990,1-3,310
唐津,2026/4/1,7,5,6,4215,吉島祥之,finish,37,27,6.81,5,0.09,1.53.7,3-1-4,3560,1-3-4,850,3-1,990,1-3,310
唐津,2026/4/1,7,6,5,4565,西村豪洋,finish,56,25,6.82,6,0.12,1.56.4,3-1-4,3560,1-3-4,850,3-1,990,1-3,310
唐津,2026/4/1,8,1,1,3784,中島友和,finish,14,37,6.78,1,0.07,1.50.4,1-2-3,1330,1-2-3,550,1-2,440,1-2,330
唐津,2026/4/1,8,2,2,3615,横田茂,finish,42,57,6.77,2,0.08,1.51.7,1-2-3,1330,1-2-3,550,1-2,440,1-2,330
唐津,2026/4/1,8,3,3,3535,渡修平,finish,44,15,6.72,3,0.12,1.53.2,1-2-3,1330,1-2-3,550,1-2,440,1-2,330
唐津,2026/4/1,8,4,5,5270,小玉啓太,finish,36,12,6.83,5,0.07,1.54.7,1-2-3,1330,1-2-3,550,1-2,440,1-2,330
唐津,2026/4/1,8,5,4,3686,鳥居塚孝博,finish,55,56,6.80,4,0.09,1.56.3,1-2-3,1330,1-2-3,550,1-2,440,1-2,330
唐津,2026/4/1,8,6,6,4406,幸野史明,finish,33,46,6.65,6,0.11,1.57.3,1-2-3,1330,1-2-3,550,1-2,440,1-2,330
唐津,2026/4/1,9,1,1,5219,森口和紀,finish,53,29,6.90,1,0.14,1.49.0,1-2-5,2000,1-2-5,660,1-2,380,1-2,340
唐津,2026/4/1,9,2,2,3961,谷村一哉,finish,54,53,6.89,2,0.17,1.50.8,1-2-5,2000,1-2-5,660,1-2,380,1-2,340
唐津,2026/4/1,9,3,5,4521,小池公生,finish,30,42,6.86,5,0.35,1.52.8,1-2-5,2000,1-2-5,660,1-2,380,1-2,340
唐津,2026/4/1,9,4,4,5210,藤井公人,finish,49,16,6.88,4,0.25,1.53.3,1-2-5,2000,1-2-5,660,1-2,380,1-2,340
唐津,2026/4/1,9,5,3,5014,梶山涼斗,finish,52,60,6.81,3,0.15,1.53.3,1-2-5,2000,1-2-5,660,1-2,380,1-2,340
唐津,2026/4/1,9,6,6,5081,篠原飛翔,finish,31,32,6.85,6,0.27,1.56.9,1-2-5,2000,1-2-5,660,1-2,380,1-2,340
唐津,2026/4/1,10,1,1,4877,鈴谷一平,finish,46,2,6.85,1,0.08,1.49.4,1-4-5,4270,1-4-5,1910,1-4,1340,1-4,810
唐津,2026/4/1,10,2,4,3841,佐々木和伸,finish,23,18,6.77,4,0.12,1.50.1,1-4-5,4270,1-4-5,1910,1-4,1340,1-4,810
唐津,2026/4/1,10,3,5,4911,片岡大地,finish,8,26,6.77,6,0.14,1.51.5,1-4-5,4270,1-4-5,1910,1-4,1340,1-4,810
唐津,2026/4/1,10,4,6,4330,奈須啓太,finish,25,40,6.84,5,0.11,1.52.8,1-4-5,4270,1-4-5,1910,1-4,1340,1-4,810
唐津,2026/4/1,10,5,3,4787,椎名豊,finish,17,10,6.83,3,0.09,1.53.5,1-4-5,4270,1-4-5,1910,1-4,1340,1-4,810
唐津,2026/4/1,10,6,2,4953,尾上雅也,finish,39,14,6.82,2,0.10,1.53.8,1-4-5,4270,1-4-5,1910,1-4,1340,1-4,810
唐津,2026/4/1,11,1,1,4529,嶋義信,finish,18,50,6.71,1,0.03,1.49.0,1-4-3,1560,1-3-4,670,1-4,450,1-4,310
唐津,2026/4/1,11,2,4,4259,真庭明志,finish,32,36,6.74,4,0.15,1.49.8,1-4-3,1560,1-3-4,670,1-4,450,1-4,310
唐津,2026/4/1,11,3,3,4417,服部剛,finish,48,38,6.74,3,0.16,1.51.5,1-4-3,1560,1-3-4,670,1-4,450,1-4,310
唐津,2026/4/1,11,4,2,4179,広次修,finish,45,52,6.79,2,0.11,1.51.7,1-4-3,1560,1-3-4,670,1-4,450,1-4,310
唐津,2026/4/1,11,5,5,4607,鶴田勇雄,finish,26,6,6.79,5,0.16,1.54.7,1-4-3,1560,1-3-4,670,1-4,450,1-4,310
唐津,2026/4/1,11,6,6,4047,吉永浩則,finish,1,3,6.83,6,0.17,1.56.6,1-4-3,1560,1-3-4,670,1-4,450,1-4,310
唐津,2026/4/1,12,1,1,4083,福島勇樹,finish,13,54,6.75,1,0.06,1.48.6,1-6-4,6770,1-4-6,1370,1-6,1690,1-6,1740
唐津,2026/4/1,12,2,6,5234,塚越海斗,finish,24,1,6.78,6,0.06,1.50.2,1-6-4,6770,1-4-6,1370,1-6,1690,1-6,1740
唐津,2026/4/1,12,3,4,3826,村田修次,finish,19,7,6.84,4,0.09,1.51.5,1-6-4,6770,1-4-6,1370,1-6,1690,1-6,1740
唐津,2026/4/1,12,4,2,4652,酒見峻介,finish,51,58,6.79,2,0.08,1.52.9,1-6-4,6770,1-4-6,1370,1-6,1690,1-6,1740
唐津,2026/4/1,12,5,3,4598,加藤政彦,finish,47,19,6.79,3,0.08,1.54.8,1-6-4,6770,1-4-6,1370,1-6,1690,1-6,1740
唐津,2026/4/1,12,6,5,3838,伊藤啓三,finish,43,39,6.85,5,0.11,1.57.1,1-6-4,6770,1-4-6,1370,1-6,1690,1-6,1740
福岡,2026/4/1,1,1,2,5203,神里琴音,finish,61,140,6.87,2,0.18,1.49.5,2-1-3,2600,1-2-3,180,2-1,1110,1-2,160
福岡,2026/4/1,1,2,1,4556,竹井奈美,finish,75,160,6.91,1,0.12,1.50.8,2-1-3,2600,1-2-3,180,2-1,1110,1-2,160
福岡,2026/4/1,1,3,3,5151,山下奈緒,finish,29,154,6.87,3,0.21,1.53.2,2-1-3,2600,1-2-3,180,2-1,1110,1-2,160
福岡,2026/4/1,1,4,5,5326,三嶌さらら,finish,40,141,6.90,5,0.27,1.54.7,2-1-3,2600,1-2-3,180,2-1,1110,1-2,160
福岡,2026/4/1,1,5,4,4548,篠木亜衣花,finish,27,151,6.93,4,0.26,. .,2-1-3,2600,1-2-3,180,2-1,1110,1-2,160
福岡,2026/4/1,1,6,6,4882,瀧川千依,finish,42,172,6.88,6,0.37,. .,2-1-3,2600,1-2-3,180,2-1,1110,1-2,160
福岡,2026/4/1,2,1,2,5155,内山七海,finish,11,168,6.87,2,0.14,1.49.7,2-1-6,1450,1-2-6,650,2-1,330,1-2,210
福岡,2026/4/1,2,2,1,4854,大橋由珠,finish,24,104,6.79,1,0.09,1.52.7,2-1-6,1450,1-2-6,650,2-1,330,1-2,210
福岡,2026/4/1,2,3,6,5198,奥村明日香,finish,47,163,6.90,6,0.21,1.54.0,2-1-6,1450,1-2-6,650,2-1,330,1-2,210
福岡,2026/4/1,2,4,4,4720,西澤日花里,finish,26,101,6.94,4,0.08,1.54.1,2-1-6,1450,1-2-6,650,2-1,330,1-2,210
福岡,2026/4/1,2,5,3,5113,黒明花夢,finish,60,164,6.91,3,0.11,. .,2-1-6,1450,1-2-6,650,2-1,330,1-2,210
福岡,2026/4/1,2,6,5,5108,柴田愛梨,finish,12,157,6.89,5,0.26,. .,2-1-6,1450,1-2-6,650,2-1,330,1-2,210
福岡,2026/4/1,3,1,3,4433,川野芽唯,finish,35,145,6.92,3,0.08,1.51.3,3-1-4,800,1-3-4,250,3-1,450,1-3,200
福岡,2026/4/1,3,2,1,4246,喜多那由夏,finish,32,153,6.87,1,0.11,1.51.3,3-1-4,800,1-3-4,250,3-1,450,1-3,200
福岡,2026/4/1,3,3,4,4947,間庭菜摘,finish,45,158,6.89,4,0.14,1.52.9,3-1-4,800,1-3-4,250,3-1,450,1-3,200
福岡,2026/4/1,3,4,2,5250,嶋田有里,finish,72,148,6.89,2,0.06,1.54.2,3-1-4,800,1-3-4,250,3-1,450,1-3,200
福岡,2026/4/1,3,5,5,3943,三松直美,finish,41,142,6.98,5,0.12,. .,3-1-4,800,1-3-4,250,3-1,450,1-3,200
福岡,2026/4/1,3,6,6,5410,今泉澪,finish,33,150,6.83,6,0.15,. .,3-1-4,800,1-3-4,250,3-1,450,1-3,200
福岡,2026/4/1,4,1,2,5045,平川香織,finish,34,162,6.90,3,0.18,1.50.2,2-4-5,4380,2-4-5,1060,2-4,1310,2-4,810
福岡,2026/4/1,4,2,4,5193,米丸乃絵,finish,13,159,6.90,5,0.18,1.51.7,2-4-5,4380,2-4-5,1060,2-4,1310,2-4,810
福岡,2026/4/1,4,3,5,4874,池田奈津美,finish,43,170,6.85,2,0.26,1.53.2,2-4-5,4380,2-4-5,1060,2-4,1310,2-4,810
福岡,2026/4/1,4,4,3,4844,村上奈穂,finish,58,120,6.82,4,0.18,1.54.8,2-4-5,4380,2-4-5,1060,2-4,1310,2-4,810
福岡,2026/4/1,4,5,6,5365,石村日奈那,finish,30,169,6.83,6,0.16,. .,2-4-5,4380,2-4-5,1060,2-4,1310,2-4,810
福岡,2026/4/1,4,6,1,5013,山下夏鈴,finish,71,121,6.80,1,0.26,. .,2-4-5,4380,2-4-5,1060,2-4,1310,2-4,810
福岡,2026/4/1,5,1,1,5079,大石真央,finish,28,123,6.87,1,0.12,1.49.8,1-5-3,1840,1-3-5,250,1-5,700,1-5,710
福岡,2026/4/1,5,2,5,4773,中川りな,finish,46,152,6.83,5,0.11,1.50.7,1-5-3,1840,1-3-5,250,1-5,700,1-5,710
福岡,2026/4/1,5,3,3,4373,若狭奈美子,finish,62,144,6.87,3,0.14,1.52.5,1-5-3,1840,1-3-5,250,1-5,700,1-5,710
福岡,2026/4/1,5,4,2,5326,三嶌さらら,finish,40,141,6.88,2,0.23,1.55.1,1-5-3,1840,1-3-5,250,1-5,700,1-5,710
福岡,2026/4/1,5,5,4,4987,島倉都,finish,44,155,6.91,4,0.13,. .,1-5-3,1840,1-3-5,250,1-5,700,1-5,710
福岡,2026/4/1,5,6,6,5413,宮城那菜,finish,17,106,6.85,6,0.12,. .,1-5-3,1840,1-3-5,250,1-5,700,1-5,710
福岡,2026/4/1,6,1,1,5277,井上未都,finish,25,137,6.85,1,0.19,1.49.9,1-2-5,470,1-2-5,160,1-2,270,1-2,150
福岡,2026/4/1,6,2,2,4825,倉持莉々,finish,59,138,6.78,2,0.16,1.51.1,1-2-5,470,1-2-5,160,1-2,270,1-2,150
