race_id,˜g”Ô,“o”Ô,p_win,strength,finish_rank
022025080810,3,4438,0.0817,0.124086,4
022025080810,4,5044,0.0702,0.106647,1
022025080810,5,4314,0.0685,0.104004,2
022025080810,6,4207,0.0458,0.069525,6
022025080811,1,3717,0.4181,1.000000,1
022025080811,2,3550,0.0780,0.186670,6
022025080811,3,4019,0.2687,0.642626,5
022025080811,4,4521,0.1247,0.298342,2
022025080811,5,4345,0.0978,0.233931,3
022025080811,6,3462,0.0127,0.030265,4
022025080812,1,3966,0.5974,1.000000,1
022025080812,2,4560,0.1307,0.218872,3
022025080812,3,4363,0.0920,0.154030,6
022025080812,4,4789,0.0408,0.068253,4
022025080812,5,4342,0.1066,0.178452,2
022025080812,6,3811,0.0325,0.054413,5
032025080801,1,5135,0.4603,1.000000,6
032025080801,2,4583,0.1613,0.350549,4
032025080801,3,4876,0.0741,0.161104,5
032025080801,4,5065,0.0783,0.170109,1
032025080801,5,4598,0.1943,0.422089,2
032025080801,6,4644,0.0317,0.068844,3
032025080802,1,5157,0.2573,0.631933,1
032025080802,2,4566,0.4071,1.000000,3
032025080802,3,4930,0.1700,0.417527,6
032025080802,4,3771,0.0678,0.166475,2
032025080802,5,4723,0.0428,0.105055,5
032025080802,6,4437,0.0550,0.135110,4
032025080803,1,3527,0.4238,1.000000,3
032025080803,2,3975,0.1346,0.317609,1
032025080803,3,5102,0.1021,0.241025,2
032025080803,4,5029,0.1852,0.437073,5
032025080803,5,4872,0.0436,0.102993,6
032025080803,6,4959,0.1106,0.260869,4
032025080804,1,4258,0.4141,1.000000,2
032025080804,2,4407,0.1375,0.332152,3
032025080804,3,3796,0.0939,0.226827,5
032025080804,4,5075,0.2000,0.483058,1
032025080804,5,3880,0.0460,0.111033,6
032025080804,6,4832,0.1085,0.262020,4
032025080805,1,4876,0.3298,1.000000,6
032025080805,2,4161,0.2250,0.682125,1
032025080805,3,4880,0.1282,0.388678,2
032025080805,4,4610,0.1716,0.520307,4
032025080805,5,5239,0.1018,0.308621,5
032025080805,6,5298,0.0435,0.131989,3
032025080806,1,4991,0.5271,1.000000,1
032025080806,2,5073,0.1507,0.285847,2
032025080806,3,3075,0.0876,0.166207,4
032025080806,4,3929,0.0691,0.131197,6
032025080806,5,4583,0.0934,0.177117,3
032025080806,6,4441,0.0722,0.136973,5
032025080807,1,3975,0.3582,0.988992,2
032025080807,2,5157,0.0844,0.233132,6
032025080807,3,5135,0.1064,0.293884,5
032025080807,4,4723,0.0648,0.178872,4
032025080807,5,4344,0.3622,1.000000,1
032025080807,6,5054,0.0239,0.066089,3
032025080808,1,4872,0.3062,1.000000,1
032025080808,2,4644,0.1470,0.479963,5
032025080808,3,4437,0.2956,0.965104,2
032025080808,4,3527,0.1226,0.400443,6
032025080808,5,3796,0.0665,0.217299,4
032025080808,6,5053,0.0620,0.202550,3
032025080809,1,5065,0.3177,1.000000,5
032025080809,2,5075,0.2328,0.732574,4
032025080809,3,4610,0.1566,0.492764,6
032025080809,4,4930,0.1970,0.619893,2
032025080809,5,4258,0.0652,0.205152,1
032025080809,6,4880,0.0308,0.096939,3
032025080810,1,4441,0.4987,1.000000,2
032025080810,2,4598,0.1969,0.394775,5
032025080810,3,3771,0.0535,0.107265,4
032025080810,4,4959,0.1851,0.371119,1
032025080810,5,4407,0.0385,0.077110,6
032025080810,6,4161,0.0273,0.054747,3
032025080811,1,4832,0.4873,1.000000,4
032025080811,2,4344,0.2775,0.569450,1
032025080811,3,5029,0.0733,0.150432,2
032025080811,4,5298,0.0428,0.087914,3
032025080811,5,4566,0.1032,0.211846,5
032025080811,6,4991,0.0158,0.032408,6
032025080812,1,4370,0.4655,1.000000,1
032025080812,2,4397,0.1942,0.417175,3
032025080812,3,4311,0.1399,0.300665,2
032025080812,4,3716,0.1091,0.234449,6
032025080812,5,3983,0.0777,0.166937,5
032025080812,6,3708,0.0136,0.029184,4
042025080801,1,3949,0.1994,0.601827,2
042025080801,2,3863,0.1371,0.413883,5
042025080801,3,3662,0.2808,0.847355,3
042025080801,4,4086,0.3314,1.000000,1
042025080801,5,5293,0.0217,0.065375,6
042025080801,6,5301,0.0297,0.089488,4
042025080802,1,3679,0.8044,1.000000,1
042025080802,2,3889,0.0472,0.058691,4
042025080802,3,3775,0.0477,0.059344,2
042025080802,4,3340,0.0505,0.062753,
042025080802,5,4474,0.0476,0.059154,3
042025080802,6,5304,0.0026,0.003264,5
042025080803,1,4162,0.2245,0.603931,1
042025080803,2,3813,0.3716,1.000000,2
042025080803,3,4821,0.1564,0.420906,4
042025080803,4,4850,0.1742,0.468727,3
042025080803,5,5133,0.0618,0.166414,5
042025080803,6,5290,0.0114,0.030735,6
042025080804,1,5252,0.3743,1.000000,1
042025080804,2,5096,0.1847,0.493445,2
042025080804,3,3951,0.2553,0.682136,3
042025080804,4,5063,0.0692,0.184929,5
042025080804,5,4640,0.1047,0.279766,4
042025080804,6,3741,0.0119,0.031672,6
042025080805,1,3868,0.3442,1.000000,3
042025080805,2,4380,0.1099,0.319310,5
042025080805,3,3742,0.1019,0.295979,4
042025080805,4,4945,0.0862,0.250335,6
042025080805,5,3713,0.1761,0.511544,1
042025080805,6,5217,0.1817,0.527875,2
042025080806,1,3202,0.3022,0.877303,1
042025080806,2,4020,0.1023,0.297077,5
042025080806,3,4056,0.1191,0.345670,4
042025080806,4,3502,0.1233,0.357842,2
042025080806,5,4335,0.3445,1.000000,3
042025080806,6,5293,0.0087,0.025152,6
042025080807,1,3863,0.3959,1.000000,2
042025080807,2,4329,0.1233,0.311483,1
042025080807,3,4306,0.2289,0.578263,3
042025080807,4,3444,0.0815,0.205918,5
042025080807,5,5304,0.0135,0.034074,6
042025080807,6,3978,0.1568,0.396163,4
042025080808,1,5038,0.4784,1.000000,1
042025080808,2,3949,0.0416,0.086928,3
042025080808,3,5290,0.0312,0.065202,6
042025080808,4,3849,0.3781,0.790231,5
042025080808,5,3340,0.0449,0.093880,4
042025080808,6,3935,0.0258,0.054008,2
042025080809,1,4821,0.3133,0.959193,2
042025080809,2,4086,0.2499,0.765152,1
042025080809,3,3507,0.0527,0.161359,4
042025080809,4,3679,0.3266,1.000000,3
042025080809,5,5063,0.0463,0.141766,6
042025080809,6,5100,0.0113,0.034465,5
042025080810,1,4452,0.4009,0.941484,4
042025080810,2,5217,0.4258,1.000000,1
042025080810,3,3889,0.0582,0.136682,2
042025080810,4,5301,0.0438,0.102873,6
042025080810,5,4162,0.0284,0.066803,3
042025080810,6,5096,0.0429,0.100801,5
042025080811,1,3951,0.5459,1.000000,1
042025080811,2,3868,0.0725,0.132850,5
042025080811,3,3813,0.2203,0.403548,2
042025080811,4,4474,0.0804,0.147275,4
042025080811,5,3662,0.0650,0.119033,3
042025080811,6,4020,0.0159,0.029158,6
042025080812,1,4335,0.7572,1.000000,3
042025080812,2,4306,0.0680,0.089761,1
042025080812,3,4850,0.0948,0.125235,6
042025080812,4,3775,0.0289,0.038154,4
042025080812,5,3742,0.0201,0.026590,5
042025080812,6,4640,0.0309,0.040835,2
062025080801,1,4758,0.4175,1.000000,1
062025080801,2,4014,0.1409,0.337551,2
062025080801,3,4286,0.1269,0.303877,6
062025080801,4,4065,0.1425,0.341453,5
062025080801,5,4373,0.1053,0.252316,4
062025080801,6,4433,0.0669,0.160291,3
062025080802,1,4773,0.3126,1.000000,6
062025080802,2,3435,0.2302,0.736486,4
062025080802,3,4530,0.2750,0.879700,5
062025080802,4,5205,0.0700,0.223772,1
062025080802,5,4791,0.0725,0.231768,3
062025080802,6,4825,0.0398,0.127219,2
062025080803,1,4738,0.4595,1.000000,6
062025080803,2,4961,0.1921,0.418032,2
062025080803,3,4627,0.0989,0.215105,1
062025080803,4,4183,0.0999,0.217394,4
062025080803,5,4502,0.1234,0.268464,3
062025080803,6,4017,0.0262,0.057073,5
062025080804,1,4611,0.5329,1.000000,5
062025080804,2,4289,0.0974,0.182717,4
062025080804,3,4456,0.1685,0.316132,1
062025080804,4,5129,0.0622,0.116702,2
062025080804,5,4642,0.1060,0.198942,3
062025080804,6,3611,0.0331,0.062077,6
062025080805,1,4447,0.5103,1.000000,1
062025080805,2,4590,0.1883,0.369024,2
062025080805,3,4123,0.1654,0.324113,3
062025080805,4,4536,0.0450,0.088114,6
062025080805,5,4473,0.0731,0.143211,5
062025080805,6,3232,0.0180,0.035239,4
062025080806,1,3618,0.4717,1.000000,1
062025080806,2,4065,0.1178,0.249803,6
062025080806,3,4240,0.1558,0.330260,2
062025080806,4,4347,0.0894,0.189552,5
062025080806,5,3900,0.0983,0.208440,3
062025080806,6,4482,0.0669,0.141832,4
062025080807,1,4286,0.4199,1.000000,3
062025080807,2,4791,0.1542,0.367206,1
062025080807,3,3645,0.0954,0.227116,5
062025080807,4,4884,0.1538,0.366252,2
062025080807,5,4546,0.1364,0.324849,4
062025080807,6,4927,0.0404,0.096142,6
062025080808,1,3999,0.5540,1.000000,2
062025080808,2,4478,0.0842,0.152015,3
062025080808,3,4502,0.2028,0.366023,1
062025080808,4,3845,0.0664,0.119827,5
062025080808,5,4014,0.0453,0.081845,6
062025080808,6,3435,0.0473,0.085434,4
062025080809,1,4190,0.5217,1.000000,6
062025080809,2,4963,0.1909,0.365857,1
062025080809,3,4746,0.1319,0.252929,5
062025080809,4,4758,0.0544,0.104219,2
062025080809,5,5129,0.0463,0.088674,3
062025080809,6,4961,0.0549,0.105219,4
062025080810,1,5163,0.4736,1.000000,6
062025080810,2,4530,0.1989,0.419972,1
062025080810,3,4738,0.1161,0.245109,2
062025080810,4,4845,0.1028,0.217044,3
062025080810,5,4289,0.0516,0.108862,5
062025080810,6,4590,0.0571,0.120565,4
062025080811,1,5088,0.6182,1.000000,5
062025080811,2,4804,0.0653,0.105576,3
062025080811,3,4482,0.1731,0.279941,
062025080811,4,4473,0.0834,0.134835,1
062025080811,5,5205,0.0309,0.050024,2
062025080811,6,4456,0.0292,0.047182,4
062025080812,1,4387,0.6034,1.000000,2
062025080812,2,4225,0.1341,0.222228,1
062025080812,3,4117,0.1117,0.185157,3
062025080812,4,3900,0.0877,0.145357,5
062025080812,5,4773,0.0284,0.047038,4
062025080812,6,4123,0.0347,0.057511,6
092025080801,1,4144,0.7986,1.000000,1
092025080801,2,4692,0.0469,0.058716,5
092025080801,3,4110,0.0420,0.052642,3
092025080801,4,4834,0.0779,0.097542,4
092025080801,5,4944,0.0273,0.034246,2
092025080801,6,4548,0.0072,0.008999,6
092025080802,1,3696,0.5100,1.000000,3
092025080802,2,5305,0.0213,0.041772,6
092025080802,3,3888,0.1685,0.330476,2
092025080802,4,5019,0.1802,0.353331,4
092025080802,5,4462,0.0902,0.176823,1
092025080802,6,5286,0.0297,0.058330,5
092025080803,1,4625,0.3305,1.000000,2
092025080803,2,5191,0.2798,0.846511,1
092025080803,3,3257,0.1674,0.506565,5
092025080803,4,4119,0.1722,0.521114,3
092025080803,5,4400,0.0459,0.138867,4
092025080803,6,5416,0.0041,0.012318,6
092025080804,1,4736,0.6244,1.000000,1
092025080804,2,4464,0.0582,0.093133,2
092025080804,3,4508,0.0561,0.089924,6
092025080804,4,4579,0.2079,0.333008,3
092025080804,5,4883,0.0420,0.067248,4
092025080804,6,3825,0.0114,0.018265,5
092025080805,1,4451,0.8552,1.000000,1
092025080805,2,3953,0.0317,0.037051,5
092025080805,3,4944,0.0386,0.045086,3
092025080805,4,5156,0.0463,0.054180,2
092025080805,5,5130,0.0262,0.030606,4
092025080805,6,5415,0.0021,0.002410,6
092025080806,1,4216,0.5188,1.000000,1
092025080806,2,4462,0.0699,0.134811,2
092025080806,3,3909,0.1840,0.354759,4
092025080806,4,4772,0.1834,0.353579,3
092025080806,5,5022,0.0373,0.071947,6
092025080806,6,5284,0.0065,0.012490,5
092025080807,1,3251,0.5886,1.000000,1
092025080807,2,5190,0.0401,0.068201,6
092025080807,3,5019,0.1117,0.189727,5
092025080807,4,3833,0.2019,0.342988,3
092025080807,5,4548,0.0192,0.032564,4
092025080807,6,3257,0.0385,0.065387,2
092025080808,1,3635,0.6278,1.000000,2
092025080808,2,5046,0.0460,0.073205,4
092025080808,3,4883,0.0914,0.145646,5
092025080808,4,4400,0.0596,0.094873,6
092025080808,5,4095,0.1586,0.252665,1
092025080808,6,4110,0.0167,0.026590,3
092025080809,1,4631,0.6332,1.000000,1
092025080809,2,3888,0.1247,0.196920,2
092025080809,3,3870,0.0552,0.087175,5
092025080809,4,4508,0.0838,0.132291,4
092025080809,5,5156,0.0480,0.075765,6
092025080809,6,3837,0.0551,0.087044,3
092025080810,1,4772,0.5671,1.000000,2
092025080810,2,4119,0.0839,0.147943,4
092025080810,3,4834,0.0650,0.114663,5
092025080810,4,4736,0.1293,0.228018,1
092025080810,5,4451,0.1112,0.196071,6
092025080810,6,5191,0.0434,0.076589,3
092025080811,1,4579,0.6056,1.000000,3
092025080811,2,3833,0.1040,0.171688,6
092025080811,3,4144,0.1198,0.197786,1
092025080811,4,3909,0.1116,0.184259,2
092025080811,5,3251,0.0494,0.081616,5
092025080811,6,4625,0.0096,0.015819,4
092025080812,1,4095,0.7446,1.000000,1
092025080812,2,5130,0.0399,0.053609,2
092025080812,3,4464,0.0620,0.083236,6
092025080812,4,4692,0.0458,0.061478,5
092025080812,5,4216,0.0765,0.102721,4
092025080812,6,3635,0.0313,0.041998,3
142025080801,1,4732,0.8865,1.000000,1
142025080801,2,3820,0.0176,0.019905,5
142025080801,3,4636,0.0515,0.058089,2
142025080801,4,5381,0.0104,0.011720,4
142025080801,5,3976,0.0233,0.026268,3
142025080801,6,3176,0.0107,0.012097,6
142025080802,1,4811,0.3803,1.000000,3
142025080802,2,3757,0.0895,0.235365,4
142025080802,3,4271,0.0738,0.194083,6
142025080802,4,4704,0.2678,0.704306,1
142025080802,5,4082,0.0673,0.177110,5
142025080802,6,4757,0.1213,0.318898,2
142025080803,1,4596,0.7802,1.000000,1
142025080803,2,4005,0.0258,0.033021,6
142025080803,3,3875,0.0546,0.069959,3
142025080803,4,5376,0.0220,0.028202,4
142025080803,5,3788,0.0611,0.078367,5
142025080803,6,4028,0.0563,0.072219,2
142025080804,1,5172,0.4320,1.000000,1
142025080804,2,4416,0.1015,0.234935,4
142025080804,3,3584,0.0831,0.192288,2
142025080804,4,4812,0.2406,0.557012,3
142025080804,5,4374,0.0513,0.118859,5
142025080804,6,4063,0.0916,0.211942,6
142025080805,1,3304,0.5787,1.000000,1
142025080805,2,3841,0.1786,0.308656,2
142025080805,3,4458,0.0901,0.155646,6
142025080805,4,4219,0.0424,0.073188,5
142025080805,5,4708,0.0323,0.055739,3
142025080805,6,3743,0.0781,0.134886,4
142025080806,1,4904,0.4499,1.000000,5
142025080806,2,3976,0.0571,0.127027,2
142025080806,3,4839,0.2664,0.592063,1
142025080806,4,3333,0.1601,0.355841,3
142025080806,5,4271,0.0356,0.079047,6
142025080806,6,4247,0.0309,0.068734,4
142025080807,1,3176,0.3727,1.000000,6
142025080807,2,4116,0.2530,0.678776,2
142025080807,3,4138,0.1300,0.348855,3
142025080807,4,4005,0.0585,0.156878,5
142025080807,5,4343,0.0408,0.109332,4
142025080807,6,4571,0.1450,0.388962,1
142025080808,1,3477,0.4230,1.000000,1
142025080808,2,3584,0.1580,0.373459,5
142025080808,3,4390,0.1345,0.317881,4
142025080808,4,3757,0.1536,0.363022,3
142025080808,5,3875,0.0887,0.209734,2
142025080808,6,4636,0.0422,0.099747,6
142025080809,1,3587,0.3347,1.000000,5
142025080809,2,4082,0.1086,0.324485,2
142025080809,3,3788,0.1728,0.516234,3
142025080809,4,4052,0.2640,0.788733,4
142025080809,5,4458,0.0707,0.211283,1
142025080809,6,3872,0.0491,0.146791,6
142025080810,1,4757,0.6327,1.000000,1
142025080810,2,4704,0.1124,0.177664,4
142025080810,3,4812,0.1188,0.187759,2
142025080810,4,3841,0.0934,0.147611,5
142025080810,5,5172,0.0282,0.044645,3
142025080810,6,4904,0.0145,0.022965,6
142025080811,1,4063,0.5524,1.000000,3
142025080811,2,4571,0.1342,0.243038,1
142025080811,3,4028,0.1307,0.236657,6
142025080811,4,4596,0.1180,0.213594,2
142025080811,5,3304,0.0536,0.097098,5
142025080811,6,4811,0.0110,0.019996,4
142025080812,1,3743,0.6592,1.000000,2
142025080812,2,4839,0.1183,0.179460,6
142025080812,3,3333,0.0844,0.128057,1
142025080812,4,4116,0.0663,0.100543,4
142025080812,5,4416,0.0272,0.041332,5
142025080812,6,4732,0.0446,0.067626,3
152025080801,1,3907,0.6807,1.000000,1
152025080801,2,4485,0.1172,0.172149,3
152025080801,3,4367,0.0848,0.124579,4
152025080801,4,5047,0.0479,0.070305,6
152025080801,5,3319,0.0573,0.084119,2
152025080801,6,3776,0.0121,0.017818,5
152025080802,1,5155,0.7203,1.000000,5
152025080802,2,3660,0.0426,0.059120,4
152025080802,3,5041,0.1160,0.161005,3
152025080802,4,4300,0.0582,0.080783,1
152025080802,5,4978,0.0395,0.054822,
152025080802,6,4778,0.0234,0.032535,2
152025080803,1,3535,0.5962,1.000000,1
152025080803,2,4905,0.0724,0.121472,2
152025080803,3,4154,0.1700,0.285114,5
152025080803,4,3882,0.1015,0.170190,4
152025080803,5,5317,0.0436,0.073160,3
152025080803,6,5340,0.0163,0.027256,6
152025080804,1,4470,0.8086,1.000000,1
152025080804,2,4106,0.0203,0.025100,2
152025080804,3,5012,0.0891,0.110230,4
152025080804,4,3572,0.0514,0.063567,3
152025080804,5,3305,0.0186,0.023026,5
152025080804,6,5078,0.0120,0.014798,6
152025080805,1,4466,0.6892,1.000000,1
152025080805,2,5299,0.0387,0.056155,2
152025080805,3,4485,0.0836,0.121231,4
152025080805,4,4367,0.0364,0.052852,5
152025080805,5,4903,0.1077,0.156200,3
152025080805,6,4292,0.0444,0.064492,6
152025080806,1,4089,0.6416,1.000000,1
152025080806,2,4764,0.0850,0.132516,2
152025080806,3,4434,0.1934,0.301458,3
152025080806,4,4389,0.0358,0.055777,4
152025080806,5,4678,0.0300,0.046809,5
152025080806,6,5041,0.0141,0.021990,6
152025080807,1,4109,0.8634,1.000000,1
152025080807,2,4978,0.0219,0.025350,2
152025080807,3,4300,0.0280,0.032406,5
152025080807,4,4905,0.0172,0.019919,3
152025080807,5,4042,0.0608,0.070430,4
152025080807,6,3535,0.0088,0.010151,6
152025080808,1,4614,0.8564,1.000000,1
152025080808,2,5012,0.0701,0.081889,3
152025080808,3,3660,0.0193,0.022483,4
152025080808,4,4154,0.0417,0.048747,2
152025080808,5,4106,0.0109,0.012786,5
152025080808,6,5327,0.0015,0.001778,6
152025080809,1,4292,0.7851,1.000000,3
152025080809,2,3572,0.0747,0.095143,1
152025080809,3,3882,0.0670,0.085318,5
152025080809,4,5155,0.0438,0.055743,4
152025080809,5,5299,0.0198,0.025182,2
152025080809,6,5047,0.0097,0.012307,6
152025080810,1,4903,0.6991,1.000000,4
152025080810,2,5317,0.0242,0.034636,5
152025080810,3,4109,0.1752,0.250570,2
152025080810,4,3319,0.0297,0.042442,1
152025080810,5,4764,0.0389,0.055690,6
152025080810,6,4470,0.0329,0.047022,3
152025080811,1,4042,0.6452,1.000000,2
152025080811,2,4466,0.0651,0.100859,4
152025080811,3,4614,0.1378,0.213505,1
152025080811,4,4434,0.0955,0.147986,3
152025080811,5,4089,0.0444,0.068775,5
152025080811,6,3907,0.0121,0.018708,6
152025080812,1,5095,0.5731,1.000000,1
152025080812,2,3905,0.0837,0.146028,3
152025080812,3,3737,0.1452,0.253290,2
152025080812,4,4051,0.1142,0.199207,6
152025080812,5,4398,0.0750,0.130908,4
152025080812,6,5014,0.0088,0.015413,5
162025080801,1,3643,0.6406,1.000000,3
162025080801,2,3566,0.0901,0.140721,2
162025080801,3,4574,0.0874,0.136492,1
162025080801,4,4435,0.0992,0.154787,5
162025080801,5,5253,0.0544,0.084859,4
162025080801,6,4785,0.0283,0.044147,6
162025080802,1,3663,0.5627,1.000000,3
162025080802,2,5071,0.1033,0.183517,5
162025080802,3,3933,0.1132,0.201247,1
162025080802,4,3226,0.0690,0.122575,6
162025080802,5,4293,0.1316,0.233889,2
162025080802,6,3642,0.0203,0.036054,4
162025080803,1,4301,0.4526,1.000000,5
162025080803,2,5127,0.1152,0.254626,3
162025080803,3,4431,0.1561,0.344988,6
162025080803,4,5037,0.0898,0.198349,4
162025080803,5,3891,0.0532,0.117530,2
162025080803,6,3944,0.1331,0.293974,1
162025080804,1,4957,0.5750,1.000000,1
162025080804,2,4681,0.0473,0.082315,6
162025080804,3,4432,0.1372,0.238606,4
162025080804,4,5039,0.0834,0.145001,2
162025080804,5,3372,0.0320,0.055648,5
162025080804,6,4776,0.1251,0.217659,3
162025080805,1,3997,0.7991,1.000000,1
162025080805,2,3714,0.0340,0.042542,5
162025080805,3,4989,0.0882,0.110393,3
162025080805,4,5082,0.0477,0.059661,2
162025080805,5,3680,0.0269,0.033684,4
162025080805,6,5343,0.0041,0.005154,6
162025080806,1,4411,0.7055,1.000000,1
162025080806,2,4268,0.0423,0.059950,5
162025080806,3,4439,0.0533,0.075482,2
162025080806,4,4785,0.0626,0.088765,4
162025080806,5,5261,0.0323,0.045740,6
162025080806,6,4643,0.1040,0.147398,3
162025080807,1,4574,0.4309,1.000000,3
162025080807,2,4788,0.3420,0.793661,4
162025080807,3,5211,0.0724,0.168050,6
162025080807,4,3933,0.0906,0.210277,2
162025080807,5,5258,0.0346,0.080198,5
162025080807,6,4995,0.0294,0.068320,1
162025080808,1,4435,0.4660,1.000000,1
162025080808,2,4713,0.3446,0.739459,2
162025080808,3,5037,0.0630,0.135179,4
162025080808,4,4837,0.0634,0.136050,3
162025080808,5,5071,0.0470,0.100811,6
162025080808,6,4747,0.0160,0.034284,5
162025080809,1,5039,0.5120,1.000000,1
162025080809,2,3963,0.2490,0.486435,5
162025080809,3,3226,0.0715,0.139702,3
162025080809,4,4665,0.0744,0.145264,6
162025080809,5,3566,0.0548,0.107058,2
162025080809,6,4431,0.0383,0.074811,4
162025080810,1,3680,0.5229,1.000000,6
162025080810,2,4293,0.1917,0.366632,2
162025080810,3,5253,0.0850,0.162621,1
162025080810,4,4432,0.1331,0.254620,4
162025080810,5,4301,0.0376,0.071888,5
162025080810,6,5085,0.0297,0.056748,3
162025080811,1,4989,0.6796,1.000000,1
162025080811,2,3643,0.0833,0.122585,5
162025080811,3,3663,0.0644,0.094831,6
162025080811,4,4411,0.1053,0.154943,2
162025080811,5,4957,0.0510,0.075027,4
162025080811,6,5127,0.0164,0.024137,3
162025080812,1,4713,0.5665,1.000000,1
162025080812,2,3944,0.0928,0.163905,2
162025080812,3,4643,0.1247,0.220176,4
162025080812,4,3997,0.1063,0.187600,3
162025080812,5,4776,0.0779,0.137542,6
162025080812,6,4788,0.0318,0.056095,5
172025080801,1,3412,0.8763,1.000000,2
172025080801,2,5004,0.0201,0.022964,4
172025080801,3,4097,0.0224,0.025600,5
172025080801,4,3161,0.0558,0.063694,6
172025080801,5,4252,0.0166,0.018939,1
172025080801,6,3352,0.0087,0.009952,3
172025080802,1,4000,0.6844,1.000000,1
172025080802,2,4049,0.1037,0.151491,2
172025080802,3,4697,0.0368,0.053752,4
172025080802,4,4505,0.1360,0.198705,3
172025080802,5,3233,0.0316,0.046135,5
172025080802,6,3411,0.0076,0.011066,6
172025080803,1,3822,0.8110,1.000000,6
172025080803,2,3212,0.0225,0.027727,4
172025080803,3,4626,0.0220,0.027095,5
172025080803,4,3562,0.0779,0.096017,2
172025080803,5,3814,0.0179,0.022011,3
172025080803,6,4908,0.0488,0.060201,1
172025080804,1,4227,0.7561,1.000000,3
172025080804,2,4580,0.0620,0.081986,2
172025080804,3,4401,0.0600,0.079329,1
172025080804,4,4189,0.0889,0.117571,5
172025080804,5,4054,0.0169,0.022351,4
172025080804,6,3385,0.0161,0.021273,6
172025080805,1,4097,0.5372,1.000000,3
172025080805,2,4060,0.1378,0.256521,1
172025080805,3,4969,0.1454,0.270668,2
172025080805,4,4252,0.0910,0.169477,4
172025080805,5,4423,0.0829,0.154399,5
172025080805,6,5366,0.0056,0.010407,6
172025080806,1,4191,0.6913,1.000000,1
172025080806,2,3161,0.1299,0.187884,2
172025080806,3,3411,0.0383,0.055417,4
172025080806,4,3867,0.0589,0.085150,5
172025080806,5,4697,0.0378,0.054698,6
172025080806,6,4962,0.0438,0.063432,3
172025080807,1,4202,0.4675,1.000000,1
172025080807,2,4861,0.1192,0.254971,2
172025080807,3,4049,0.2036,0.435596,3
172025080807,4,3922,0.0598,0.127863,6
172025080807,5,4626,0.0437,0.093403,4
172025080807,6,4545,0.1063,0.227369,5
172025080808,1,4495,0.4107,1.000000,1
172025080808,2,4189,0.1612,0.392371,3
172025080808,3,4580,0.1093,0.266118,6
172025080808,4,4908,0.2819,0.686427,2
172025080808,5,3454,0.0320,0.077826,4
172025080808,6,5302,0.0049,0.011907,5
172025080809,1,4505,0.7521,1.000000,1
172025080809,2,4003,0.0589,0.078252,4
172025080809,3,4000,0.0890,0.118321,5
172025080809,4,4423,0.0435,0.057808,6
172025080809,5,4969,0.0326,0.043320,3
172025080809,6,4401,0.0239,0.031834,2
172025080810,1,4962,0.5408,1.000000,5
172025080810,2,3233,0.0472,0.087230,4
172025080810,3,4227,0.1688,0.312066,2
