race_id,枠番,日付,場コード,会場,レース,登番,選手名,class_ord,class_gap,win_rate_national,winrate_rank_in_race,winrate_diff_top,motor_top2_rate,motor_rank_in_race,st_avg,st_rank_in_race,field_strength_std
012025080204,6,2025-08-02,01,桐生,4,4836,大谷健太,2,-2,3.7500,6,3.0300,34.1500,2,,,0.9876
012025080205,1,2025-08-02,01,桐生,5,4487,三原司,2,-2,4.6100,5,2.1200,43.5500,1,,,0.9038
012025080205,2,2025-08-02,01,桐生,5,4066,東本勝利,4,0,6.7300,1,0.0000,26.5700,6,,,0.9038
012025080205,3,2025-08-02,01,桐生,5,3563,堤昇,2,-2,5.3100,4,1.4200,31.6700,5,,,0.9038
012025080205,4,2025-08-02,01,桐生,5,4093,吉田宗弘,2,-2,4.0800,6,2.6500,41.3800,2,,,0.9038
012025080205,5,2025-08-02,01,桐生,5,4428,有賀達也,3,-1,6.0300,2,0.7000,38.3100,4,,,0.9038
012025080205,6,2025-08-02,01,桐生,5,4561,藤山翔大,4,0,6.0200,3,0.7100,41.1300,3,,,0.9038
012025080206,1,2025-08-02,01,桐生,6,3995,重野哲之,4,0,6.5700,1,0.0000,38.5800,1,,,1.6521
012025080206,2,2025-08-02,01,桐生,6,4895,門間雄大,2,-2,4.7200,3,1.8500,28.9500,6,,,1.6521
012025080206,3,2025-08-02,01,桐生,6,4641,磯村匠,2,-2,4.2500,5,2.3200,30.4000,4,,,1.6521
012025080206,4,2025-08-02,01,桐生,6,4113,木村浩士,2,-2,4.5900,4,1.9800,34.2500,3,,,1.6521
012025080206,5,2025-08-02,01,桐生,6,3627,井上恵一,2,-2,5.8700,2,0.7000,34.8100,2,,,1.6521
012025080206,6,2025-08-02,01,桐生,6,5419,櫻井隼,1,-3,1.3200,6,5.2500,30.2500,5,,,1.6521
012025080207,1,2025-08-02,01,桐生,7,4710,福田宗平,3,-1,6.4500,2,0.9200,39.0700,1,,,1.3743
012025080207,2,2025-08-02,01,桐生,7,5020,宮村勇哉,2,-2,4.5400,3,2.8300,29.7900,4,,,1.3743
012025080207,3,2025-08-02,01,桐生,7,4939,宮之原輝,4,0,7.3700,1,0.0000,28.1700,6,,,1.3743
012025080207,4,2025-08-02,01,桐生,7,4203,小倉康典,2,-2,3.9400,5,3.4300,32.6400,2,,,1.3743
012025080207,5,2025-08-02,01,桐生,7,3722,西村秀樹,2,-2,3.7300,6,3.6400,28.9100,5,,,1.3743
012025080207,6,2025-08-02,01,桐生,7,3910,松下知幸,2,-2,4.1800,4,3.1900,29.8100,3,,,1.3743
012025080208,1,2025-08-02,01,桐生,8,4977,馬野耀,3,-1,6.2700,2,0.9800,34.1800,4,,,1.1951
012025080208,2,2025-08-02,01,桐生,8,5007,近藤雄一,2,-2,4.1800,5,3.0700,31.2900,5,,,1.1951
012025080208,3,2025-08-02,01,桐生,8,3482,金子猛志,2,-2,5.5100,3,1.7400,38.2400,1,,,1.1951
012025080208,4,2025-08-02,01,桐生,8,4902,山川雄大,2,-2,4.4100,4,2.8400,34.3100,3,,,1.1951
012025080208,5,2025-08-02,01,桐生,8,4532,秋元哲,4,0,7.2500,1,0.0000,35.9200,2,,,1.1951
012025080208,6,2025-08-02,01,桐生,8,4232,笠雅雄,2,-2,3.9800,6,3.2700,31.2000,6,,,1.1951
012025080209,1,2025-08-02,01,桐生,9,4273,佐藤旭,2,-2,4.7800,6,2.0000,36.7200,5,,,0.6535
012025080209,2,2025-08-02,01,桐生,9,4085,荻野裕介,1,-3,5.2800,4,1.5000,46.8300,2,,,0.6535
012025080209,3,2025-08-02,01,桐生,9,4428,有賀達也,3,-1,6.0300,2,0.7500,38.3100,4,,,0.6535
012025080209,4,2025-08-02,01,桐生,9,4852,川原祐明,4,0,6.7800,1,0.0000,50.4200,1,,,0.6535
012025080209,5,2025-08-02,01,桐生,9,5234,塚越海斗,2,-2,5.1500,5,1.6300,28.1000,6,,,0.6535
012025080209,6,2025-08-02,01,桐生,9,4808,松尾拓,3,-1,5.7000,3,1.0800,41.9100,3,,,0.6535
012025080210,1,2025-08-02,01,桐生,10,3362,間嶋仁志,3,-1,5.1100,4,0.9300,33.1000,3,,,0.6049
012025080210,2,2025-08-02,01,桐生,10,4233,亀山雅幸,3,-1,6.0400,1,0.0000,28.9700,5,,,0.6049
012025080210,3,2025-08-02,01,桐生,10,4895,門間雄大,2,-2,4.7200,5,1.3200,28.9500,6,,,0.6049
012025080210,4,2025-08-02,01,桐生,10,4561,藤山翔大,4,0,6.0200,2,0.0200,41.1300,1,,,0.6049
012025080210,5,2025-08-02,01,桐生,10,4023,柴田友和,2,-2,4.4300,6,1.6100,29.1700,4,,,0.6049
012025080210,6,2025-08-02,01,桐生,10,4058,野末智一,3,-1,5.3500,3,0.6900,35.9000,2,,,0.6049
012025080211,1,2025-08-02,01,桐生,11,4066,東本勝利,4,0,6.7300,1,0.0000,26.5700,6,,,0.8475
012025080211,2,2025-08-02,01,桐生,11,4702,三浦敬太,4,0,6.6000,2,0.1300,28.9500,4,,,0.8475
012025080211,3,2025-08-02,01,桐生,11,3977,山本兼士,2,-2,4.2300,6,2.5000,42.2800,1,,,0.8475
012025080211,4,2025-08-02,01,桐生,11,3627,井上恵一,2,-2,5.8700,5,0.8600,34.8100,2,,,0.8475
012025080211,5,2025-08-02,01,桐生,11,4581,吉村誠,3,-1,6.5100,3,0.2200,27.1700,5,,,0.8475
012025080211,6,2025-08-02,01,桐生,11,3629,浅見昌克,3,-1,6.0800,4,0.6500,34.3400,3,,,0.8475
012025080212,1,2025-08-02,01,桐生,12,4532,秋元哲,4,0,7.2500,2,0.1200,35.9200,4,,,0.2785
012025080212,2,2025-08-02,01,桐生,12,4939,宮之原輝,4,0,7.3700,1,0.0000,28.1700,5,,,0.2785
012025080212,3,2025-08-02,01,桐生,12,4184,渡邊雄一,4,0,6.7900,4,0.5800,37.9300,3,,,0.2785
012025080212,4,2025-08-02,01,桐生,12,3995,重野哲之,4,0,6.5700,6,0.8000,38.5800,2,,,0.2785
012025080212,5,2025-08-02,01,桐生,12,4364,池永太,4,0,6.9600,3,0.4100,48.4400,1,,,0.2785
012025080212,6,2025-08-02,01,桐生,12,5028,原田才一,4,0,6.7800,5,0.5900,27.6400,6,,,0.2785
012025080301,1,2025-08-03,01,桐生,1,4113,木村浩士,2,-1,4.5900,3,1.4400,34.2500,4,0.2000,3,0.9745
012025080301,2,2025-08-03,01,桐生,1,4093,吉田宗弘,2,-1,4.0800,4,1.9500,41.3800,2,0.3700,6,0.9745
012025080301,3,2025-08-03,01,桐生,1,3722,西村秀樹,2,-1,3.7300,5,2.3000,28.9100,6,0.1900,2,0.9745
012025080301,4,2025-08-03,01,桐生,1,4428,有賀達也,3,0,6.0300,1,0.0000,38.3100,3,0.2250,5,0.9745
012025080301,5,2025-08-03,01,桐生,1,4808,松尾拓,3,0,5.7000,2,0.3300,41.9100,1,0.1700,1,0.9745
012025080301,6,2025-08-03,01,桐生,1,4355,小川広大,2,-1,3.4100,6,2.6200,29.6300,5,0.2100,4,0.9745
012025080302,1,2025-08-03,01,桐生,2,3482,金子猛志,2,-2,5.5100,3,1.7400,38.2400,1,0.1500,1,1.8123
012025080302,2,2025-08-03,01,桐生,2,3563,堤昇,2,-2,5.3100,4,1.9400,31.6700,5,0.1800,3,1.8123
012025080302,3,2025-08-03,01,桐生,2,3627,井上恵一,2,-2,5.8700,2,1.3800,34.8100,3,0.1900,4,1.8123
012025080302,4,2025-08-03,01,桐生,2,3362,間嶋仁志,3,-1,5.1100,5,2.1400,33.1000,4,0.3000,5,1.8123
012025080302,5,2025-08-03,01,桐生,2,5419,櫻井隼,1,-3,1.3200,6,5.9300,30.2500,6,0.4300,6,1.8123
012025080302,6,2025-08-03,01,桐生,2,4532,秋元哲,4,0,7.2500,1,0.0000,35.9200,2,0.1500,1,1.8123
012025080303,1,2025-08-03,01,桐生,3,5183,中野孝二,2,-2,4.6800,5,1.3400,40.7100,3,0.1900,3,0.5122
012025080303,2,2025-08-03,01,桐生,3,3303,渡辺豊,3,-1,5.5600,3,0.4600,31.2000,5,0.2200,6,0.5122
012025080303,3,2025-08-03,01,桐生,3,4561,藤山翔大,4,0,6.0200,1,0.0000,41.1300,2,0.1850,2,0.5122
012025080303,4,2025-08-03,01,桐生,3,5234,塚越海斗,2,-2,5.1500,4,0.8700,28.1000,6,0.2100,5,0.5122
012025080303,5,2025-08-03,01,桐生,3,4487,三原司,2,-2,4.6100,6,1.4100,43.5500,1,0.1700,1,0.5122
012025080303,6,2025-08-03,01,桐生,3,4792,杉村賢也,2,-2,5.6300,2,0.3900,31.5200,4,0.2000,4,0.5122
012025080304,1,2025-08-03,01,桐生,4,4836,大谷健太,2,-2,3.7500,6,3.0400,34.1500,2,0.2100,5,1.1704
012025080304,2,2025-08-03,01,桐生,4,4184,渡邊雄一,4,0,6.7900,1,0.0000,37.9300,1,0.1500,2,1.1704
012025080304,3,2025-08-03,01,桐生,4,3910,松下知幸,2,-2,4.1800,5,2.6100,29.8100,3,0.2200,6,1.1704
012025080304,4,2025-08-03,01,桐生,4,4233,亀山雅幸,3,-1,6.0400,3,0.7500,28.9700,4,0.1450,1,1.1704
012025080304,5,2025-08-03,01,桐生,4,4895,門間雄大,2,-2,4.7200,4,2.0700,28.9500,5,0.1550,4,1.1704
012025080304,6,2025-08-03,01,桐生,4,4581,吉村誠,3,-1,6.5100,2,0.2800,27.1700,6,0.1500,2,1.1704
012025080305,1,2025-08-03,01,桐生,5,3931,黒崎竜也,1,-3,5.6700,4,1.7000,27.4500,6,0.1200,1,1.2580
012025080305,2,2025-08-03,01,桐生,5,5028,原田才一,4,0,6.7800,2,0.5900,27.6400,5,0.1350,2,1.2580
012025080305,3,2025-08-03,01,桐生,5,4085,荻野裕介,1,-3,5.2800,5,2.0900,46.8300,1,0.2450,6,1.2580
012025080305,4,2025-08-03,01,桐生,5,4355,小川広大,2,-2,3.4100,6,3.9600,29.6300,3,0.2100,5,1.2580
012025080305,5,2025-08-03,01,桐生,5,3629,浅見昌克,3,-1,6.0800,3,1.2900,34.3400,2,0.1800,3,1.2580
012025080305,6,2025-08-03,01,桐生,5,4939,宮之原輝,4,0,7.3700,1,0.0000,28.1700,4,0.1950,4,1.2580
012025080306,1,2025-08-03,01,桐生,6,4364,池永太,4,0,6.9600,1,0.0000,48.4400,1,0.1100,1,0.9939
012025080306,2,2025-08-03,01,桐生,6,4203,小倉康典,2,-2,3.9400,6,3.0200,32.6400,4,0.1300,2,0.9939
012025080306,3,2025-08-03,01,桐生,6,4902,山川雄大,2,-2,4.4100,4,2.5500,34.3100,3,0.2250,5,0.9939
012025080306,4,2025-08-03,01,桐生,6,4273,佐藤旭,2,-2,4.7800,2,2.1800,36.7200,2,0.2450,6,0.9939
012025080306,5,2025-08-03,01,桐生,6,4641,磯村匠,2,-2,4.2500,5,2.7100,30.4000,5,0.1650,3,0.9939
012025080306,6,2025-08-03,01,桐生,6,5020,宮村勇哉,2,-2,4.5400,3,2.4200,29.7900,6,0.1850,4,0.9939
012025080307,1,2025-08-03,01,桐生,7,4058,野末智一,3,-1,5.3500,3,1.2500,35.9000,3,0.2000,4,0.9742
012025080307,2,2025-08-03,01,桐生,7,5183,中野孝二,2,-2,4.6800,4,1.9200,40.7100,1,0.1900,2,0.9742
012025080307,3,2025-08-03,01,桐生,7,4702,三浦敬太,4,0,6.6000,1,0.0000,28.9500,5,0.2900,5,0.9742
012025080307,4,2025-08-03,01,桐生,7,3482,金子猛志,2,-2,5.5100,2,1.0900,38.2400,2,0.1500,1,0.9742
012025080307,5,2025-08-03,01,桐生,7,4232,笠雅雄,2,-2,3.9800,5,2.6200,31.2000,4,0.3400,6,0.9742
012025080307,6,2025-08-03,01,桐生,7,3722,西村秀樹,2,-2,3.7300,6,2.8700,28.9100,6,0.1900,2,0.9742
012025080308,1,2025-08-03,01,桐生,8,4233,亀山雅幸,3,-1,6.0400,2,0.7400,28.9700,5,0.1450,2,1.7480
012025080308,2,2025-08-03,01,桐生,8,5234,塚越海斗,2,-2,5.1500,3,1.6300,28.1000,6,0.2100,4,1.7480
012025080308,3,2025-08-03,01,桐生,8,4093,吉田宗弘,2,-2,4.0800,5,2.7000,41.3800,2,0.3700,5,1.7480
012025080308,4,2025-08-03,01,桐生,8,5007,近藤雄一,2,-2,4.1800,4,2.6000,31.2900,3,0.1600,3,1.7480
012025080308,5,2025-08-03,01,桐生,8,4852,川原祐明,4,0,6.7800,1,0.0000,50.4200,1,0.0900,1,1.7480
012025080308,6,2025-08-03,01,桐生,8,5419,櫻井隼,1,-3,1.3200,6,5.4600,30.2500,4,0.4300,6,1.7480
012025080309,1,2025-08-03,01,桐生,9,3910,松下知幸,2,-2,4.1800,6,3.0700,29.8100,5,0.2200,4,1.2060
012025080309,2,2025-08-03,01,桐生,9,4532,秋元哲,4,0,7.2500,1,0.0000,35.9200,2,0.1500,1,1.2060
012025080309,3,2025-08-03,01,桐生,9,4113,木村浩士,2,-2,4.5900,4,2.6600,34.2500,3,0.2000,3,1.2060
012025080309,4,2025-08-03,01,桐生,9,4066,東本勝利,4,0,6.7300,2,0.5200,26.5700,6,0.1800,2,1.2060
012025080309,5,2025-08-03,01,桐生,9,3303,渡辺豊,3,-1,5.5600,3,1.6900,31.2000,4,0.2200,4,1.2060
012025080309,6,2025-08-03,01,桐生,9,3977,山本兼士,2,-2,4.2300,5,3.0200,42.2800,1,0.4600,6,1.2060
012025080310,1,2025-08-03,01,桐生,10,4808,松尾拓,3,-1,5.7000,4,1.6700,41.9100,2,0.1700,2,1.2308
012025080310,2,2025-08-03,01,桐生,10,3995,重野哲之,4,0,6.5700,2,0.8000,38.5800,4,0.1800,4,1.2308
012025080310,3,2025-08-03,01,桐生,10,4487,三原司,2,-2,4.6100,5,2.7600,43.5500,1,0.1700,2,1.2308
012025080310,4,2025-08-03,01,桐生,10,4836,大谷健太,2,-2,3.7500,6,3.6200,34.1500,5,0.2100,6,1.2308
012025080310,5,2025-08-03,01,桐生,10,4939,宮之原輝,4,0,7.3700,1,0.0000,28.1700,6,0.1950,5,1.2308
012025080310,6,2025-08-03,01,桐生,10,4710,福田宗平,3,-1,6.4500,3,0.9200,39.0700,3,0.1600,1,1.2308
012025080311,1,2025-08-03,01,桐生,11,4702,三浦敬太,4,0,6.6000,2,0.3600,28.9500,4,0.2900,6,0.7179
012025080311,2,2025-08-03,01,桐生,11,4428,有賀達也,3,-1,6.0300,4,0.9300,38.3100,2,0.2250,5,0.7179
012025080311,3,2025-08-03,01,桐生,11,3931,黒崎竜也,1,-3,5.6700,5,1.2900,27.4500,6,0.1200,2,0.7179
012025080311,4,2025-08-03,01,桐生,11,4364,池永太,4,0,6.9600,1,0.0000,48.4400,1,0.1100,1,0.7179
012025080311,5,2025-08-03,01,桐生,11,4977,馬野耀,3,-1,6.2700,3,0.6900,34.1800,3,0.1700,4,0.7179
012025080311,6,2025-08-03,01,桐生,11,4895,門間雄大,2,-2,4.7200,6,2.2400,28.9500,4,0.1550,3,0.7179
012025080312,1,2025-08-03,01,桐生,12,4184,渡邊雄一,4,0,6.7900,1,0.0000,37.9300,2,0.1500,3,0.8282
012025080312,2,2025-08-03,01,桐生,12,4792,杉村賢也,2,-2,5.6300,4,1.1600,31.5200,5,0.2000,5,0.8282
012025080312,3,2025-08-03,01,桐生,12,3629,浅見昌克,3,-1,6.0800,3,0.7100,34.3400,4,0.1800,4,0.8282
012025080312,4,2025-08-03,01,桐生,12,4023,柴田友和,2,-2,4.4300,6,2.3600,29.1700,6,0.1150,2,0.8282
012025080312,5,2025-08-03,01,桐生,12,4058,野末智一,3,-1,5.3500,5,1.4400,35.9000,3,0.2000,5,0.8282
012025080312,6,2025-08-03,01,桐生,12,4852,川原祐明,4,0,6.7800,2,0.0100,50.4200,1,0.0900,1,0.8282
012025080401,1,2025-08-04,01,桐生,1,4203,小倉康典,2,-2,3.9400,6,2.7900,32.6400,4,0.1367,1,1.0629
012025080401,2,2025-08-04,01,桐生,1,4273,佐藤旭,2,-2,4.7800,4,1.9500,36.7200,3,0.2367,6,1.0629
012025080401,3,2025-08-04,01,桐生,1,4710,福田宗平,3,-1,6.4500,2,0.2800,39.0700,1,0.1467,2,1.0629
012025080401,4,2025-08-04,01,桐生,1,3910,松下知幸,2,-2,4.1800,5,2.5500,29.8100,5,0.1633,3,1.0629
012025080401,5,2025-08-04,01,桐生,1,3482,金子猛志,2,-2,5.5100,3,1.2200,38.2400,2,0.1833,5,1.0629
012025080401,6,2025-08-04,01,桐生,1,4066,東本勝利,4,0,6.7300,1,0.0000,26.5700,6,0.1667,4,1.0629
012025080402,1,2025-08-04,01,桐生,2,4085,荻野裕介,1,-3,5.2800,4,1.6800,46.8300,2,0.2433,6,1.0685
012025080402,2,2025-08-04,01,桐生,2,4836,大谷健太,2,-2,3.7500,6,3.2100,34.1500,4,0.1767,4,1.0685
012025080402,3,2025-08-04,01,桐生,2,4023,柴田友和,2,-2,4.4300,5,2.5300,29.1700,6,0.1367,2,1.0685
012025080402,4,2025-08-04,01,桐生,2,4977,馬野耀,3,-1,6.2700,2,0.6900,34.1800,3,0.1633,3,1.0685
012025080402,5,2025-08-04,01,桐生,2,3563,堤昇,2,-2,5.3100,3,1.6500,31.6700,5,0.2300,5,1.0685
012025080402,6,2025-08-04,01,桐生,2,4364,池永太,4,0,6.9600,1,0.0000,48.4400,1,0.1300,1,1.0685
012025080403,1,2025-08-04,01,桐生,3,4792,杉村賢也,2,-2,5.6300,3,1.1600,31.5200,5,0.2033,2,1.0115
012025080403,2,2025-08-04,01,桐生,3,4561,藤山翔大,4,0,6.0200,2,0.7700,41.1300,1,0.2267,4,1.0115
012025080403,3,2025-08-04,01,桐生,3,3362,間嶋仁志,3,-1,5.1100,4,1.6800,33.1000,4,0.3000,6,1.0115
012025080403,4,2025-08-04,01,桐生,3,3722,西村秀樹,2,-2,3.7300,6,3.0600,28.9100,6,0.2300,5,1.0115
012025080403,5,2025-08-04,01,桐生,3,4902,山川雄大,2,-2,4.4100,5,2.3800,34.3100,3,0.2167,3,1.0115
012025080403,6,2025-08-04,01,桐生,3,4184,渡邊雄一,4,0,6.7900,1,0.0000,37.9300,2,0.1300,1,1.0115
012025080404,1,2025-08-04,01,桐生,4,4895,門間雄大,2,-2,4.7200,5,2.0600,28.9500,5,0.1300,1,0.8429
012025080404,2,2025-08-04,01,桐生,4,3629,浅見昌克,3,-1,6.0800,3,0.7000,34.3400,4,0.1633,2,0.8429
012025080404,3,2025-08-04,01,桐生,4,4852,川原祐明,4,0,6.7800,1,0.0000,50.4200,1,0.1700,3,0.8429
012025080404,4,2025-08-04,01,桐生,4,4487,三原司,2,-2,4.6100,6,2.1700,43.5500,2,0.2033,4,0.8429
012025080404,5,2025-08-04,01,桐生,4,4702,三浦敬太,4,0,6.6000,2,0.1800,28.9500,5,0.2200,6,0.8429
012025080404,6,2025-08-04,01,桐生,4,3627,井上恵一,2,-2,5.8700,4,0.9100,34.8100,3,0.2133,5,0.8429
012025080405,1,2025-08-04,01,桐生,5,4355,小川広大,2,-2,3.4100,6,3.1600,29.6300,6,0.3000,5,1.0966
012025080405,2,2025-08-04,01,桐生,5,3977,山本兼士,2,-2,4.2300,4,2.3400,42.2800,1,0.3533,6,1.0966
012025080405,3,2025-08-04,01,桐生,5,4808,松尾拓,3,-1,5.7000,2,0.8700,41.9100,2,0.1933,2,1.0966
012025080405,4,2025-08-04,01,桐生,5,4058,野末智一,3,-1,5.3500,3,1.2200,35.9000,4,0.2133,4,1.0966
012025080405,5,2025-08-04,01,桐生,5,4203,小倉康典,2,-2,3.9400,5,2.6300,32.6400,5,0.1367,1,1.0966
012025080405,6,2025-08-04,01,桐生,5,3995,重野哲之,4,0,6.5700,1,0.0000,38.5800,3,0.1933,2,1.0966
012025080406,1,2025-08-04,01,桐生,6,5028,原田才一,4,0,6.7800,1,0.0000,27.6400,6,0.1567,1,0.9585
012025080406,2,2025-08-04,01,桐生,6,4113,木村浩士,2,-2,4.5900,3,2.1900,34.2500,3,0.2433,4,0.9585
012025080406,3,2025-08-04,01,桐生,6,4273,佐藤旭,2,-2,4.7800,2,2.0000,36.7200,2,0.2367,3,0.9585
012025080406,4,2025-08-04,01,桐生,6,4232,笠雅雄,2,-2,3.9800,6,2.8000,31.2000,5,0.3050,6,0.9585
012025080406,5,2025-08-04,01,桐生,6,5007,近藤雄一,2,-2,4.1800,4,2.6000,31.2900,4,0.1633,2,0.9585
012025080406,6,2025-08-04,01,桐生,6,4093,吉田宗弘,2,-2,4.0800,5,2.7000,41.3800,1,0.2800,5,0.9585
012025080407,1,2025-08-04,01,桐生,7,4581,吉村誠,3,-1,6.5100,2,0.7400,27.1700,6,0.1333,1,1.1331
012025080407,2,2025-08-04,01,桐生,7,4023,柴田友和,2,-2,4.4300,5,2.8200,29.1700,5,0.1367,2,1.1331
012025080407,3,2025-08-04,01,桐生,7,4532,秋元哲,4,0,7.2500,1,0.0000,35.9200,1,0.2000,5,1.1331
012025080407,4,2025-08-04,01,桐生,7,4792,杉村賢也,2,-2,5.6300,3,1.6200,31.5200,2,0.2033,6,1.1331
012025080407,5,2025-08-04,01,桐生,7,5020,宮村勇哉,2,-2,4.5400,4,2.7100,29.7900,4,0.1867,3,1.1331
012025080407,6,2025-08-04,01,桐生,7,4641,磯村匠,2,-2,4.2500,6,3.0000,30.4000,3,0.1867,3,1.1331
012025080408,1,2025-08-04,01,桐生,8,3303,渡辺豊,3,-1,5.5600,3,1.2300,31.2000,4,0.2733,5,1.7797
012025080408,2,2025-08-04,01,桐生,8,3931,黒崎竜也,1,-3,5.6700,2,1.1200,27.4500,6,0.1500,2,1.7797
012025080408,3,2025-08-04,01,桐生,8,4836,大谷健太,2,-2,3.7500,5,3.0400,34.1500,3,0.1767,3,1.7797
012025080408,4,2025-08-04,01,桐生,8,3482,金子猛志,2,-2,5.5100,4,1.2800,38.2400,1,0.1833,4,1.7797
012025080408,5,2025-08-04,01,桐生,8,4184,渡邊雄一,4,0,6.7900,1,0.0000,37.9300,2,0.1300,1,1.7797
012025080408,6,2025-08-04,01,桐生,8,5419,櫻井隼,1,-3,1.3200,6,5.4700,30.2500,5,0.3500,6,1.7797
012025080409,1,2025-08-04,01,桐生,9,4902,山川雄大,2,-2,4.4100,6,2.3200,34.3100,4,0.2167,4,0.8847
012025080409,2,2025-08-04,01,桐生,9,4487,三原司,2,-2,4.6100,5,2.1200,43.5500,1,0.2033,3,0.8847
012025080409,3,2025-08-04,01,桐生,9,4233,亀山雅幸,3,-1,6.0400,2,0.6900,28.9700,5,0.1325,1,0.8847
012025080409,4,2025-08-04,01,桐生,9,5183,中野孝二,2,-2,4.6800,4,2.0500,40.7100,2,0.2433,6,0.8847
012025080409,5,2025-08-04,01,桐生,9,4066,東本勝利,4,0,6.7300,1,0.0000,26.5700,6,0.1667,2,0.8847
012025080409,6,2025-08-04,01,桐生,9,4428,有賀達也,3,-1,6.0300,3,0.7000,38.3100,3,0.2275,5,0.8847
012025080410,1,2025-08-04,01,桐生,10,5234,塚越海斗,2,-2,5.1500,4,1.8100,28.1000,6,0.2225,5,1.0058
012025080410,2,2025-08-04,01,桐生,10,3910,松下知幸,2,-2,4.1800,6,2.7800,29.8100,4,0.1633,2,1.0058
012025080410,3,2025-08-04,01,桐生,10,4364,池永太,4,0,6.9600,1,0.0000,48.4400,1,0.1300,1,1.0058
012025080410,4,2025-08-04,01,桐生,10,4808,松尾拓,3,-1,5.7000,3,1.2600,41.9100,2,0.1933,3,1.0058
012025080410,5,2025-08-04,01,桐生,10,4113,木村浩士,2,-2,4.5900,5,2.3700,34.2500,3,0.2433,6,1.0058
012025080410,6,2025-08-04,01,桐生,10,4702,三浦敬太,4,0,6.6000,2,0.3600,28.9500,5,0.2200,4,1.0058
012025080411,1,2025-08-04,01,桐生,11,4852,川原祐明,4,0,6.7800,1,0.0000,50.4200,1,0.1700,3,0.9593
012025080411,2,2025-08-04,01,桐生,11,4710,福田宗平,3,-1,6.4500,3,0.3300,39.0700,3,0.1467,1,0.9593
012025080411,3,2025-08-04,01,桐生,11,5028,原田才一,4,0,6.7800,1,0.0000,27.6400,6,0.1567,2,0.9593
012025080411,4,2025-08-04,01,桐生,11,3977,山本兼士,2,-2,4.2300,6,2.5500,42.2800,2,0.3533,6,0.9593
012025080411,5,2025-08-04,01,桐生,11,3362,間嶋仁志,3,-1,5.1100,5,1.6700,33.1000,4,0.3000,5,0.9593
012025080411,6,2025-08-04,01,桐生,11,3563,堤昇,2,-2,5.3100,4,1.4700,31.6700,5,0.2300,4,0.9593
